,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,SV_ba,CH_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-13,718192,Groundout,field_out,True,660670,621244,Ronald Acuña Jr.,José Berríos,1,0,0,6058a4bf-6070-43cc-bce4-8a2a2892f239,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-13,718192,Groundout,field_out,True,621566,621244,Matt Olson,José Berríos,0,0,0,76219f41-6f30-41fe-818f-365088ec0238,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-13,718192,Strikeout,strikeout,True,663586,621244,Austin Riley,José Berríos,0,0,0,8f520fd8-1f61-42cc-90dd-37fa55196716,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-13,718192,Groundout,field_out,True,543807,693821,George Springer,Bryce Elder,1,0,0,ec3c8b4e-dd5e-4044-8dbb-c9e7332b633f,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,0.376,0.134,,0.13699999999999998,-1.13,0.01,,1.3,90.7,89.5,,0.28,,0.188,0.286,92.0,103.0,107.0,0.353,0.97,82.7,0.21,,,,,,,,,,,,,,,
4,2023-05-13,718192,Flyout,field_out,True,666182,693821,Bo Bichette,Bryce Elder,0,0,0,cbd3ee20-c03a-4303-8bf9-fa6cd19b59a1,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,0.376,0.134,,0.13699999999999998,-1.13,0.01,,1.3,90.7,89.5,,0.28,,0.188,0.286,92.0,103.0,107.0,0.353,0.97,82.7,0.21,,,,,,,,,,,,,,,
5,2023-05-13,718192,Walk,walk,False,665489,693821,Vladimir Guerrero Jr.,Bryce Elder,1,0,0,7f6e946e-c3c8-4605-a427-77085d5aaacd,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,0.376,0.134,,0.13699999999999998,-1.13,0.01,,1.3,90.7,89.5,,0.28,,0.188,0.286,92.0,103.0,107.0,0.353,0.97,82.7,0.21,,,,,,,,,,,,,,,
6,2023-05-13,718192,Flyout,field_out,True,662139,693821,Daulton Varsho,Bryce Elder,0,0,0,b5b1433b-cfe2-41b5-8e09-5e994eaa7bde,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,0.376,0.134,,0.13699999999999998,-1.13,0.01,,1.3,90.7,89.5,,0.28,,0.188,0.286,92.0,103.0,107.0,0.353,0.97,82.7,0.21,,,,,,,,,,,,,,,
7,2023-05-13,718192,Groundout,field_out,True,669221,621244,Sean Murphy,José Berríos,0,0,0,5133d8cc-f340-4756-b1ce-fdae092632f6,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-13,718192,Single,single,False,592696,621244,Eddie Rosario,José Berríos,0,0,0,fbfbe493-2116-4617-ad21-80e95bc78efc,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-13,718192,Flyout,field_out,True,645277,621244,Ozzie Albies,José Berríos,0,0,0,ed3d8d2f-a28f-4dae-b244-5090e647452d,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,
