,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FF_ba,SL_ba,FS_ba,CU_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,FC_ba,ST_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-05-30,717952,Single,single,False,650402,669302,Gleyber Torres,Logan Gilbert,1,0,0,85bec3b9-88ab-4dd7-962f-72a55e72b91a,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
1,2023-05-30,717952,Walk,walk,False,592450,669302,Aaron Judge,Logan Gilbert,1,0,1,c302fa5e-c4d4-4fb1-b521-b2a8ce7811f6,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
2,2023-05-30,717952,Flyout,field_out,True,641432,669302,Willie Calhoun,Logan Gilbert,1,1,0,cf32daa9-f13f-487e-92ee-eb16ca7acdca,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
3,2023-05-30,717952,Fielders Choice,fielders_choice,False,518934,669302,DJ LeMahieu,Logan Gilbert,1,0,1,a7fc93fa-b1aa-4440-9ddb-d4167e257708,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
4,2023-05-30,717952,Single,single,False,643396,669302,Isiah Kiner-Falefa,Logan Gilbert,0,0,1,8af0274a-2bde-4515-b9ee-48672d97d911,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
5,2023-05-30,717952,Sac Fly,sac_fly,True,641343,669302,Jake Bauers,Logan Gilbert,1,0,1,998b5f79-28db-4089-9dbb-9bd7720231c0,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
6,2023-05-30,717952,Strikeout,strikeout,True,683011,669302,Anthony Volpe,Logan Gilbert,0,0,0,07b09342-0898-4a69-a330-ecb63ef037a1,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
7,2023-05-30,717952,Strikeout,strikeout,True,641487,641482,J.P. Crawford,Nestor Cortes,0,0,0,3e815378-88fe-4aec-ad6b-a4835441341a,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,,,,,,,0.005,0.521,,0.158,,0.68,,4.05,-1.47,,91.6,,89.3,76.9,,0.213,0.2,,,,83.4,92.0,111.0,110.0,110.0,102.0,102.0,0.28800000000000003,0.027999999999999997,0.39,-6.99,86.6,0.26,0.259,0.5,,,,,,
8,2023-05-30,717952,Flyout,field_out,True,664034,641482,Ty France,Nestor Cortes,1,0,0,5a759c28-05f5-44f4-b943-c9eeb8e5128d,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,,,,,,,0.005,0.521,,0.158,,0.68,,4.05,-1.47,,91.6,,89.3,76.9,,0.213,0.2,,,,83.4,92.0,111.0,110.0,110.0,102.0,102.0,0.28800000000000003,0.027999999999999997,0.39,-6.99,86.6,0.26,0.259,0.5,,,,,,
9,2023-05-30,717952,Field Error,field_error,False,677594,641482,Julio Rodríguez,Nestor Cortes,1,0,0,0194aa8c-3d99-4ca9-8be0-0014abcb51d3,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,,,,,,,0.005,0.521,,0.158,,0.68,,4.05,-1.47,,91.6,,89.3,76.9,,0.213,0.2,,,,83.4,92.0,111.0,110.0,110.0,102.0,102.0,0.28800000000000003,0.027999999999999997,0.39,-6.99,86.6,0.26,0.259,0.5,,,,,,
10,2023-05-30,717952,Forceout,force_out,True,606192,641482,Teoscar Hernández,Nestor Cortes,1,0,1,701917fd-3f69-45f0-9e9d-3eadf37455cc,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,,,,,,,0.005,0.521,,0.158,,0.68,,4.05,-1.47,,91.6,,89.3,76.9,,0.213,0.2,,,,83.4,92.0,111.0,110.0,110.0,102.0,102.0,0.28800000000000003,0.027999999999999997,0.39,-6.99,86.6,0.26,0.259,0.5,,,,,,
11,2023-05-30,717952,Lineout,field_out,True,624431,669302,Jose Trevino,Logan Gilbert,0,0,0,050b9230-4bba-4f81-b73f-d60ac382d6de,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
