,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,ST_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-19,718115,Groundout,field_out,True,656775,579328,Cedric Mullins,Yusei Kikuchi,1,0,0,f9bdea14-4b38-44f1-aeb7-08d2eb455047,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-19,718115,Groundout,field_out,True,668939,579328,Adley Rutschman,Yusei Kikuchi,1,1,0,627b8e77-e806-4973-acdb-855bf535d1cc,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-19,718115,Walk,walk,False,663624,579328,Ryan Mountcastle,Yusei Kikuchi,0,0,0,8b42d441-7be2-4e23-8def-df246d6aea6d,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-19,718115,Walk,walk,False,623993,579328,Anthony Santander,Yusei Kikuchi,0,0,1,4182e8b7-6b1c-49e5-be45-24d24a90f1a8,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-19,718115,Pop Out,field_out,True,669720,579328,Austin Hays,Yusei Kikuchi,0,0,0,91ac7f7c-fc34-4880-bf45-452ec61b4f1f,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-19,718115,Single,single,True,543807,502043,George Springer,Kyle Gibson,1,0,1,7dcc4c83-a63b-4886-8d0d-244b97721667,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,110.0,105.0,107.0,0.134,0.184,0.084,0.17,-0.69,2.01,0.01,-0.29,92.1,81.6,79.5,0.287,,0.279,0.288,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,-1.02,-0.08,89.8,91.9,0.289,0.147,0.345,,,,,,,
6,2023-05-19,718115,Lineout,field_out,True,666182,502043,Bo Bichette,Kyle Gibson,0,0,0,1c127e6e-9f0c-4422-9934-44ee38718636,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,110.0,105.0,107.0,0.134,0.184,0.084,0.17,-0.69,2.01,0.01,-0.29,92.1,81.6,79.5,0.287,,0.279,0.288,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,-1.02,-0.08,89.8,91.9,0.289,0.147,0.345,,,,,,,
7,2023-05-19,718115,Lineout,field_out,True,665489,502043,Vladimir Guerrero Jr.,Kyle Gibson,0,0,0,f1aa826e-d3ae-467b-b635-0344994081a0,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,110.0,105.0,107.0,0.134,0.184,0.084,0.17,-0.69,2.01,0.01,-0.29,92.1,81.6,79.5,0.287,,0.279,0.288,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,-1.02,-0.08,89.8,91.9,0.289,0.147,0.345,,,,,,,
8,2023-05-19,718115,Double,double,False,663630,579328,Ryan McKenna,Yusei Kikuchi,0,0,0,552bdc30-1a2f-4100-a1f2-367aa94da497,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-19,718115,Strikeout,strikeout,True,622761,579328,Jorge Mateo,Yusei Kikuchi,0,0,0,c9779e35-7d3b-4bd2-9ada-f2b3a0ea429d,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,
