,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,FS_ba,SL_ba,FF_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,ST_ba,CH_ba,CU_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-06-24,717632,Groundout,field_out,True,668472,630023,Nick Pratto,Yonny Chirinos,0,0,0,17afba51-59bf-4e74-aa98-4dec77408467,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-24,717632,Groundout,field_out,True,677951,630023,Bobby Witt Jr.,Yonny Chirinos,0,0,0,fa3b0c13-313a-496f-82a8-827ebb003647,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-24,717632,Groundout,field_out,True,521692,630023,Salvador Perez,Yonny Chirinos,1,0,0,e1d15b61-e701-452c-8744-8f9011d3054e,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-24,717632,Flyout,field_out,True,650490,543475,Yandy Díaz,Jordan Lyles,1,0,0,164528d9-1cf5-46dc-bd62-ae0edfecfd45,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,,,,0.131,0.306,,0.247,1.11,,-0.01,-1.31,91.2,,90.5,80.2,0.248,,,0.227,85.5,73.0,95.0,90.0,95.0,97.0,99.0,96.0,99.0,98.0,0.076,0.131,0.109,-0.94,-1.6,-1.66,86.8,79.4,0.28,0.26,0.238,0.314,,,,,,
4,2023-06-24,717632,Home Run,home_run,False,677551,543475,Wander Franco,Jordan Lyles,0,0,0,e381f5a3-8af8-4c0b-9200-0b3a98942c5d,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,,,,0.131,0.306,,0.247,1.11,,-0.01,-1.31,91.2,,90.5,80.2,0.248,,,0.227,85.5,73.0,95.0,90.0,95.0,97.0,99.0,96.0,99.0,98.0,0.076,0.131,0.109,-0.94,-1.6,-1.66,86.8,79.4,0.28,0.26,0.238,0.314,,,,,,
5,2023-06-24,717632,Groundout,field_out,True,670042,543475,Luke Raley,Jordan Lyles,1,0,0,a6a2330f-215c-4cdd-ac95-647a0adbe5c4,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,,,,0.131,0.306,,0.247,1.11,,-0.01,-1.31,91.2,,90.5,80.2,0.248,,,0.227,85.5,73.0,95.0,90.0,95.0,97.0,99.0,96.0,99.0,98.0,0.076,0.131,0.109,-0.94,-1.6,-1.66,86.8,79.4,0.28,0.26,0.238,0.314,,,,,,
6,2023-06-24,717632,Single,single,False,668227,543475,Randy Arozarena,Jordan Lyles,0,0,0,0efc31ee-9cf2-4934-9c6b-d6e44a4761fa,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,,,,0.131,0.306,,0.247,1.11,,-0.01,-1.31,91.2,,90.5,80.2,0.248,,,0.227,85.5,73.0,95.0,90.0,95.0,97.0,99.0,96.0,99.0,98.0,0.076,0.131,0.109,-0.94,-1.6,-1.66,86.8,79.4,0.28,0.26,0.238,0.314,,,,,,
7,2023-06-24,717632,Double,double,False,666139,543475,Josh Lowe,Jordan Lyles,0,0,1,06dddd07-faf6-4ad2-8274-98a9212d155a,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,,,,0.131,0.306,,0.247,1.11,,-0.01,-1.31,91.2,,90.5,80.2,0.248,,,0.227,85.5,73.0,95.0,90.0,95.0,97.0,99.0,96.0,99.0,98.0,0.076,0.131,0.109,-0.94,-1.6,-1.66,86.8,79.4,0.28,0.26,0.238,0.314,,,,,,
8,2023-06-24,717632,Groundout,field_out,True,670764,543475,Taylor Walls,Jordan Lyles,1,0,0,6f87a3a1-09ed-488d-8c96-f0b5afd8e628,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,,,,0.131,0.306,,0.247,1.11,,-0.01,-1.31,91.2,,90.5,80.2,0.248,,,0.227,85.5,73.0,95.0,90.0,95.0,97.0,99.0,96.0,99.0,98.0,0.076,0.131,0.109,-0.94,-1.6,-1.66,86.8,79.4,0.28,0.26,0.238,0.314,,,,,,
9,2023-06-24,717632,Strikeout,strikeout,True,669004,630023,MJ Melendez,Yonny Chirinos,0,0,0,a4ea2e9a-d52d-42db-94ee-92cc2baa6b3f,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
