,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,ST_ba,SI_ba,CH_ba,CU_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba
0,2023-09-01,716764,Lineout,field_out,True,657077,543475,Alex Verdugo,Jordan Lyles,1,0,0,d504d2a0-fd0d-4ec9-a938-087b74199d67,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,
1,2023-09-01,716764,Strikeout,strikeout,True,646240,543475,Rafael Devers,Jordan Lyles,0,0,0,2f506c3f-deb1-4e81-b19b-5672d360ac9b,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,
2,2023-09-01,716764,Strikeout,strikeout,True,457759,543475,Justin Turner,Jordan Lyles,0,0,0,feddcdc8-ec5b-4903-92a2-3057bcb4a2ab,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,
3,2023-09-01,716764,Groundout,field_out,True,672580,572020,Maikel Garcia,James Paxton,0,0,0,f3813dc3-2fa1-42bd-8e0f-94e57e0d827d,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,,,0.067,0.04,-0.15,-0.01,,,-0.96,95.2,85.8,94.9,,,0.269,,,0.316,0.231,0.191,87.0,93.0,94.0,0.195,-0.31,81.3,
4,2023-09-01,716764,Home Run,home_run,False,677951,572020,Bobby Witt Jr.,James Paxton,0,0,0,74b2a623-3de6-45ba-8bbf-2a51deec20bb,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,,,0.067,0.04,-0.15,-0.01,,,-0.96,95.2,85.8,94.9,,,0.269,,,0.316,0.231,0.191,87.0,93.0,94.0,0.195,-0.31,81.3,
5,2023-09-01,716764,Home Run,home_run,False,521692,572020,Salvador Perez,James Paxton,1,0,0,d1ba1dba-1ac6-4b05-98f2-5b299ae33da6,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,,,0.067,0.04,-0.15,-0.01,,,-0.96,95.2,85.8,94.9,,,0.269,,,0.316,0.231,0.191,87.0,93.0,94.0,0.195,-0.31,81.3,
6,2023-09-01,716764,Single,single,False,686681,572020,Michael Massey,James Paxton,0,0,0,0a56e913-e1a4-41e4-9fcf-0af22dc28b37,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,,,0.067,0.04,-0.15,-0.01,,,-0.96,95.2,85.8,94.9,,,0.269,,,0.316,0.231,0.191,87.0,93.0,94.0,0.195,-0.31,81.3,
7,2023-09-01,716764,Grounded Into DP,grounded_into_double_play,True,666023,572020,Freddy Fermin,James Paxton,0,0,1,763dc36d-b535-488c-aa64-f4dbc3deb9d3,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,,,0.067,0.04,-0.15,-0.01,,,-0.96,95.2,85.8,94.9,,,0.269,,,0.316,0.231,0.191,87.0,93.0,94.0,0.195,-0.31,81.3,
8,2023-09-01,716764,Strikeout,strikeout,True,671213,543475,Triston Casas,Jordan Lyles,0,0,0,54075a5f-b736-4e21-aed7-89f151c2d989,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,
9,2023-09-01,716764,Flyout,field_out,True,594807,543475,Adam Duvall,Jordan Lyles,1,0,0,cfda8402-3d9f-42a3-b202-e54a5342976d,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,
