,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,CH_ba,ST_ba,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,FF_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-03,717918,Flyout,field_out,True,650490,676477,Yandy Díaz,Garrett Whitlock,0,0,0,29aff7ea-bfd1-4078-bdc3-140b0cdca2ac,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-03,717918,Double,double,False,677551,676477,Wander Franco,Garrett Whitlock,0,0,0,de2cb267-ee99-485e-a5c9-968aea35c719,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-03,717918,Fielders Choice Out,fielders_choice_out,True,664040,676477,Brandon Lowe,Garrett Whitlock,1,1,1,c0405938-065b-48dc-99c5-abd1ffff568d,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-03,717918,Groundout,field_out,True,668227,676477,Randy Arozarena,Garrett Whitlock,1,0,0,b35471b8-807d-4515-b5c1-7a02864f221e,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-03,717918,Single,single,False,657077,665001,Alex Verdugo,Trevor Kelley,1,0,0,44352b23-0ca1-48db-a3f3-01c9195ed0e7,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,,,,101.0,103.0,98.0,107.0,93.0,101.0,0.529,,0.46,0.011000000000000001,,0.91,-2.06,-49.23,,89.1,76.6,0.25,,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-03,717918,Strikeout,strikeout,True,646240,665001,Rafael Devers,Trevor Kelley,0,0,0,722725ed-d282-46cc-b6ff-f6df33a8098c,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,,,,101.0,103.0,98.0,107.0,93.0,101.0,0.529,,0.46,0.011000000000000001,,0.91,-2.06,-49.23,,89.1,76.6,0.25,,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,
6,2023-06-03,717918,Flyout,field_out,True,457759,665001,Justin Turner,Trevor Kelley,0,0,0,1ab30c05-17af-4d57-be52-97d824c09e5f,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,,,,101.0,103.0,98.0,107.0,93.0,101.0,0.529,,0.46,0.011000000000000001,,0.91,-2.06,-49.23,,89.1,76.6,0.25,,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,
7,2023-06-03,717918,Groundout,field_out,True,807799,665001,Masataka Yoshida,Trevor Kelley,1,0,0,3808c012-77e1-40dd-ad1f-0bcba63557a7,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,,,,101.0,103.0,98.0,107.0,93.0,101.0,0.529,,0.46,0.011000000000000001,,0.91,-2.06,-49.23,,89.1,76.6,0.25,,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-03,717918,Single,single,False,623912,676477,Harold Ramírez,Garrett Whitlock,0,0,0,437b90a5-b292-4532-ba79-a4f8f4d10e38,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-03,717918,Flyout,field_out,True,666139,676477,Josh Lowe,Garrett Whitlock,1,0,0,fda04fa8-f6cf-4ac7-ab06-c68e34f78852,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,,
