,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,FF_ba,FC_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,SL%,KC%,wSI/C,wSL/C,wKC/C,vSI,vSL,vKC,SI_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SL_ba,FS_ba
0,2023-04-12,718604,Double,double,False,683011,685410,Anthony Volpe,Peyton Battenfield,0,0,0,1efd2730-673a-459c-a128-86a08ffa128c,685410.0,peytonbattenfield,Battenfield,Right,Peyton Battenfield,5.19,6.16,34.2,100.0,88.0,94.0,0.7559999999999999,7.01,3.12,8.83,1.82,1.05,0.168,0.495,0.055999999999999994,0.439,0.39,84.7,72.0,88.0,86.0,72.0,97.0,98.0,73.0,94.0,89.0,109.0,109.0,98.0,0.446,0.408,0.107,0.038,-2.36,2.7,0.03,-4.8,90.8,87.3,79.7,0.323,0.164,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-12,718604,Strikeout,strikeout,True,592450,685410,Aaron Judge,Peyton Battenfield,0,0,0,f1a0a66e-dbe5-4b49-93c9-58894d53baf2,685410.0,peytonbattenfield,Battenfield,Right,Peyton Battenfield,5.19,6.16,34.2,100.0,88.0,94.0,0.7559999999999999,7.01,3.12,8.83,1.82,1.05,0.168,0.495,0.055999999999999994,0.439,0.39,84.7,72.0,88.0,86.0,72.0,97.0,98.0,73.0,94.0,89.0,109.0,109.0,98.0,0.446,0.408,0.107,0.038,-2.36,2.7,0.03,-4.8,90.8,87.3,79.7,0.323,0.164,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-12,718604,Groundout,field_out,True,519203,685410,Anthony Rizzo,Peyton Battenfield,1,1,1,1bdefe70-5123-46db-bb76-cd6090353e2d,685410.0,peytonbattenfield,Battenfield,Right,Peyton Battenfield,5.19,6.16,34.2,100.0,88.0,94.0,0.7559999999999999,7.01,3.12,8.83,1.82,1.05,0.168,0.495,0.055999999999999994,0.439,0.39,84.7,72.0,88.0,86.0,72.0,97.0,98.0,73.0,94.0,89.0,109.0,109.0,98.0,0.446,0.408,0.107,0.038,-2.36,2.7,0.03,-4.8,90.8,87.3,79.7,0.323,0.164,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-12,718604,Groundout,field_out,True,519317,685410,Giancarlo Stanton,Peyton Battenfield,1,0,0,c671cf59-576b-445f-8590-b84013f93afb,685410.0,peytonbattenfield,Battenfield,Right,Peyton Battenfield,5.19,6.16,34.2,100.0,88.0,94.0,0.7559999999999999,7.01,3.12,8.83,1.82,1.05,0.168,0.495,0.055999999999999994,0.439,0.39,84.7,72.0,88.0,86.0,72.0,97.0,98.0,73.0,94.0,89.0,109.0,109.0,98.0,0.446,0.408,0.107,0.038,-2.36,2.7,0.03,-4.8,90.8,87.3,79.7,0.323,0.164,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-12,718604,Single,single,False,680757,657376,Steven Kwan,Clarke Schmidt,1,0,0,3d1049ed-d243-4a19-86ae-6689a296fe6e,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,96.0,106.0,105.0,,0.27899999999999997,,0.015,,0.27,,-7.35,,91.3,,,0.28,0.5,0.198,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,0.24100000000000002,0.27399999999999997,0.191,-0.2,-0.59,-0.46,93.4,86.0,83.7,0.288,0.276,,,,,,,,
5,2023-04-12,718604,Lineout,field_out,True,642708,657376,Amed Rosario,Clarke Schmidt,1,0,0,0c5e90ed-1fb9-4472-9c9a-e4fdad352984,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,96.0,106.0,105.0,,0.27899999999999997,,0.015,,0.27,,-7.35,,91.3,,,0.28,0.5,0.198,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,0.24100000000000002,0.27399999999999997,0.191,-0.2,-0.59,-0.46,93.4,86.0,83.7,0.288,0.276,,,,,,,,
6,2023-04-12,718604,Double,double,False,608070,657376,José Ramírez,Clarke Schmidt,0,0,1,cb9d4db2-921f-4f89-97c1-eac0a466be49,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,96.0,106.0,105.0,,0.27899999999999997,,0.015,,0.27,,-7.35,,91.3,,,0.28,0.5,0.198,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,0.24100000000000002,0.27399999999999997,0.191,-0.2,-0.59,-0.46,93.4,86.0,83.7,0.288,0.276,,,,,,,,
7,2023-04-12,718604,Single,single,False,647304,657376,Josh Naylor,Clarke Schmidt,1,0,1,de618346-2591-433e-8cec-15081c2fc76b,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,96.0,106.0,105.0,,0.27899999999999997,,0.015,,0.27,,-7.35,,91.3,,,0.28,0.5,0.198,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,0.24100000000000002,0.27399999999999997,0.191,-0.2,-0.59,-0.46,93.4,86.0,83.7,0.288,0.276,,,,,,,,
8,2023-04-12,718604,Strikeout,strikeout,True,665926,657376,Andrés Giménez,Clarke Schmidt,0,0,0,e3f9a26b-8ab5-46e2-8d73-9b6fcb800884,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,96.0,106.0,105.0,,0.27899999999999997,,0.015,,0.27,,-7.35,,91.3,,,0.28,0.5,0.198,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,0.24100000000000002,0.27399999999999997,0.191,-0.2,-0.59,-0.46,93.4,86.0,83.7,0.288,0.276,,,,,,,,
9,2023-04-12,718604,Single,single,False,605137,657376,Josh Bell,Clarke Schmidt,0,0,1,a674f5b2-ada0-4522-accf-9f50dc658321,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,96.0,106.0,105.0,,0.27899999999999997,,0.015,,0.27,,-7.35,,91.3,,,0.28,0.5,0.198,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,0.24100000000000002,0.27399999999999997,0.191,-0.2,-0.59,-0.46,93.4,86.0,83.7,0.288,0.276,,,,,,,,
