,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,CH_ba,SL_ba,FC_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-12,717019,Strikeout,strikeout,True,663457,666142,Lars Nootbaar,Cole Ragans,0,0,0,fa166cb2-7a27-4fa4-9cfb-f7a1a9a6ce64,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-12,717019,Single,single,False,502671,666142,Paul Goldschmidt,Cole Ragans,1,0,0,978d1d39-a3ef-46fe-a443-30bf46bc5aba,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-12,717019,Grounded Into DP,grounded_into_double_play,True,571448,666142,Nolan Arenado,Cole Ragans,1,0,1,416bb84e-4939-40f5-a566-18dba7422982,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-12,717019,Lineout,field_out,True,676369,571927,Nelson Velázquez,Steven Matz,0,0,0,409933f6-91ab-4ec4-894d-65c65e1c6618,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,62.0,82.0,90.0,,,,,,0.018000000000000002,,0.27399999999999997,,,-1.27,,-0.09,,,88.9,,,0.291,0.5,,0.259,108.0,96.0,100.0,87.0,101.0,96.0,0.561,0.14800000000000002,0.41,-0.6,94.1,78.5,0.24,,,,,,,,,,,
4,2023-08-12,717019,Flyout,field_out,True,677951,571927,Bobby Witt Jr.,Steven Matz,0,0,0,7b986dff-46e7-4886-a18a-ad3dd22877fc,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,62.0,82.0,90.0,,,,,,0.018000000000000002,,0.27399999999999997,,,-1.27,,-0.09,,,88.9,,,0.291,0.5,,0.259,108.0,96.0,100.0,87.0,101.0,96.0,0.561,0.14800000000000002,0.41,-0.6,94.1,78.5,0.24,,,,,,,,,,,
5,2023-08-12,717019,Flyout,field_out,True,686681,571927,Michael Massey,Steven Matz,0,0,0,05f60dd1-ed7d-4b22-ae13-2af20e645c3e,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,62.0,82.0,90.0,,,,,,0.018000000000000002,,0.27399999999999997,,,-1.27,,-0.09,,,88.9,,,0.291,0.5,,0.259,108.0,96.0,100.0,87.0,101.0,96.0,0.561,0.14800000000000002,0.41,-0.6,94.1,78.5,0.24,,,,,,,,,,,
6,2023-08-12,717019,Strikeout,strikeout,True,575929,666142,Willson Contreras,Cole Ragans,0,0,0,34816e58-2b09-42ea-8629-8003e4079c5b,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-12,717019,Single,single,False,669357,666142,Nolan Gorman,Cole Ragans,0,0,0,f67aee88-fadb-485f-857b-82cae8137336,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-12,717019,Forceout,force_out,True,641933,666142,Tyler O'Neill,Cole Ragans,1,0,1,96ddcbce-8bed-40c9-adb7-09103d72c8a7,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-12,717019,Home Run,home_run,False,669242,666142,Tommy Edman,Cole Ragans,0,0,1,7513606f-cfa3-4351-b123-36fafeadc71a,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
