,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,CH_ba,FC_ba,CU_ba,SL_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI%,wSI/C,vSI,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba
0,2023-08-29,716790,Groundout,field_out,True,676116,596133,Ryan Noda,Luke Weaver,0,0,0,bdd5c412-7c9c-4e78-a356-ca3d64303f7a,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,
1,2023-08-29,716790,Flyout,field_out,True,680869,596133,Zack Gelof,Luke Weaver,0,0,0,36562f13-2d00-40f2-8d5c-8ac18bfca4cd,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,
2,2023-08-29,716790,Home Run,home_run,False,664913,596133,Seth Brown,Luke Weaver,1,0,0,3e58de0d-91a3-4911-83ea-159a0536c591,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,
3,2023-08-29,716790,Double,double,False,667670,596133,Brent Rooker,Luke Weaver,1,0,0,ada8c775-e4bf-4630-a12f-959e93bded4c,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,
4,2023-08-29,716790,Groundout,field_out,True,643393,596133,Tony Kemp,Luke Weaver,0,0,0,4b167ff6-3e5b-4bd2-bef9-9d42ba017c2b,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,
5,2023-08-29,716790,Flyout,field_out,True,641487,686610,J.P. Crawford,Ken Waldichuk,1,0,0,fa2e8206-34c9-4e8d-94cf-57ac8a127d63,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,89.0,95.0,92.0,96.0,99.0,100.0,,,,0.5429999999999999,,0.271,,0.166,-0.52,,-0.79,,-1.4,93.3,,81.1,,0.275,0.34,,0.333,,0.218,93.0,77.0,85.0,0.02,-3.62,74.5,,,,,,,,,,,
6,2023-08-29,716790,Flyout,field_out,True,553993,686610,Eugenio Suárez,Ken Waldichuk,0,0,0,b94624d2-a0e4-4dc8-b73d-c99473627ef8,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,89.0,95.0,92.0,96.0,99.0,100.0,,,,0.5429999999999999,,0.271,,0.166,-0.52,,-0.79,,-1.4,93.3,,81.1,,0.275,0.34,,0.333,,0.218,93.0,77.0,85.0,0.02,-3.62,74.5,,,,,,,,,,,
7,2023-08-29,716790,Strikeout,strikeout,True,606192,686610,Teoscar Hernández,Ken Waldichuk,0,0,0,e2855676-899c-4b20-bf2e-86d4d3027c95,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,89.0,95.0,92.0,96.0,99.0,100.0,,,,0.5429999999999999,,0.271,,0.166,-0.52,,-0.79,,-1.4,93.3,,81.1,,0.275,0.34,,0.333,,0.218,93.0,77.0,85.0,0.02,-3.62,74.5,,,,,,,,,,,
8,2023-08-29,716790,Single,single,False,672478,596133,Jordan Diaz,Luke Weaver,1,0,0,06b091f6-62b8-4a20-a272-65b362cd322f,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,
9,2023-08-29,716790,Flyout,field_out,True,671732,596133,Lawrence Butler,Luke Weaver,0,0,0,5b18c70e-cd23-4da4-9442-18856254c470,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,
