,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,CU_ba,SI_ba,FF_ba,SL_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba
10,2023-09-04,716722,Strikeout,strikeout,True,594807,650644,Adam Duvall,Aaron Civale,0,0,0,ec683a62-4b57-4525-9d0a-9696c2f8326f,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
11,2023-09-04,716722,Strikeout,strikeout,True,807799,650644,Masataka Yoshida,Aaron Civale,0,0,0,7be7faae-c7cc-4e82-82cc-deb0a0e6d07a,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
12,2023-09-04,716722,Groundout,field_out,True,678545,678394,Osleivis Basabe,Brayan Bello,1,0,0,d5c8038e-2718-43fa-a47e-6937f6b131d9,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
13,2023-09-04,716722,Strikeout,strikeout,True,660644,678394,Vidal Bruján,Brayan Bello,0,0,0,e81f30e2-1e57-451c-b591-51b84e014864,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
14,2023-09-04,716722,Strikeout,strikeout,True,542194,678394,Christian Bethancourt,Brayan Bello,0,0,0,6e505a12-25de-4289-9540-7a9b5386cbc8,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
15,2023-09-04,716722,Strikeout,strikeout,True,596115,650644,Trevor Story,Aaron Civale,0,0,0,a56cb666-492a-4c67-a326-b42163019474,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
16,2023-09-04,716722,Strikeout,strikeout,True,624512,650644,Reese McGuire,Aaron Civale,0,0,0,a7555426-d240-4cf0-938c-be7f86830d59,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
17,2023-09-04,716722,Pop Out,field_out,True,649966,650644,Luis Urías,Aaron Civale,0,0,0,eac18099-ed96-4ace-a34c-7762a28e3b3f,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
18,2023-09-04,716722,Groundout,field_out,True,666139,678394,Josh Lowe,Brayan Bello,0,0,0,ee28030e-7190-40bc-8414-79c505f5d55d,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
19,2023-09-04,716722,Groundout,field_out,True,670042,678394,Luke Raley,Brayan Bello,1,1,0,0b529f17-6088-4ee2-a579-61ef8aa12c66,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
20,2023-09-04,716722,Groundout,field_out,True,668227,678394,Randy Arozarena,Brayan Bello,0,0,0,1ce9ffaa-d379-4989-beb7-195cd4611a3d,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
21,2023-09-04,716722,Flyout,field_out,True,677800,650644,Wilyer Abreu,Aaron Civale,1,1,0,e0f98881-ac1a-48f7-a41a-2d3036d05ad1,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
22,2023-09-04,716722,Walk,walk,False,646240,650644,Rafael Devers,Aaron Civale,0,0,0,2cc771b0-309d-4194-87dc-7f74cb956631,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
23,2023-09-04,716722,Walk,walk,False,457759,650644,Justin Turner,Aaron Civale,1,0,1,af64f780-e632-45ce-ad8f-45fd02c19959,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
24,2023-09-04,716722,Strikeout,strikeout,True,671213,650644,Triston Casas,Aaron Civale,0,0,0,30fd335d-036f-4415-a477-3e798a57db0c,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
25,2023-09-04,716722,Single,single,False,594807,650644,Adam Duvall,Aaron Civale,0,0,1,2b21b8b7-96fa-4c98-9fa7-aee97e1d771f,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
26,2023-09-04,716722,Strikeout,strikeout,True,807799,650644,Masataka Yoshida,Aaron Civale,0,0,0,36abd37f-0dbf-4618-a6ae-999383e56eab,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
27,2023-09-04,716722,Groundout,field_out,True,664040,678394,Brandon Lowe,Brayan Bello,0,0,0,f1dcf25f-e268-4312-8d06-2f3ac4f19c6c,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
28,2023-09-04,716722,Strikeout,strikeout,True,623912,678394,Harold Ramírez,Brayan Bello,0,0,0,0a03a58d-5305-4c66-bcb2-e54e69ddf0fa,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
29,2023-09-04,716722,Groundout,field_out,True,666018,678394,Jonathan Aranda,Brayan Bello,0,0,0,edc5417e-cd70-40f9-9a32-aeab81a4b7a0,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
30,2023-09-04,716722,Strikeout,strikeout,True,596115,650644,Trevor Story,Aaron Civale,0,0,0,b70bab92-bc38-4fcb-b36e-bb566532d2d1,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
31,2023-09-04,716722,Strikeout,strikeout,True,624512,650644,Reese McGuire,Aaron Civale,0,0,0,35db3e12-5245-4c8a-b0d0-9d410c9ad886,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
32,2023-09-04,716722,Strikeout,strikeout,True,649966,650644,Luis Urías,Aaron Civale,0,0,0,1e5f6262-fa7e-476f-969b-b28906dd7505,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,,,,,,,
33,2023-09-04,716722,Groundout,field_out,True,678545,678394,Osleivis Basabe,Brayan Bello,1,0,0,eb5c672e-e894-4623-b662-984caa794bf4,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
34,2023-09-04,716722,Single,single,False,660644,678394,Vidal Bruján,Brayan Bello,0,0,0,c60c5920-d500-4257-92ab-d6e94c07ea54,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,0.175,,-1.91,-6.73,,0.52,-1.86,,95.5,89.1,,95.0,85.3,,0.462,,0.278,0.31,0.3,,86.2,80.0,103.0,99.0,0.239,1.38,0.196,,,,,,,
