,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SL_ba,FF_ba,CU_ba,SI_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba
0,2023-03-28,718923,Strikeout,strikeout,True,608336,670912,Joey Gallo,Johan Oviedo,0,0,0,ea63c3ea-22d0-4de0-9aaf-392f73fda08b,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,
1,2023-03-28,718923,Groundout,field_out,True,621043,670912,Carlos Correa,Johan Oviedo,0,0,0,9fb4d8e8-89ed-4184-ab73-479f7b9b7d9c,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,
2,2023-03-28,718923,Flyout,field_out,True,596146,670912,Max Kepler,Johan Oviedo,1,1,0,1ed6b444-c409-46ac-8be1-6fd21c77b4e0,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,
3,2023-03-28,718923,Strikeout,strikeout,True,665833,641816,Oneil Cruz,Tyler Mahle,0,0,0,2d0734e8-fa3c-48b3-966b-5dd9a41aa67f,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,,0.518,0.264,,,1.08,,-0.02,,,92.6,,83.8,,0.219,0.25,,,,44.0,122.0,104.0,100.0,116.0,112.0,0.021,0.19699999999999998,12.66,-1.89,84.7,84.9,0.211
4,2023-03-28,718923,Groundout,field_out,True,668804,641816,Bryan Reynolds,Tyler Mahle,0,0,0,88dd308b-cd3f-4fb5-85a3-b9acacc3cfcd,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,,0.518,0.264,,,1.08,,-0.02,,,92.6,,83.8,,0.219,0.25,,,,44.0,122.0,104.0,100.0,116.0,112.0,0.021,0.19699999999999998,12.66,-1.89,84.7,84.9,0.211
5,2023-03-28,718923,Lineout,field_out,True,457705,641816,Andrew McCutchen,Tyler Mahle,0,0,0,239d0874-fa3b-40ab-8055-48cbbb5be91d,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,,0.518,0.264,,,1.08,,-0.02,,,92.6,,83.8,,0.219,0.25,,,,44.0,122.0,104.0,100.0,116.0,112.0,0.021,0.19699999999999998,12.66,-1.89,84.7,84.9,0.211
6,2023-03-28,718923,Strikeout,strikeout,True,663616,670912,Trevor Larnach,Johan Oviedo,0,0,0,24517f0f-ea98-4519-93d7-0e3513572d84,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,
7,2023-03-28,718923,Single,single,False,571657,670912,Kyle Farmer,Johan Oviedo,0,0,0,c6bb5bfb-dfb8-4dd5-98ef-f960449ebf36,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,
8,2023-03-28,718923,Lineout,field_out,True,624503,670912,Nick Gordon,Johan Oviedo,0,0,0,8241509d-1ed4-4559-94b3-e7efbc800d23,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,
9,2023-03-28,718923,Groundout,field_out,True,456781,670912,Donovan Solano,Johan Oviedo,1,0,0,8c066f3e-8ca2-4c19-9363-c138c632f711,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,
10,2023-03-28,718923,Pop Out,field_out,True,467793,641816,Carlos Santana,Tyler Mahle,1,0,0,f3c86294-4b83-4582-ab17-1527363036f4,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,,0.518,0.264,,,1.08,,-0.02,,,92.6,,83.8,,0.219,0.25,,,,44.0,122.0,104.0,100.0,116.0,112.0,0.021,0.19699999999999998,12.66,-1.89,84.7,84.9,0.211
11,2023-03-28,718923,Groundout,field_out,True,669261,641816,Jack Suwinski,Tyler Mahle,1,0,0,32340c28-e718-488f-b41d-8d585fc24788,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,,0.518,0.264,,,1.08,,-0.02,,,92.6,,83.8,,0.219,0.25,,,,44.0,122.0,104.0,100.0,116.0,112.0,0.021,0.19699999999999998,12.66,-1.89,84.7,84.9,0.211
12,2023-03-28,718923,Flyout,field_out,True,663647,641816,Ke'Bryan Hayes,Tyler Mahle,0,0,0,120cef08-5c23-453a-a003-951675a617b7,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,,0.518,0.264,,,1.08,,-0.02,,,92.6,,83.8,,0.219,0.25,,,,44.0,122.0,104.0,100.0,116.0,112.0,0.021,0.19699999999999998,12.66,-1.89,84.7,84.9,0.211
13,2023-03-28,718923,Groundout,field_out,True,680777,670912,Ryan Jeffers,Johan Oviedo,1,0,0,93d1a9ca-8dcb-45ad-aa3a-97a9d2ae3c0d,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,
