,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,FF_ba,FS_ba,SI_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-10,717048,Double,double,False,663457,641793,Lars Nootbaar,Zack Littell,0,0,0,fb3eb46a-804d-415e-be1b-829b047d39ec,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,
1,2023-08-10,717048,Strikeout,strikeout,True,502671,641793,Paul Goldschmidt,Zack Littell,0,0,0,3e78dfba-cf13-4097-bf5c-f9e84c4516e2,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,
2,2023-08-10,717048,Flyout,field_out,True,669357,641793,Nolan Gorman,Zack Littell,0,0,0,777257e9-cf74-4403-bdd9-dd2a510a05f9,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,
3,2023-08-10,717048,Lineout,field_out,True,571448,641793,Nolan Arenado,Zack Littell,1,0,0,bb805d24-4c7c-43b2-9b62-2a3def46dc64,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,
4,2023-08-10,717048,Strikeout,strikeout,True,650490,669461,Yandy Díaz,Matthew Liberatore,0,0,0,81eeae4a-8b7b-4745-895d-d436ce3e8194,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,5.25,6.0,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.37200000000000005,0.426,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,,,,0.185,0.382,,0.127,-0.74,,1.76,-2.12,94.2,,94.3,86.6,0.333,0.308,,0.208,,87.3,72.0,100.0,96.0,101.0,87.0,97.0,0.22399999999999998,0.081,-1.62,-0.64,76.6,0.222,0.278,,,,,,,
5,2023-08-10,717048,Groundout,field_out,True,677551,669461,Wander Franco,Matthew Liberatore,1,0,0,55e4feab-22cb-4d08-a97c-887d82876007,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,5.25,6.0,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.37200000000000005,0.426,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,,,,0.185,0.382,,0.127,-0.74,,1.76,-2.12,94.2,,94.3,86.6,0.333,0.308,,0.208,,87.3,72.0,100.0,96.0,101.0,87.0,97.0,0.22399999999999998,0.081,-1.62,-0.64,76.6,0.222,0.278,,,,,,,
6,2023-08-10,717048,Single,single,False,668227,669461,Randy Arozarena,Matthew Liberatore,0,0,0,4b241e93-d264-499c-bf2a-ecd04f74df07,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,5.25,6.0,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.37200000000000005,0.426,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,,,,0.185,0.382,,0.127,-0.74,,1.76,-2.12,94.2,,94.3,86.6,0.333,0.308,,0.208,,87.3,72.0,100.0,96.0,101.0,87.0,97.0,0.22399999999999998,0.081,-1.62,-0.64,76.6,0.222,0.278,,,,,,,
7,2023-08-10,717048,Groundout,field_out,True,623912,669461,Harold Ramírez,Matthew Liberatore,1,1,1,42fedc0d-b653-43ed-9db9-49b0641126e8,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,5.25,6.0,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.37200000000000005,0.426,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,,,,0.185,0.382,,0.127,-0.74,,1.76,-2.12,94.2,,94.3,86.6,0.333,0.308,,0.208,,87.3,72.0,100.0,96.0,101.0,87.0,97.0,0.22399999999999998,0.081,-1.62,-0.64,76.6,0.222,0.278,,,,,,,
8,2023-08-10,717048,Strikeout,strikeout,True,641933,641793,Tyler O'Neill,Zack Littell,0,0,0,ba09511f-2b36-4840-a92e-a219511e94e9,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,
9,2023-08-10,717048,Strikeout,strikeout,True,676475,641793,Alec Burleson,Zack Littell,0,0,0,02c8e9f5-85b9-49b0-a911-7dd9007935c8,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,
