,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,SL_ba,FF_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,SI_ba
0,2023-05-03,718322,Strikeout,strikeout,True,596146,656302,Max Kepler,Dylan Cease,0,0,0,634d3c84-4e95-48af-aef0-0dfa3270f17d,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-03,718322,Pop Out,field_out,True,593871,656302,Jorge Polanco,Dylan Cease,1,0,0,1c19e63d-6798-48dd-9b88-d44c4a407263,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-03,718322,Lineout,field_out,True,621043,656302,Carlos Correa,Dylan Cease,0,0,0,710c8d71-b2a4-4a80-8ef3-ad1cde446c2a,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-03,718322,Walk,walk,False,641313,686973,Tim Anderson,Louie Varland,1,0,0,0ffda77c-572f-4ff9-b074-0973b3cf50ef,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,107.0,107.0,107.0,,,,0.42700000000000005,0.132,,0.113,-0.42,-2.34,,-1.07,95.3,83.9,,,0.267,,0.267,104.0,93.0,94.0,89.0,105.0,102.0,0.009000000000000001,0.319,0.85,6.39,89.3,95.7,0.25,0.22,,,,,,,,,,,,,,
4,2023-05-03,718322,Flyout,field_out,True,643217,686973,Andrew Benintendi,Louie Varland,1,1,0,2c06aec5-4b37-4f4b-bd2e-38aecff1f6ee,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,107.0,107.0,107.0,,,,0.42700000000000005,0.132,,0.113,-0.42,-2.34,,-1.07,95.3,83.9,,,0.267,,0.267,104.0,93.0,94.0,89.0,105.0,102.0,0.009000000000000001,0.319,0.85,6.39,89.3,95.7,0.25,0.22,,,,,,,,,,,,,,
5,2023-05-03,718322,Strikeout,strikeout,True,683734,686973,Andrew Vaughn,Louie Varland,0,0,0,85df6f09-2ef3-4391-b57b-99a8da93b1b1,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,107.0,107.0,107.0,,,,0.42700000000000005,0.132,,0.113,-0.42,-2.34,,-1.07,95.3,83.9,,,0.267,,0.267,104.0,93.0,94.0,89.0,105.0,102.0,0.009000000000000001,0.319,0.85,6.39,89.3,95.7,0.25,0.22,,,,,,,,,,,,,,
6,2023-05-03,718322,Single,single,False,650391,686973,Eloy Jiménez,Louie Varland,0,0,1,59d38fb4-960e-47c3-a8b2-664f456251ad,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,107.0,107.0,107.0,,,,0.42700000000000005,0.132,,0.113,-0.42,-2.34,,-1.07,95.3,83.9,,,0.267,,0.267,104.0,93.0,94.0,89.0,105.0,102.0,0.009000000000000001,0.319,0.85,6.39,89.3,95.7,0.25,0.22,,,,,,,,,,,,,,
7,2023-05-03,718322,Home Run,home_run,False,673357,686973,Luis Robert Jr.,Louie Varland,1,0,1,00d98db8-8bdc-47a7-a2e6-f6c4b6d84207,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,107.0,107.0,107.0,,,,0.42700000000000005,0.132,,0.113,-0.42,-2.34,,-1.07,95.3,83.9,,,0.267,,0.267,104.0,93.0,94.0,89.0,105.0,102.0,0.009000000000000001,0.319,0.85,6.39,89.3,95.7,0.25,0.22,,,,,,,,,,,,,,
8,2023-05-03,718322,Strikeout,strikeout,True,657757,686973,Gavin Sheets,Louie Varland,0,0,0,0454ec6e-3869-4d92-b961-749e644eeba2,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,107.0,107.0,107.0,,,,0.42700000000000005,0.132,,0.113,-0.42,-2.34,,-1.07,95.3,83.9,,,0.267,,0.267,104.0,93.0,94.0,89.0,105.0,102.0,0.009000000000000001,0.319,0.85,6.39,89.3,95.7,0.25,0.22,,,,,,,,,,,,,,
9,2023-05-03,718322,Walk,walk,False,621439,656302,Byron Buxton,Dylan Cease,0,0,0,eae85c4a-ff01-49d2-9fd6-f67836e1bf65,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
