,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vSI,vSL,SI_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,KC%,wFA/C,wCU/C,wKC/C,vFA,vCU,vKC,FF_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-25,716861,Double,double,False,669242,650911,Tommy Edman,Cristopher Sánchez,0,0,0,f9fe58e4-e6c2-448c-8dd2-5943909dbe3f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-25,716861,Groundout,field_out,True,641933,650911,Tyler O'Neill,Cristopher Sánchez,0,0,0,702b0114-b354-47c7-a6f6-38ab9d35c79d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-25,716861,Home Run,home_run,False,502671,650911,Paul Goldschmidt,Cristopher Sánchez,0,0,1,d1e6a6c7-324c-4934-9fd3-7e10395539a7,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-25,716861,Groundout,field_out,True,571448,650911,Nolan Arenado,Cristopher Sánchez,1,0,0,455ee9ef-f56d-4324-b8e5-bfa0d2d40a69,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-25,716861,Single,single,False,575929,650911,Willson Contreras,Cristopher Sánchez,1,0,0,bc237c4a-b29f-4364-9864-66de98d9558d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-25,716861,Forceout,force_out,True,668800,650911,Andrew Knizner,Cristopher Sánchez,0,0,1,701f7d97-ce39-4a81-a152-03509fa849c1,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-08-25,716861,Groundout,field_out,True,656941,571945,Kyle Schwarber,Miles Mikolas,0,0,0,058ce46a-ee62-47a8-85d6-ac4e21fb0321,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.054000000000000006,-1.61,0.62,2.68,92.7,86.4,0.34,0.182,0.245,95.0,105.0,102.0,74.0,112.0,99.0,0.26,0.198,0.002,-0.19,-0.92,-0.89,93.3,75.9,68.1,0.29,0.261,,,,,,,,,,,,,,
7,2023-08-25,716861,Double,double,False,607208,571945,Trea Turner,Miles Mikolas,1,1,0,277dd74d-27f1-4d85-9bde-490436237fd5,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.054000000000000006,-1.61,0.62,2.68,92.7,86.4,0.34,0.182,0.245,95.0,105.0,102.0,74.0,112.0,99.0,0.26,0.198,0.002,-0.19,-0.92,-0.89,93.3,75.9,68.1,0.29,0.261,,,,,,,,,,,,,,
8,2023-08-25,716861,Strikeout,strikeout,True,547180,571945,Bryce Harper,Miles Mikolas,0,0,0,dfa7d796-6a0e-4beb-bd82-3e46f94fa9dd,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.054000000000000006,-1.61,0.62,2.68,92.7,86.4,0.34,0.182,0.245,95.0,105.0,102.0,74.0,112.0,99.0,0.26,0.198,0.002,-0.19,-0.92,-0.89,93.3,75.9,68.1,0.29,0.261,,,,,,,,,,,,,,
9,2023-08-25,716861,Strikeout,strikeout,True,592206,571945,Nick Castellanos,Miles Mikolas,0,0,0,7ddb633b-a0c7-435e-a880-8e56e2201be4,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.054000000000000006,-1.61,0.62,2.68,92.7,86.4,0.34,0.182,0.245,95.0,105.0,102.0,74.0,112.0,99.0,0.26,0.198,0.002,-0.19,-0.92,-0.89,93.3,75.9,68.1,0.29,0.261,,,,,,,,,,,,,,
10,2023-08-25,716861,Strikeout,strikeout,True,691023,650911,Jordan Walker,Cristopher Sánchez,0,0,0,c2c115bf-cfe8-4129-b754-44c192b02375,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-08-25,716861,Single,single,False,600301,650911,Taylor Motter,Cristopher Sánchez,1,0,0,ae2fae08-5e55-4dcb-be43-8378046b86f9,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-08-25,716861,Flyout,field_out,True,691026,650911,Masyn Winn,Cristopher Sánchez,1,1,0,5eb6e9d2-6fd7-436e-a0f2-c50378b55d09,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-08-25,716861,Forceout,force_out,True,669242,650911,Tommy Edman,Cristopher Sánchez,0,0,1,8513a71d-3a00-4843-97aa-cba1f643871c,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2023-08-25,716861,Groundout,field_out,True,681082,571945,Bryson Stott,Miles Mikolas,1,0,0,cba9e3a4-9ed2-4817-a267-22852dcc0da4,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.054000000000000006,-1.61,0.62,2.68,92.7,86.4,0.34,0.182,0.245,95.0,105.0,102.0,74.0,112.0,99.0,0.26,0.198,0.002,-0.19,-0.92,-0.89,93.3,75.9,68.1,0.29,0.261,,,,,,,,,,,,,,
15,2023-08-25,716861,Double,double,False,664761,571945,Alec Bohm,Miles Mikolas,0,0,0,91ce0b21-2d59-4e79-b45a-1191988cecbc,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.054000000000000006,-1.61,0.62,2.68,92.7,86.4,0.34,0.182,0.245,95.0,105.0,102.0,74.0,112.0,99.0,0.26,0.198,0.002,-0.19,-0.92,-0.89,93.3,75.9,68.1,0.29,0.261,,,,,,,,,,,,,,
16,2023-08-25,716861,Single,single,False,669016,571945,Brandon Marsh,Miles Mikolas,0,0,1,2597327b-d789-4b8b-b87c-11ebae229f67,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.054000000000000006,-1.61,0.62,2.68,92.7,86.4,0.34,0.182,0.245,95.0,105.0,102.0,74.0,112.0,99.0,0.26,0.198,0.002,-0.19,-0.92,-0.89,93.3,75.9,68.1,0.29,0.261,,,,,,,,,,,,,,
17,2023-08-25,716861,Groundout,field_out,True,595909,571945,Jake Cave,Miles Mikolas,0,0,1,26b7ee46-90a5-4c9a-8543-4ad221307bc5,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.054000000000000006,-1.61,0.62,2.68,92.7,86.4,0.34,0.182,0.245,95.0,105.0,102.0,74.0,112.0,99.0,0.26,0.198,0.002,-0.19,-0.92,-0.89,93.3,75.9,68.1,0.29,0.261,,,,,,,,,,,,,,
18,2023-08-25,716861,Double,double,False,596117,571945,Garrett Stubbs,Miles Mikolas,1,1,1,4165f680-7c73-4eb6-a0c9-4a2726e2c8eb,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.054000000000000006,-1.61,0.62,2.68,92.7,86.4,0.34,0.182,0.245,95.0,105.0,102.0,74.0,112.0,99.0,0.26,0.198,0.002,-0.19,-0.92,-0.89,93.3,75.9,68.1,0.29,0.261,,,,,,,,,,,,,,
19,2023-08-25,716861,Double,double,False,656941,571945,Kyle Schwarber,Miles Mikolas,1,0,1,eb238c15-bee9-409c-a936-07623da8c1e2,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.054000000000000006,-1.61,0.62,2.68,92.7,86.4,0.34,0.182,0.245,95.0,105.0,102.0,74.0,112.0,99.0,0.26,0.198,0.002,-0.19,-0.92,-0.89,93.3,75.9,68.1,0.29,0.261,,,,,,,,,,,,,,
