,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,FC_ba,ST_ba,CH_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,SI_ba
0,2023-05-26,718013,Double,double,False,543807,686973,George Springer,Louie Varland,1,0,0,98dba864-b3f8-441e-8b0d-03bd9fdf329f,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
1,2023-05-26,718013,Flyout,field_out,True,666182,686973,Bo Bichette,Louie Varland,0,0,1,e6c1a81d-d761-42c1-90ed-c705d2c991e7,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
2,2023-05-26,718013,Double Play,double_play,True,665489,686973,Vladimir Guerrero Jr.,Louie Varland,0,0,1,4745c199-fb52-44ac-a056-a19830d4b762,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
3,2023-05-26,718013,Single,single,False,456781,592332,Donovan Solano,Kevin Gausman,0,0,0,428ffb18-13a4-4337-b730-da209afb77dd,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,1.13,,,-0.97,,94.7,,,83.6,0.243,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.348,,,,,,,,
4,2023-05-26,718013,Walk,walk,False,621043,592332,Carlos Correa,Kevin Gausman,1,0,1,495b22aa-9de6-4b41-8c5f-6fcba401b5ec,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,1.13,,,-0.97,,94.7,,,83.6,0.243,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.348,,,,,,,,
5,2023-05-26,718013,Flyout,field_out,True,621439,592332,Byron Buxton,Kevin Gausman,1,0,0,65b3dd3d-dad6-4fc0-bbe1-6342a7dab80a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,1.13,,,-0.97,,94.7,,,83.6,0.243,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.348,,,,,,,,
6,2023-05-26,718013,Strikeout,strikeout,True,666135,592332,Alex Kirilloff,Kevin Gausman,0,0,0,973d9821-ea34-43aa-9640-b36266d60705,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,1.13,,,-0.97,,94.7,,,83.6,0.243,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.348,,,,,,,,
7,2023-05-26,718013,Strikeout,strikeout,True,571657,592332,Kyle Farmer,Kevin Gausman,0,0,0,2166d8e9-0ba5-495c-bd1f-bca2badcd5a2,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,1.13,,,-0.97,,94.7,,,83.6,0.243,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.348,,,,,,,,
8,2023-05-26,718013,Groundout,field_out,True,656305,686973,Matt Chapman,Louie Varland,1,0,0,a8c9a376-5483-49c6-a411-15c5dd926617,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
9,2023-05-26,718013,Flyout,field_out,True,474832,686973,Brandon Belt,Louie Varland,1,0,0,c5b40241-e4cc-4e0b-8e4c-3040c149a6d1,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
