,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,FC_ba,CH_ba,ST_ba,CU_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-07-22,717303,Flyout,field_out,True,606466,682227,Ketel Marte,Brandon Williamson,0,0,0,6a9b20d1-d85f-4cb9-906c-d769ba2a2d4d,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,106.0,102.0,98.0,0.37200000000000005,0.298,0.102,0.064,0.165,-0.15,1.71,-1.33,-1.75,-0.51,92.8,89.3,81.7,73.1,0.269,0.252,0.183,0.277,0.333,0.0,,,,,,,,,,,,,,
1,2023-07-22,717303,Flyout,field_out,True,682998,682227,Corbin Carroll,Brandon Williamson,1,0,0,116456bf-3c99-406b-bb61-96d288682b21,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,106.0,102.0,98.0,0.37200000000000005,0.298,0.102,0.064,0.165,-0.15,1.71,-1.33,-1.75,-0.51,92.8,89.3,81.7,73.1,0.269,0.252,0.183,0.277,0.333,0.0,,,,,,,,,,,,,,
2,2023-07-22,717303,Strikeout,strikeout,True,666971,682227,Lourdes Gurriel Jr.,Brandon Williamson,0,0,0,7d359abb-c50b-4f4f-84ab-b9d63df1afb3,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,106.0,102.0,98.0,0.37200000000000005,0.298,0.102,0.064,0.165,-0.15,1.71,-1.33,-1.75,-0.51,92.8,89.3,81.7,73.1,0.269,0.252,0.183,0.277,0.333,0.0,,,,,,,,,,,,,,
3,2023-07-22,717303,Single,single,False,668715,694297,Spencer Steer,Brandon Pfaadt,1,0,0,a8071a04-9104-48d6-8e0f-10a0c4d4bb54,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,,,,0.45399999999999996,,0.27,0.055,0.122,-1.63,,1.21,-1.24,-3.66,93.6,,83.8,78.8,0.327,,0.4,0.18,0.294,,97.0,108.0,100.0,0.099,-0.03,93.1,0.313,,,,,,,
4,2023-07-22,717303,Fielders Choice,fielders_choice,False,670770,694297,TJ Friedl,Brandon Pfaadt,1,0,1,b942c365-fee5-428a-ac10-c500e0c3d5e3,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,,,,0.45399999999999996,,0.27,0.055,0.122,-1.63,,1.21,-1.24,-3.66,93.6,,83.8,78.8,0.327,,0.4,0.18,0.294,,97.0,108.0,100.0,0.099,-0.03,93.1,0.313,,,,,,,
5,2023-07-22,717303,Hit By Pitch,hit_by_pitch,False,680574,694297,Matt McLain,Brandon Pfaadt,0,0,1,b6fd165d-0b5c-4e30-8ce3-f28461c098ab,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,,,,0.45399999999999996,,0.27,0.055,0.122,-1.63,,1.21,-1.24,-3.66,93.6,,83.8,78.8,0.327,,0.4,0.18,0.294,,97.0,108.0,100.0,0.099,-0.03,93.1,0.313,,,,,,,
6,2023-07-22,717303,Strikeout,strikeout,True,641584,694297,Jake Fraley,Brandon Pfaadt,0,0,0,c143e400-9268-406f-9a4f-9f846b56efb0,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,,,,0.45399999999999996,,0.27,0.055,0.122,-1.63,,1.21,-1.24,-3.66,93.6,,83.8,78.8,0.327,,0.4,0.18,0.294,,97.0,108.0,100.0,0.099,-0.03,93.1,0.313,,,,,,,
7,2023-07-22,717303,Strikeout,strikeout,True,663697,694297,Jonathan India,Brandon Pfaadt,0,0,0,90bc5899-1f9f-4ef0-92b0-5a9f3596b486,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,,,,0.45399999999999996,,0.27,0.055,0.122,-1.63,,1.21,-1.24,-3.66,93.6,,83.8,78.8,0.327,,0.4,0.18,0.294,,97.0,108.0,100.0,0.099,-0.03,93.1,0.313,,,,,,,
8,2023-07-22,717303,Groundout,field_out,True,458015,694297,Joey Votto,Brandon Pfaadt,0,0,0,d049f2d4-64bf-4f30-a3d2-e908bddb7d22,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,,,,0.45399999999999996,,0.27,0.055,0.122,-1.63,,1.21,-1.24,-3.66,93.6,,83.8,78.8,0.327,,0.4,0.18,0.294,,97.0,108.0,100.0,0.099,-0.03,93.1,0.313,,,,,,,
9,2023-07-22,717303,Strikeout,strikeout,True,572233,682227,Christian Walker,Brandon Williamson,0,0,0,23a0087a-ffd3-4774-91a1-0ae442c3b1e4,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,106.0,102.0,98.0,0.37200000000000005,0.298,0.102,0.064,0.165,-0.15,1.71,-1.33,-1.75,-0.51,92.8,89.3,81.7,73.1,0.269,0.252,0.183,0.277,0.333,0.0,,,,,,,,,,,,,,
