,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vSI,vSL,SI_ba,CH_ba,FC_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,FS%,CU%,wFA/C,wFS/C,wCU/C,vFA,vFS,vCU,FF_ba,CU_ba,FS_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-09-13,716607,Strikeout,strikeout,True,650490,572971,Yandy Díaz,Dallas Keuchel,0,0,0,31fe68e1-eead-49ba-8e27-45f724db2670,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-13,716607,Groundout,field_out,True,668227,572971,Randy Arozarena,Dallas Keuchel,0,0,0,5268f8c0-309a-46d4-8ed9-298ec00dbcd1,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-13,716607,Double,double,False,623912,572971,Harold Ramírez,Dallas Keuchel,0,0,0,1a19bd44-7378-4958-ac1b-b65526733821,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-13,716607,Flyout,field_out,True,670623,572971,Isaac Paredes,Dallas Keuchel,0,0,0,baec43ce-83b1-4d39-9e68-64d712b7a186,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-13,716607,Groundout,field_out,True,666397,671737,Edouard Julien,Taj Bradley,0,0,0,4ad33898-1486-4bbe-ab24-f7523c11b335,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,,,,,,,,106.0,99.0,99.0,0.001,0.248,,,-1.32,0.0,,,88.9,97.8,,,,0.312,,88.0,107.0,111.0,131.0,101.0,109.0,0.449,0.136,0.16699999999999998,-0.8,0.62,0.04,96.1,89.3,79.0,0.277,0.169,0.19,,,,
5,2023-09-13,716607,Strikeout,strikeout,True,593871,671737,Jorge Polanco,Taj Bradley,0,0,0,1ac5783f-704e-413c-8b5f-bf82e7b432f4,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,,,,,,,,106.0,99.0,99.0,0.001,0.248,,,-1.32,0.0,,,88.9,97.8,,,,0.312,,88.0,107.0,111.0,131.0,101.0,109.0,0.449,0.136,0.16699999999999998,-0.8,0.62,0.04,96.1,89.3,79.0,0.277,0.169,0.19,,,,
6,2023-09-13,716607,Walk,walk,False,668904,671737,Royce Lewis,Taj Bradley,0,0,0,0ac13972-6701-475f-86fe-680e1a7888fb,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,,,,,,,,106.0,99.0,99.0,0.001,0.248,,,-1.32,0.0,,,88.9,97.8,,,,0.312,,88.0,107.0,111.0,131.0,101.0,109.0,0.449,0.136,0.16699999999999998,-0.8,0.62,0.04,96.1,89.3,79.0,0.277,0.169,0.19,,,,
7,2023-09-13,716607,Groundout,field_out,True,596146,671737,Max Kepler,Taj Bradley,1,1,0,41f957eb-fe47-46da-bf24-ad047c9785c8,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,,,,,,,,106.0,99.0,99.0,0.001,0.248,,,-1.32,0.0,,,88.9,97.8,,,,0.312,,88.0,107.0,111.0,131.0,101.0,109.0,0.449,0.136,0.16699999999999998,-0.8,0.62,0.04,96.1,89.3,79.0,0.277,0.169,0.19,,,,
8,2023-09-13,716607,Triple,triple,False,678554,572971,Curtis Mead,Dallas Keuchel,1,1,0,b6538eaf-5d66-4ff2-b6ee-ff784bcfd346,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-13,716607,Pop Out,field_out,True,666139,572971,Josh Lowe,Dallas Keuchel,1,0,0,0036e601-5c6a-44df-94bc-20d9f53ede67,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
10,2023-09-13,716607,Fielders Choice,fielders_choice,False,678545,572971,Osleivis Basabe,Dallas Keuchel,0,0,1,634dc203-cf5f-4156-a84e-d7de695c4b2c,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
11,2023-09-13,716607,Single,single,False,542194,572971,Christian Bethancourt,Dallas Keuchel,1,0,1,797fc406-a13d-4a17-9114-be01b23a240a,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
12,2023-09-13,716607,Fielders Choice Out,fielders_choice_out,True,660644,572971,Vidal Bruján,Dallas Keuchel,0,0,1,073e149a-3816-4a4d-a9a1-a815ecd89637,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
13,2023-09-13,716607,Double,double,False,650490,572971,Yandy Díaz,Dallas Keuchel,0,0,1,a60daabf-a77e-4c38-bd96-9229cc67986d,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
