,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SI_ba,FC_ba,ST_ba,CU_ba,CH_ba,SL_ba,FS_ba
0,2023-06-28,717585,Strikeout,strikeout,True,673490,656605,Ha-Seong Kim,Mitch Keller,0,0,0,8a2f5d1e-e2bb-4faf-8c8b-58afbc56509f,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,
1,2023-06-28,717585,Strikeout,strikeout,True,665487,656605,Fernando Tatis Jr.,Mitch Keller,0,0,0,1a53fefc-2716-4e4f-8aa7-4f1eb76627ce,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,
2,2023-06-28,717585,Walk,walk,False,665742,656605,Juan Soto,Mitch Keller,1,0,0,88ede318-ca97-40f7-b515-dfb3f0587006,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,
3,2023-06-28,717585,Single,single,False,592518,656605,Manny Machado,Mitch Keller,1,1,1,7a8ee016-89b8-4b05-a951-795f76f53445,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,
4,2023-06-28,717585,Forceout,force_out,True,593428,656605,Xander Bogaerts,Mitch Keller,1,0,1,66f95c07-51b1-4342-b2f9-75f238684f87,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,
5,2023-06-28,717585,Pop Out,field_out,True,656582,605483,Connor Joe,Blake Snell,0,0,0,0686288a-e32f-45cf-bee7-8732f795742c,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.198,0.184,0.07,,,0.68,2.55,2.65,95.5,,,88.4,81.0,0.255,,,,0.079,0.185,0.123,
6,2023-06-28,717585,Groundout,field_out,True,457705,605483,Andrew McCutchen,Blake Snell,1,0,0,1d2fd41d-6141-4b87-b7d3-21c1983940d9,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.198,0.184,0.07,,,0.68,2.55,2.65,95.5,,,88.4,81.0,0.255,,,,0.079,0.185,0.123,
7,2023-06-28,717585,Single,single,False,680779,605483,Henry Davis,Blake Snell,1,0,0,cf3bacdf-e9f7-473a-b1f8-7182100dfafb,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.198,0.184,0.07,,,0.68,2.55,2.65,95.5,,,88.4,81.0,0.255,,,,0.079,0.185,0.123,
8,2023-06-28,717585,Home Run,home_run,False,467793,605483,Carlos Santana,Blake Snell,0,0,1,46b0290a-0276-4607-86e1-81f214b68258,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.198,0.184,0.07,,,0.68,2.55,2.65,95.5,,,88.4,81.0,0.255,,,,0.079,0.185,0.123,
9,2023-06-28,717585,Strikeout,strikeout,True,666801,605483,Rodolfo Castro,Blake Snell,0,0,0,c1015b3b-0378-4749-9d15-24175ba3eb41,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.198,0.184,0.07,,,0.68,2.55,2.65,95.5,,,88.4,81.0,0.255,,,,0.079,0.185,0.123,
