,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,CH_ba,SL_ba,FF_ba,SI_ba,CU_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-07,718670,Flyout,field_out,True,543807,663776,George Springer,Patrick Sandoval,1,1,0,133657e4-4220-4bef-bb53-860c93cb3be7,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,,,,,,,
1,2023-04-07,718670,Double,double,False,666182,663776,Bo Bichette,Patrick Sandoval,1,0,0,97b94093-0881-463d-95cf-366db3b3c082,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,,,,,,,
2,2023-04-07,718670,Groundout,field_out,True,665489,663776,Vladimir Guerrero Jr.,Patrick Sandoval,1,0,0,a6b13b00-9809-467a-96f0-94426d3fa530,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,,,,,,,
3,2023-04-07,718670,Strikeout,strikeout,True,656305,663776,Matt Chapman,Patrick Sandoval,0,0,0,a579002a-3bd5-4e43-ad17-b693dff27329,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,,,,,,,
4,2023-04-07,718670,Walk,walk,False,621493,605135,Taylor Ward,Chris Bassitt,1,0,0,4bd4cff4-5eb2-4f70-9da3-f081c283da20,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,0.39299999999999996,0.09300000000000001,0.136,0.126,0.065,-3.9,2.11,-0.72,0.67,1.71,92.4,91.9,75.6,70.7,0.189,0.227,0.333,0.22,0.192,0.197,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,-1.13,-3.07,87.8,82.6,0.274,0.375,,,,,,
5,2023-04-07,718670,Home Run,home_run,False,545361,605135,Mike Trout,Chris Bassitt,0,0,1,fff899d0-6228-450a-b0c3-11dbd11fe662,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,0.39299999999999996,0.09300000000000001,0.136,0.126,0.065,-3.9,2.11,-0.72,0.67,1.71,92.4,91.9,75.6,70.7,0.189,0.227,0.333,0.22,0.192,0.197,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,-1.13,-3.07,87.8,82.6,0.274,0.375,,,,,,
6,2023-04-07,718670,Strikeout,strikeout,True,660271,605135,Shohei Ohtani,Chris Bassitt,0,0,0,598ebdf8-4481-4cf2-9cd3-2d823a648321,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,0.39299999999999996,0.09300000000000001,0.136,0.126,0.065,-3.9,2.11,-0.72,0.67,1.71,92.4,91.9,75.6,70.7,0.189,0.227,0.333,0.22,0.192,0.197,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,-1.13,-3.07,87.8,82.6,0.274,0.375,,,,,,
7,2023-04-07,718670,Field Error,field_error,False,592669,605135,Hunter Renfroe,Chris Bassitt,0,0,0,ae2f7ee0-c8c2-4435-8eb6-9a4f273fb32e,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,0.39299999999999996,0.09300000000000001,0.136,0.126,0.065,-3.9,2.11,-0.72,0.67,1.71,92.4,91.9,75.6,70.7,0.189,0.227,0.333,0.22,0.192,0.197,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,-1.13,-3.07,87.8,82.6,0.274,0.375,,,,,,
8,2023-04-07,718670,Lineout,field_out,True,571875,605135,Jake Lamb,Chris Bassitt,1,0,0,791aca46-0919-4286-87b3-c53bbd3cedf9,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,0.39299999999999996,0.09300000000000001,0.136,0.126,0.065,-3.9,2.11,-0.72,0.67,1.71,92.4,91.9,75.6,70.7,0.189,0.227,0.333,0.22,0.192,0.197,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,-1.13,-3.07,87.8,82.6,0.274,0.375,,,,,,
9,2023-04-07,718670,Flyout,field_out,True,592273,605135,Brandon Drury,Chris Bassitt,0,0,0,29d7a8a9-4223-447f-b5d7-399648e9d31b,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,0.39299999999999996,0.09300000000000001,0.136,0.126,0.065,-3.9,2.11,-0.72,0.67,1.71,92.4,91.9,75.6,70.7,0.189,0.227,0.333,0.22,0.192,0.197,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,-1.13,-3.07,87.8,82.6,0.274,0.375,,,,,,
