,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,CH_ba,FC_ba,SI_ba,SL_ba,KC%,wKC/C,vKC,CU_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba
0,2023-04-22,718466,Lineout,field_out,True,677951,542881,Bobby Witt Jr.,Tyler Anderson,1,0,0,d6ea53e4-f1f8-4ddd-ae66-a991892e9084,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
1,2023-04-22,718466,Pop Out,field_out,True,658668,542881,Edward Olivares,Tyler Anderson,1,0,0,69962c0c-3621-4873-b1d1-cc74371f14f5,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
2,2023-04-22,718466,Groundout,field_out,True,686469,542881,Vinnie Pasquantino,Tyler Anderson,0,0,0,c0bb0185-8efc-42a9-aff4-949885a9bf5e,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
3,2023-04-22,718466,Flyout,field_out,True,650859,425844,Luis Rengifo,Zack Greinke,0,0,0,f97400b9-51f4-4ca4-bd68-59b2e1b5ba95,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,,0.2,0.141,0.166,0.25,-0.94,,-0.92,1.12,-2.99,0.06,89.5,85.2,,89.8,79.2,72.5,0.276,0.241,0.32,0.333,0.214,0.0,-3.64,57.9,0.386,,,,,,,,
4,2023-04-22,718466,Lineout,field_out,True,545361,425844,Mike Trout,Zack Greinke,1,0,0,22c06e19-7597-4054-b82c-edbdd6bc0481,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,,0.2,0.141,0.166,0.25,-0.94,,-0.92,1.12,-2.99,0.06,89.5,85.2,,89.8,79.2,72.5,0.276,0.241,0.32,0.333,0.214,0.0,-3.64,57.9,0.386,,,,,,,,
5,2023-04-22,718466,Flyout,field_out,True,660271,425844,Shohei Ohtani,Zack Greinke,1,0,0,f090ad05-9cf5-4cca-9adc-deec2920156c,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,,0.2,0.141,0.166,0.25,-0.94,,-0.92,1.12,-2.99,0.06,89.5,85.2,,89.8,79.2,72.5,0.276,0.241,0.32,0.333,0.214,0.0,-3.64,57.9,0.386,,,,,,,,
6,2023-04-22,718466,Groundout,field_out,True,521692,542881,Salvador Perez,Tyler Anderson,0,0,0,6da01f4b-e76d-40f9-9ec9-7adb57df5a59,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
7,2023-04-22,718466,Lineout,field_out,True,622110,542881,Matt Duffy,Tyler Anderson,1,0,0,575a4057-7e70-491e-b59b-4d3ddf9f0cc3,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
8,2023-04-22,718466,Flyout,field_out,True,669004,542881,MJ Melendez,Tyler Anderson,0,0,0,c4a4a136-a55d-4ef9-ba5f-7b17195d119c,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
9,2023-04-22,718466,Groundout,field_out,True,543685,425844,Anthony Rendon,Zack Greinke,0,0,0,83bbb770-1817-4310-a7ee-a5eed408c4b0,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,,0.2,0.141,0.166,0.25,-0.94,,-0.92,1.12,-2.99,0.06,89.5,85.2,,89.8,79.2,72.5,0.276,0.241,0.32,0.333,0.214,0.0,-3.64,57.9,0.386,,,,,,,,
