,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-26,716838,Pop Out,field_out,True,673490,642547,Ha-Seong Kim,Freddy Peralta,1,0,0,439351c7-5247-4280-8137-59d5dabb30f0,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,
1,2023-08-26,716838,Strikeout,strikeout,True,665487,642547,Fernando Tatis Jr.,Freddy Peralta,0,0,0,b2f0a1a3-f017-4f7f-ba11-78130a126a73,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,
2,2023-08-26,716838,Walk,walk,False,665742,642547,Juan Soto,Freddy Peralta,0,0,0,31b0875f-1e20-4271-95e4-927378004804,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,
3,2023-08-26,716838,Strikeout,strikeout,True,592518,642547,Manny Machado,Freddy Peralta,0,0,0,a7ab44f7-94ae-4295-9608-44d0a5b06a48,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,
4,2023-08-26,716838,Strikeout,strikeout,True,592885,658648,Christian Yelich,Pedro Avila,0,0,0,7dbbb0cd-702f-42f0-9fec-0550f9d65277,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,,,,0.327,0.006999999999999999,0.203,0.256,-0.67,1.31,-0.11,2.16,94.0,80.7,77.4,0.235,,0.207,0.148,91.0,96.0,89.0,0.207,0.13,93.3,0.356,,,,,,,,
5,2023-08-26,716838,Strikeout,strikeout,True,661388,658648,William Contreras,Pedro Avila,0,0,0,32791815-5260-4730-a36f-1021f5b67f8a,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,,,,0.327,0.006999999999999999,0.203,0.256,-0.67,1.31,-0.11,2.16,94.0,80.7,77.4,0.235,,0.207,0.148,91.0,96.0,89.0,0.207,0.13,93.3,0.356,,,,,,,,
6,2023-08-26,716838,Walk,walk,False,467793,658648,Carlos Santana,Pedro Avila,1,0,0,7b0da9f5-beea-45d4-a11d-13bd1a9382be,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,,,,0.327,0.006999999999999999,0.203,0.256,-0.67,1.31,-0.11,2.16,94.0,80.7,77.4,0.235,,0.207,0.148,91.0,96.0,89.0,0.207,0.13,93.3,0.356,,,,,,,,
7,2023-08-26,716838,Groundout,field_out,True,686217,658648,Sal Frelick,Pedro Avila,0,0,0,d83f3b0a-d661-409c-a88e-96090915e215,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,,,,0.327,0.006999999999999999,0.203,0.256,-0.67,1.31,-0.11,2.16,94.0,80.7,77.4,0.235,,0.207,0.148,91.0,96.0,89.0,0.207,0.13,93.3,0.356,,,,,,,,
8,2023-08-26,716838,Home Run,home_run,False,593428,642547,Xander Bogaerts,Freddy Peralta,1,1,0,6c406346-ba61-422a-8943-00cbfdf921c1,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,
9,2023-08-26,716838,Lineout,field_out,True,669134,642547,Luis Campusano,Freddy Peralta,0,0,0,55b07c77-2a92-49a7-9168-52bb880bfdcb,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,
