,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vSI,vSL,FC_ba,SL_ba,SI_ba,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,KC%,wFA/C,wCU/C,wKC/C,vFA,vCU,vKC,CU_ba,FF_ba,CH_ba
0,2023-05-23,718059,Strikeout,strikeout,True,663457,668933,Lars Nootbaar,Graham Ashcraft,0,0,0,316cb4cc-a41b-48a3-9667-f05b15f700ea,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,
1,2023-05-23,718059,Home Run,home_run,False,502671,668933,Paul Goldschmidt,Graham Ashcraft,0,0,0,1774352f-99a0-4c9d-baa2-111c6e4f81e3,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,
2,2023-05-23,718059,Strikeout,strikeout,True,669357,668933,Nolan Gorman,Graham Ashcraft,0,0,0,e93ee3d0-8eb4-4265-bb5e-5b3e74d5c114,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,
3,2023-05-23,718059,Strikeout,strikeout,True,571448,668933,Nolan Arenado,Graham Ashcraft,0,0,0,3067de69-10c1-4dcb-a602-990f1f4b89c3,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,
4,2023-05-23,718059,Flyout,field_out,True,670770,425794,TJ Friedl,Adam Wainwright,0,0,0,27774709-f289-4f0f-bc88-30738d1da3bb,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,87.0,99.0,89.0,83.0,78.0,71.0,107.0,99.0,95.0,0.314,0.226,0.003,0.05,-0.27,-3.36,-13.9,-3.6,82.9,86.9,75.6,0.344,,0.394,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,0.099,0.306,0.002,-1.48,-1.5,6.39,85.7,71.5,65.7,0.291,0.326,0.389
5,2023-05-23,718059,Strikeout,strikeout,True,680574,425794,Matt McLain,Adam Wainwright,0,0,0,8cb93af7-09d3-42b5-aa3b-e2ed6d8f9d0a,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,87.0,99.0,89.0,83.0,78.0,71.0,107.0,99.0,95.0,0.314,0.226,0.003,0.05,-0.27,-3.36,-13.9,-3.6,82.9,86.9,75.6,0.344,,0.394,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,0.099,0.306,0.002,-1.48,-1.5,6.39,85.7,71.5,65.7,0.291,0.326,0.389
6,2023-05-23,718059,Single,single,False,663697,425794,Jonathan India,Adam Wainwright,0,0,0,65fafe0a-2ffc-47ff-9b82-f480b7c495aa,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,87.0,99.0,89.0,83.0,78.0,71.0,107.0,99.0,95.0,0.314,0.226,0.003,0.05,-0.27,-3.36,-13.9,-3.6,82.9,86.9,75.6,0.344,,0.394,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,0.099,0.306,0.002,-1.48,-1.5,6.39,85.7,71.5,65.7,0.291,0.326,0.389
7,2023-05-23,718059,Double,double,False,641584,425794,Jake Fraley,Adam Wainwright,0,0,1,fbb98356-055d-40d9-ac52-3d1c2df18ee8,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,87.0,99.0,89.0,83.0,78.0,71.0,107.0,99.0,95.0,0.314,0.226,0.003,0.05,-0.27,-3.36,-13.9,-3.6,82.9,86.9,75.6,0.344,,0.394,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,0.099,0.306,0.002,-1.48,-1.5,6.39,85.7,71.5,65.7,0.291,0.326,0.389
8,2023-05-23,718059,Lineout,field_out,True,663886,425794,Tyler Stephenson,Adam Wainwright,0,0,0,bb261a5d-3716-4882-b3de-ef6e9b627a35,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,87.0,99.0,89.0,83.0,78.0,71.0,107.0,99.0,95.0,0.314,0.226,0.003,0.05,-0.27,-3.36,-13.9,-3.6,82.9,86.9,75.6,0.344,,0.394,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,0.099,0.306,0.002,-1.48,-1.5,6.39,85.7,71.5,65.7,0.291,0.326,0.389
9,2023-05-23,718059,Groundout,field_out,True,575929,668933,Willson Contreras,Graham Ashcraft,1,1,0,c3281d88-c80e-41e5-ab79-0ce6a166dbab,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,
