,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,ST_ba,SI_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-17,718536,Flyout,field_out,True,663538,666205,Nico Hoerner,Kyle Muller,1,0,0,cc91fd02-4c2b-4037-8b53-966ce642d494,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-17,718536,Groundout,field_out,True,621020,666205,Dansby Swanson,Kyle Muller,1,1,0,45e8751a-40ad-4072-a198-5cced24ef8cc,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-17,718536,Flyout,field_out,True,664023,666205,Ian Happ,Kyle Muller,0,0,0,24048925-0961-4450-be81-ea847adf1648,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-17,718536,Single,single,False,665923,669713,Esteury Ruiz,Hayden Wesneski,0,0,0,9524b446-7672-4953-be69-888f75da0c03,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,,,,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,,0.049,-1.9,1.49,,0.65,94.3,82.0,,0.327,,,0.188,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,,,,,,,
4,2023-04-17,718536,Single,single,False,676116,669713,Ryan Noda,Hayden Wesneski,1,0,1,8d212591-bf54-4358-9af0-6e1167296b39,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,,,,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,,0.049,-1.9,1.49,,0.65,94.3,82.0,,0.327,,,0.188,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,,,,,,,
5,2023-04-17,718536,Forceout,force_out,True,649557,669713,Aledmys Díaz,Hayden Wesneski,0,0,1,7ea0f8a0-c2b6-4d50-88a6-941d06d7ae1e,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,,,,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,,0.049,-1.9,1.49,,0.65,94.3,82.0,,0.327,,,0.188,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,,,,,,,
6,2023-04-17,718536,Flyout,field_out,True,667670,669713,Brent Rooker,Hayden Wesneski,0,0,0,94850d4c-907e-4762-b337-56f3f21167b9,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,,,,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,,0.049,-1.9,1.49,,0.65,94.3,82.0,,0.327,,,0.188,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,,,,,,,
7,2023-04-17,718536,Flyout,field_out,True,643393,669713,Tony Kemp,Hayden Wesneski,0,0,0,33f1f85b-7508-4547-bd98-cb6ef634e21a,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,,,,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,,0.049,-1.9,1.49,,0.65,94.3,82.0,,0.327,,,0.188,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,,,,,,,
8,2023-04-17,718536,Strikeout,strikeout,True,673548,666205,Seiya Suzuki,Kyle Muller,0,0,0,4aa05636-0489-44ce-b6a4-9f1245f626c8,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-17,718536,Flyout,field_out,True,641820,666205,Trey Mancini,Kyle Muller,0,0,0,0da17152-1009-44ad-ac50-b8ebfc8cf51b,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
