,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,CU_ba,SL_ba,SI_ba,FF_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-09-17,716544,Strikeout,strikeout,True,663837,623474,Matt Vierling,Jimmy Herget,0,0,0,3ec2f20d-d8ba-4c26-9724-35d3e41dc623,623474.0,jimmyherget,Herget,Right,Jimmy Herget,4.66,4.39,29.0,97.0,102.0,103.0,0.8079999999999999,8.07,2.48,10.24,2.17,0.58,0.253,0.429,0.154,0.385,0.479,85.7,64.0,85.0,85.0,131.0,101.0,117.0,73.0,93.0,82.0,54.0,95.0,83.0,108.0,96.0,106.0,0.193,0.055,0.31,0.38299999999999995,0.059000000000000004,-1.47,0.08,-0.54,-0.51,-5.07,92.6,91.7,85.2,77.2,0.233,0.343,0.333,0.25,0.333,,,,,,,,
1,2023-09-17,716544,Lineout,field_out,True,628451,623474,Andy Ibáñez,Jimmy Herget,0,0,0,e27fa840-5b3a-4c5d-8cb3-215b5da9942e,623474.0,jimmyherget,Herget,Right,Jimmy Herget,4.66,4.39,29.0,97.0,102.0,103.0,0.8079999999999999,8.07,2.48,10.24,2.17,0.58,0.253,0.429,0.154,0.385,0.479,85.7,64.0,85.0,85.0,131.0,101.0,117.0,73.0,93.0,82.0,54.0,95.0,83.0,108.0,96.0,106.0,0.193,0.055,0.31,0.38299999999999995,0.059000000000000004,-1.47,0.08,-0.54,-0.51,-5.07,92.6,91.7,85.2,77.2,0.233,0.343,0.333,0.25,0.333,,,,,,,,
2,2023-09-17,716544,Strikeout,strikeout,True,679529,623474,Spencer Torkelson,Jimmy Herget,0,0,0,82d84f3c-66a0-498f-b444-6aef893db44e,623474.0,jimmyherget,Herget,Right,Jimmy Herget,4.66,4.39,29.0,97.0,102.0,103.0,0.8079999999999999,8.07,2.48,10.24,2.17,0.58,0.253,0.429,0.154,0.385,0.479,85.7,64.0,85.0,85.0,131.0,101.0,117.0,73.0,93.0,82.0,54.0,95.0,83.0,108.0,96.0,106.0,0.193,0.055,0.31,0.38299999999999995,0.059000000000000004,-1.47,0.08,-0.54,-0.51,-5.07,92.6,91.7,85.2,77.2,0.233,0.343,0.333,0.25,0.333,,,,,,,,
3,2023-09-17,716544,Lineout,field_out,True,694384,622766,Nolan Schanuel,Miguel Díaz,0,0,0,a6d544da-2be9-4d37-810f-5244a897c426,622766.0,migueldiaz,"Díaz, M",Right,Miguel Díaz,0.64,2.75,14.0,100.0,105.0,102.0,0.735,10.29,3.21,5.14,0.0,0.93,0.273,0.242,0.182,0.303,0.409,88.7,117.0,107.0,112.0,,,,96.0,91.0,89.0,101.0,103.0,99.0,102.0,100.0,101.0,0.26899999999999996,0.212,0.26899999999999996,,0.25,4.09,0.01,4.05,,1.3,95.1,94.4,84.5,,,0.0,0.333,0.091,0.235,,,,,,,,
4,2023-09-17,716544,Single,single,False,664058,622766,David Fletcher,Miguel Díaz,0,0,0,b91c9f73-c216-4a3e-99a7-cc21babcda76,622766.0,migueldiaz,"Díaz, M",Right,Miguel Díaz,0.64,2.75,14.0,100.0,105.0,102.0,0.735,10.29,3.21,5.14,0.0,0.93,0.273,0.242,0.182,0.303,0.409,88.7,117.0,107.0,112.0,,,,96.0,91.0,89.0,101.0,103.0,99.0,102.0,100.0,101.0,0.26899999999999996,0.212,0.26899999999999996,,0.25,4.09,0.01,4.05,,1.3,95.1,94.4,84.5,,,0.0,0.333,0.091,0.235,,,,,,,,
5,2023-09-17,716544,Walk,walk,False,592273,622766,Brandon Drury,Miguel Díaz,0,0,1,71c1b881-e688-463c-aaa8-866f280e692c,622766.0,migueldiaz,"Díaz, M",Right,Miguel Díaz,0.64,2.75,14.0,100.0,105.0,102.0,0.735,10.29,3.21,5.14,0.0,0.93,0.273,0.242,0.182,0.303,0.409,88.7,117.0,107.0,112.0,,,,96.0,91.0,89.0,101.0,103.0,99.0,102.0,100.0,101.0,0.26899999999999996,0.212,0.26899999999999996,,0.25,4.09,0.01,4.05,,1.3,95.1,94.4,84.5,,,0.0,0.333,0.091,0.235,,,,,,,,
6,2023-09-17,716544,Groundout,field_out,True,665120,622766,Jared Walsh,Miguel Díaz,0,0,1,f6defbce-d3ab-4906-8ef3-a44534dd7604,622766.0,migueldiaz,"Díaz, M",Right,Miguel Díaz,0.64,2.75,14.0,100.0,105.0,102.0,0.735,10.29,3.21,5.14,0.0,0.93,0.273,0.242,0.182,0.303,0.409,88.7,117.0,107.0,112.0,,,,96.0,91.0,89.0,101.0,103.0,99.0,102.0,100.0,101.0,0.26899999999999996,0.212,0.26899999999999996,,0.25,4.09,0.01,4.05,,1.3,95.1,94.4,84.5,,,0.0,0.333,0.091,0.235,,,,,,,,
7,2023-09-17,716544,Strikeout,strikeout,True,681351,622766,Logan O'Hoppe,Miguel Díaz,0,0,0,07acfe9d-2244-4e92-8bf2-ace23252ca00,622766.0,migueldiaz,"Díaz, M",Right,Miguel Díaz,0.64,2.75,14.0,100.0,105.0,102.0,0.735,10.29,3.21,5.14,0.0,0.93,0.273,0.242,0.182,0.303,0.409,88.7,117.0,107.0,112.0,,,,96.0,91.0,89.0,101.0,103.0,99.0,102.0,100.0,101.0,0.26899999999999996,0.212,0.26899999999999996,,0.25,4.09,0.01,4.05,,1.3,95.1,94.4,84.5,,,0.0,0.333,0.091,0.235,,,,,,,,
8,2023-09-17,716544,Groundout,field_out,True,681481,670046,Kerry Carpenter,Kenny Rosenberg,1,0,0,b009876f-589a-4f39-a85d-e27f7b38099d,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,,,,77.0,92.0,96.0,,0.431,0.013000000000000001,0.066,0.376,1.57,,-11.22,-1.43,-0.67,90.7,,78.7,77.4,0.286,,,0.234,0.258,101.0,93.0,87.0,0.114,-3.11,83.6,0.357,
9,2023-09-17,716544,Home Run,home_run,False,668670,670046,Jake Rogers,Kenny Rosenberg,0,0,0,0d39e2e2-351f-442f-b176-b40fad0be47b,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,,,,77.0,92.0,96.0,,0.431,0.013000000000000001,0.066,0.376,1.57,,-11.22,-1.43,-0.67,90.7,,78.7,77.4,0.286,,,0.234,0.258,101.0,93.0,87.0,0.114,-3.11,83.6,0.357,
10,2023-09-17,716544,Single,single,False,663527,670046,Tyler Nevin,Kenny Rosenberg,0,0,0,06015ba5-d111-452a-90c0-18492dbcd746,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,,,,77.0,92.0,96.0,,0.431,0.013000000000000001,0.066,0.376,1.57,,-11.22,-1.43,-0.67,90.7,,78.7,77.4,0.286,,,0.234,0.258,101.0,93.0,87.0,0.114,-3.11,83.6,0.357,
11,2023-09-17,716544,Lineout,field_out,True,595879,670046,Javier Báez,Kenny Rosenberg,0,0,0,2b54dc59-a711-48be-a50e-0b49842bafd1,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,,,,77.0,92.0,96.0,,0.431,0.013000000000000001,0.066,0.376,1.57,,-11.22,-1.43,-0.67,90.7,,78.7,77.4,0.286,,,0.234,0.258,101.0,93.0,87.0,0.114,-3.11,83.6,0.357,
12,2023-09-17,716544,Groundout,field_out,True,670097,670046,Zack Short,Kenny Rosenberg,0,0,0,381479b0-cf12-49a1-afa2-7a36c232c45b,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,,,,77.0,92.0,96.0,,0.431,0.013000000000000001,0.066,0.376,1.57,,-11.22,-1.43,-0.67,90.7,,78.7,77.4,0.286,,,0.234,0.258,101.0,93.0,87.0,0.114,-3.11,83.6,0.357,
13,2023-09-17,716544,Strikeout,strikeout,True,545341,666214,Randal Grichuk,Joey Wentz,0,0,0,50edfd5b-5dac-48a4-8562-774f27f756b6,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,,,,,0.41600000000000004,,0.158,0.175,-2.53,,,-0.86,-0.22,93.4,,,77.5,0.247,,,0.374,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,
14,2023-09-17,716544,Lineout,field_out,True,500871,666214,Eduardo Escobar,Joey Wentz,1,0,0,6377c3f5-ff7d-4ddd-8466-e229482e5d65,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,,,,,0.41600000000000004,,0.158,0.175,-2.53,,,-0.86,-0.22,93.4,,,77.5,0.247,,,0.374,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,
15,2023-09-17,716544,Strikeout,strikeout,True,621433,666214,Brett Phillips,Joey Wentz,0,0,0,69f2d9d8-1a91-4553-93c1-37057b8e5578,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,,,,,0.41600000000000004,,0.158,0.175,-2.53,,,-0.86,-0.22,93.4,,,77.5,0.247,,,0.374,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,
