,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FS_ba,SL_ba,FF_ba,ST_ba,SI_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,CH%,wFC/C,wKC/C,wCH/C,vFC,vKC,CH_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC
0,2023-07-04,717500,Strikeout,strikeout,True,672580,628317,Maikel Garcia,Kenta Maeda,0,0,0,69a5b888-a823-4b9d-aa94-eba858931dde,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,,,,,,,
1,2023-07-04,717500,Strikeout,strikeout,True,677951,628317,Bobby Witt Jr.,Kenta Maeda,0,0,0,59815cbc-48bd-439d-8fdd-8153ac3c3b53,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,,,,,,,
2,2023-07-04,717500,Strikeout,strikeout,True,668472,628317,Nick Pratto,Kenta Maeda,0,0,0,a3fbc92d-a385-4e72-99c1-7dd263bdfd8f,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,,,,,,,
3,2023-07-04,717500,Strikeout,strikeout,True,621043,425844,Carlos Correa,Zack Greinke,0,0,0,7402ee2f-0d8f-4fa7-be9a-9820eb1f41d8,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,,,,0.157,0.265,,0.2,0.141,0.25,,-0.92,1.12,-2.99,89.5,,89.8,79.2,72.5,,0.214,0.276,,0.333,0.386,86.5,84.0,109.0,109.0,100.0,113.0,103.0,0.07,0.0,0.166,-0.94,-3.64,0.06,85.2,57.9,0.241,0.32,,,
4,2023-07-04,717500,Groundout,field_out,True,456781,425844,Donovan Solano,Zack Greinke,1,0,0,55b2dc55-c541-4703-a597-76ced8de1999,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,,,,0.157,0.265,,0.2,0.141,0.25,,-0.92,1.12,-2.99,89.5,,89.8,79.2,72.5,,0.214,0.276,,0.333,0.386,86.5,84.0,109.0,109.0,100.0,113.0,103.0,0.07,0.0,0.166,-0.94,-3.64,0.06,85.2,57.9,0.241,0.32,,,
5,2023-07-04,717500,Single,single,False,621439,425844,Byron Buxton,Zack Greinke,0,0,0,340fdf33-488d-4d55-b0f8-38314f487779,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,,,,0.157,0.265,,0.2,0.141,0.25,,-0.92,1.12,-2.99,89.5,,89.8,79.2,72.5,,0.214,0.276,,0.333,0.386,86.5,84.0,109.0,109.0,100.0,113.0,103.0,0.07,0.0,0.166,-0.94,-3.64,0.06,85.2,57.9,0.241,0.32,,,
6,2023-07-04,717500,Hit By Pitch,hit_by_pitch,False,666135,425844,Alex Kirilloff,Zack Greinke,0,0,1,f4eca588-b383-4451-bda8-c7135f2b27dc,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,,,,0.157,0.265,,0.2,0.141,0.25,,-0.92,1.12,-2.99,89.5,,89.8,79.2,72.5,,0.214,0.276,,0.333,0.386,86.5,84.0,109.0,109.0,100.0,113.0,103.0,0.07,0.0,0.166,-0.94,-3.64,0.06,85.2,57.9,0.241,0.32,,,
7,2023-07-04,717500,Single,single,False,596146,425844,Max Kepler,Zack Greinke,0,0,1,fdb5ea2d-aa1d-440e-8159-14cba3826e9e,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,,,,0.157,0.265,,0.2,0.141,0.25,,-0.92,1.12,-2.99,89.5,,89.8,79.2,72.5,,0.214,0.276,,0.333,0.386,86.5,84.0,109.0,109.0,100.0,113.0,103.0,0.07,0.0,0.166,-0.94,-3.64,0.06,85.2,57.9,0.241,0.32,,,
8,2023-07-04,717500,Groundout,field_out,True,669304,425844,Jose Miranda,Zack Greinke,0,0,0,0eb611db-7d4a-4737-9e2f-780b25e1b807,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,,,,0.157,0.265,,0.2,0.141,0.25,,-0.92,1.12,-2.99,89.5,,89.8,79.2,72.5,,0.214,0.276,,0.333,0.386,86.5,84.0,109.0,109.0,100.0,113.0,103.0,0.07,0.0,0.166,-0.94,-3.64,0.06,85.2,57.9,0.241,0.32,,,
9,2023-07-04,717500,Walk,walk,False,521692,628317,Salvador Perez,Kenta Maeda,1,0,0,f0d81223-a41d-4c12-92c2-d40bc7b10ba4,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,,,,,,,
