,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,FC_ba,ST_ba,FS_ba,KC%,wKC/C,vKC
0,2023-07-30,717206,Walk,walk,False,592885,700363,Christian Yelich,AJ Smith-Shawver,1,0,0,7c4b9334-babd-48e5-966f-29c4640e5e69,700363.0,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,4.26,3.79,25.1,93.0,88.0,91.0,0.8009999999999999,7.11,3.91,6.04,2.49,0.68,0.27399999999999997,0.425,0.16399999999999998,0.32899999999999996,0.39399999999999996,86.1,74.0,105.0,106.0,84.0,96.0,96.0,90.0,95.0,90.0,91.0,80.0,83.0,0.54,0.233,0.121,0.106,0.48,-0.4,-3.2,4.57,94.5,84.9,76.8,0.196,0.133,0.364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-30,717206,Single,single,False,661388,700363,William Contreras,AJ Smith-Shawver,1,0,1,6e306b90-64e6-4d3e-8b64-7cb03ae3e5e7,700363.0,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,4.26,3.79,25.1,93.0,88.0,91.0,0.8009999999999999,7.11,3.91,6.04,2.49,0.68,0.27399999999999997,0.425,0.16399999999999998,0.32899999999999996,0.39399999999999996,86.1,74.0,105.0,106.0,84.0,96.0,96.0,90.0,95.0,90.0,91.0,80.0,83.0,0.54,0.233,0.121,0.106,0.48,-0.4,-3.2,4.57,94.5,84.9,76.8,0.196,0.133,0.364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-30,717206,Flyout,field_out,True,467793,700363,Carlos Santana,AJ Smith-Shawver,0,0,0,7e663954-56f3-4bfd-8499-2ad9bd3dfdbf,700363.0,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,4.26,3.79,25.1,93.0,88.0,91.0,0.8009999999999999,7.11,3.91,6.04,2.49,0.68,0.27399999999999997,0.425,0.16399999999999998,0.32899999999999996,0.39399999999999996,86.1,74.0,105.0,106.0,84.0,96.0,96.0,90.0,95.0,90.0,91.0,80.0,83.0,0.54,0.233,0.121,0.106,0.48,-0.4,-3.2,4.57,94.5,84.9,76.8,0.196,0.133,0.364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-30,717206,Pop Out,field_out,True,686217,700363,Sal Frelick,AJ Smith-Shawver,0,0,0,00725107-83cf-450d-a1ba-c4b9febd13c4,700363.0,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,4.26,3.79,25.1,93.0,88.0,91.0,0.8009999999999999,7.11,3.91,6.04,2.49,0.68,0.27399999999999997,0.425,0.16399999999999998,0.32899999999999996,0.39399999999999996,86.1,74.0,105.0,106.0,84.0,96.0,96.0,90.0,95.0,90.0,91.0,80.0,83.0,0.54,0.233,0.121,0.106,0.48,-0.4,-3.2,4.57,94.5,84.9,76.8,0.196,0.133,0.364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-30,717206,Strikeout,strikeout,True,642715,700363,Willy Adames,AJ Smith-Shawver,0,0,1,f7342fcc-671a-4c44-be5b-0716e956c0bf,700363.0,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,4.26,3.79,25.1,93.0,88.0,91.0,0.8009999999999999,7.11,3.91,6.04,2.49,0.68,0.27399999999999997,0.425,0.16399999999999998,0.32899999999999996,0.39399999999999996,86.1,74.0,105.0,106.0,84.0,96.0,96.0,90.0,95.0,90.0,91.0,80.0,83.0,0.54,0.233,0.121,0.106,0.48,-0.4,-3.2,4.57,94.5,84.9,76.8,0.196,0.133,0.364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-30,717206,Single,single,False,660670,607067,Ronald Acuña Jr.,Colin Rea,0,0,0,66198755-0de8-4ea3-8526-064225feac9d,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,0.193,0.109,0.079,,2.43,-0.31,-0.94,,93.2,83.1,78.8,0.135,,0.242,,96.0,105.0,99.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.265,0.055999999999999994,-0.01,-5.76,0.31,86.7,86.0,92.6,0.253,0.245,0.226,0.44,,,
6,2023-07-30,717206,Flyout,field_out,True,645277,607067,Ozzie Albies,Colin Rea,0,0,0,19008212-c2ce-43ca-9ad8-1e4839349f5a,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,0.193,0.109,0.079,,2.43,-0.31,-0.94,,93.2,83.1,78.8,0.135,,0.242,,96.0,105.0,99.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.265,0.055999999999999994,-0.01,-5.76,0.31,86.7,86.0,92.6,0.253,0.245,0.226,0.44,,,
7,2023-07-30,717206,Home Run,home_run,False,663586,607067,Austin Riley,Colin Rea,0,0,1,a344de42-fbb3-45f2-9bfb-d01970c475e3,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,0.193,0.109,0.079,,2.43,-0.31,-0.94,,93.2,83.1,78.8,0.135,,0.242,,96.0,105.0,99.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.265,0.055999999999999994,-0.01,-5.76,0.31,86.7,86.0,92.6,0.253,0.245,0.226,0.44,,,
8,2023-07-30,717206,Strikeout,strikeout,True,621566,607067,Matt Olson,Colin Rea,0,0,0,73400217-3c60-414e-a320-212ec27edab2,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,0.193,0.109,0.079,,2.43,-0.31,-0.94,,93.2,83.1,78.8,0.135,,0.242,,96.0,105.0,99.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.265,0.055999999999999994,-0.01,-5.76,0.31,86.7,86.0,92.6,0.253,0.245,0.226,0.44,,,
9,2023-07-30,717206,Strikeout,strikeout,True,669221,607067,Sean Murphy,Colin Rea,0,0,0,ac07177d-c0ac-41c9-9c4b-1282caa4df64,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,0.193,0.109,0.079,,2.43,-0.31,-0.94,,93.2,83.1,78.8,0.135,,0.242,,96.0,105.0,99.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.265,0.055999999999999994,-0.01,-5.76,0.31,86.7,86.0,92.6,0.253,0.245,0.226,0.44,,,
