,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CU_ba,CH_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,FS_ba,FO%,wFO/C,vFO
0,2023-07-08,717436,Strikeout,strikeout,True,607043,605483,Brandon Nimmo,Blake Snell,0,0,0,aaaa0661-5eeb-457c-845d-925d7a7b6b68,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,
1,2023-07-08,717436,Flyout,field_out,True,502054,605483,Tommy Pham,Blake Snell,1,0,0,f64618a4-10c3-400e-876e-72487ee44ea7,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,
2,2023-07-08,717436,Strikeout,strikeout,True,596019,605483,Francisco Lindor,Blake Snell,0,0,0,ca4f5efc-f7f1-4a80-aaf7-5f6e08f666cb,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,
3,2023-07-08,717436,Groundout,field_out,True,665487,656849,Fernando Tatis Jr.,David Peterson,0,0,0,2a11fd58-b2ea-4a62-a47b-d387184b53bd,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,105.0,99.0,102.0,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,-2.58,2.63,-1.35,92.7,85.3,78.6,0.287,0.2,0.325,0.268,97.0,97.0,95.0,0.253,0.66,91.5,0.314,,,,,,,,,,,,
4,2023-07-08,717436,Groundout,field_out,True,665742,656849,Juan Soto,David Peterson,0,0,0,079931ca-a1bb-47b1-a5fa-2b2de6577d60,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,105.0,99.0,102.0,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,-2.58,2.63,-1.35,92.7,85.3,78.6,0.287,0.2,0.325,0.268,97.0,97.0,95.0,0.253,0.66,91.5,0.314,,,,,,,,,,,,
5,2023-07-08,717436,Walk,walk,False,592518,656849,Manny Machado,David Peterson,1,0,0,5e188cca-0968-48be-8741-78a0a659ada2,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,105.0,99.0,102.0,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,-2.58,2.63,-1.35,92.7,85.3,78.6,0.287,0.2,0.325,0.268,97.0,97.0,95.0,0.253,0.66,91.5,0.314,,,,,,,,,,,,
6,2023-07-08,717436,Strikeout,strikeout,True,593428,656849,Xander Bogaerts,David Peterson,0,0,0,07adba78-d08a-4103-bc86-ab288483fe38,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,105.0,99.0,102.0,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,-2.58,2.63,-1.35,92.7,85.3,78.6,0.287,0.2,0.325,0.268,97.0,97.0,95.0,0.253,0.66,91.5,0.314,,,,,,,,,,,,
7,2023-07-08,717436,Strikeout,strikeout,True,624413,605483,Pete Alonso,Blake Snell,0,0,0,8c6e2485-14c8-4c4a-aee7-e6e007117999,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,
8,2023-07-08,717436,Strikeout,strikeout,True,682626,605483,Francisco Alvarez,Blake Snell,0,0,0,dacd4b07-6012-4de8-b3eb-bbc38fc9bd6e,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,
9,2023-07-08,717436,Strikeout,strikeout,True,643446,605483,Jeff McNeil,Blake Snell,0,0,0,8e41bb5c-9aaa-42a6-90f2-0381b4cd6225,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,
