,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,SI_ba,ST_ba
0,2023-05-04,718313,Home Run,home_run,False,592885,657756,Christian Yelich,Connor Seabold,1,1,0,92cc0025-f0d3-499c-bb17-d1b062cc9276,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.338,0.313,0.204,0.5,,,,,,,,,,,,,,,
1,2023-05-04,718313,Lineout,field_out,True,608385,657756,Jesse Winker,Connor Seabold,0,0,0,a56dc4b7-fa5b-461f-a38c-81b7b3afabc7,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.338,0.313,0.204,0.5,,,,,,,,,,,,,,,
2,2023-05-04,718313,Groundout,field_out,True,642715,657756,Willy Adames,Connor Seabold,1,0,0,9d703f7f-41b0-49f2-8dac-82cc1e12f14d,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.338,0.313,0.204,0.5,,,,,,,,,,,,,,,
3,2023-05-04,718313,Home Run,home_run,False,642133,657756,Rowdy Tellez,Connor Seabold,0,0,0,a345def3-e139-4fb1-98c8-3a7dab6be6a0,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.338,0.313,0.204,0.5,,,,,,,,,,,,,,,
4,2023-05-04,718313,Groundout,field_out,True,605119,657756,Brian Anderson,Connor Seabold,1,0,0,87066272-7f0e-4a40-8632-692e62726721,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.338,0.313,0.204,0.5,,,,,,,,,,,,,,,
5,2023-05-04,718313,Flyout,field_out,True,453568,489119,Charlie Blackmon,Wade Miley,0,0,0,654bd81f-0d7e-4391-93a6-a31dafdc74a7,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,113.0,108.0,103.0,0.195,0.049,0.022000000000000002,0.24600000000000002,0.46,0.62,2.01,0.6,90.4,79.1,75.8,0.198,0.192,0.219,,88.0,109.0,96.0,101.0,103.0,101.0,0.046,0.44299999999999995,1.07,-2.53,87.1,90.7,0.232,0.333,
6,2023-05-04,718313,Pop Out,field_out,True,595777,489119,Jurickson Profar,Wade Miley,1,0,0,f19c5722-c626-4781-a861-f131e665aebf,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,113.0,108.0,103.0,0.195,0.049,0.022000000000000002,0.24600000000000002,0.46,0.62,2.01,0.6,90.4,79.1,75.8,0.198,0.192,0.219,,88.0,109.0,96.0,101.0,103.0,101.0,0.046,0.44299999999999995,1.07,-2.53,87.1,90.7,0.232,0.333,
7,2023-05-04,718313,Single,single,False,592178,489119,Kris Bryant,Wade Miley,0,0,0,e9861bc5-8ba4-4925-9aaf-b730616d57d6,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,113.0,108.0,103.0,0.195,0.049,0.022000000000000002,0.24600000000000002,0.46,0.62,2.01,0.6,90.4,79.1,75.8,0.198,0.192,0.219,,88.0,109.0,96.0,101.0,103.0,101.0,0.046,0.44299999999999995,1.07,-2.53,87.1,90.7,0.232,0.333,
8,2023-05-04,718313,Groundout,field_out,True,543068,489119,C.J. Cron,Wade Miley,1,0,0,b8bade01-3ac7-4437-a904-58622e11deab,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,113.0,108.0,103.0,0.195,0.049,0.022000000000000002,0.24600000000000002,0.46,0.62,2.01,0.6,90.4,79.1,75.8,0.198,0.192,0.219,,88.0,109.0,96.0,101.0,103.0,101.0,0.046,0.44299999999999995,1.07,-2.53,87.1,90.7,0.232,0.333,
9,2023-05-04,718313,Single,single,False,605170,657756,Victor Caratini,Connor Seabold,0,0,0,d6bdecbc-e08f-434e-9d8c-6249854d527d,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.338,0.313,0.204,0.5,,,,,,,,,,,,,,,
