,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SL_ba,SI_ba,CU_ba,FF_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-08-09,717063,Flyout,field_out,True,543760,643493,Marcus Semien,Austin Pruitt,0,0,0,ba0b15ae-8a97-43e4-a182-22e2f08e0c54,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.238,0.216,0.143,0.344,0.308,,,,,,,,
1,2023-08-09,717063,Strikeout,strikeout,True,608671,643493,Travis Jankowski,Austin Pruitt,0,0,0,488bf2f8-787d-49e9-9d41-cad2b6e8ac7b,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.238,0.216,0.143,0.344,0.308,,,,,,,,
2,2023-08-09,717063,Lineout,field_out,True,663993,643493,Nathaniel Lowe,Austin Pruitt,1,0,0,9c1e77b6-e4b2-4dfb-9ed6-52f99c37ed5f,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.238,0.216,0.143,0.344,0.308,,,,,,,,
3,2023-08-09,717063,Strikeout,strikeout,True,665923,656756,Esteury Ruiz,Jordan Montgomery,0,0,0,03a61779-e1df-4412-99e0-ce618d6aca0f,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,0.426,0.106,,0.222,0.22899999999999998,-0.68,1.22,,0.84,0.2,93.4,93.3,,80.5,,0.255,0.191,0.333,0.239,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,
4,2023-08-09,717063,Groundout,field_out,True,681146,656756,Jonah Bride,Jordan Montgomery,1,1,0,ccc77b9a-4af1-46f6-bfa7-46957de6f5f0,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,0.426,0.106,,0.222,0.22899999999999998,-0.68,1.22,,0.84,0.2,93.4,93.3,,80.5,,0.255,0.191,0.333,0.239,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,
5,2023-08-09,717063,Flyout,field_out,True,680869,656756,Zack Gelof,Jordan Montgomery,0,0,0,097a0541-9588-4293-aa7b-300fa070f565,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,0.426,0.106,,0.222,0.22899999999999998,-0.68,1.22,,0.84,0.2,93.4,93.3,,80.5,,0.255,0.191,0.333,0.239,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,
6,2023-08-09,717063,Walk,walk,False,666969,643493,Adolis García,Austin Pruitt,0,0,0,7bab2b88-9e39-4d04-86c0-5701c06fefd4,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.238,0.216,0.143,0.344,0.308,,,,,,,,
7,2023-08-09,717063,Flyout,field_out,True,665750,643493,Leody Taveras,Austin Pruitt,0,0,0,616f298c-6e27-487d-bd7a-a572253ac881,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.238,0.216,0.143,0.344,0.308,,,,,,,,
8,2023-08-09,717063,Strikeout,strikeout,True,669087,643493,Sam Huff,Austin Pruitt,0,0,0,a4d83501-b4a8-436f-9b6d-38dfdb213269,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.238,0.216,0.143,0.344,0.308,,,,,,,,
9,2023-08-09,717063,Flyout,field_out,True,543257,643493,Robbie Grossman,Austin Pruitt,0,0,0,777ba6fe-ab46-43f1-9ed8-99746e46d456,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.238,0.216,0.143,0.344,0.308,,,,,,,,
