,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,CH_ba,FC_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,ST_ba,CU_ba
0,2023-08-12,718371,Single,single,False,660670,660593,Ronald Acuña Jr.,Denyi Reyes,1,0,0,66f5fff5-395d-4530-a3fa-3afc8e28b145,660593.0,denyireyes,Reyes,Right,Denyi Reyes,7.78,5.23,19.2,104.0,88.0,98.0,0.8009999999999999,7.78,3.66,11.44,1.37,1.14,0.141,0.516,0.203,0.25,0.376,84.8,69.0,112.0,104.0,83.0,105.0,96.0,84.0,106.0,97.0,103.0,100.0,103.0,98.0,109.0,95.0,0.11,0.31,0.203,0.225,0.151,1.38,-1.74,-0.35,0.48,-6.96,91.8,86.6,91.0,78.5,0.143,0.222,0.556,0.333,0.333,,,,,,,,,,,,,,,
1,2023-08-12,718371,Groundout,field_out,True,645277,660593,Ozzie Albies,Denyi Reyes,1,1,1,f6ff1c8d-5935-42a3-a638-185e62d6e787,660593.0,denyireyes,Reyes,Right,Denyi Reyes,7.78,5.23,19.2,104.0,88.0,98.0,0.8009999999999999,7.78,3.66,11.44,1.37,1.14,0.141,0.516,0.203,0.25,0.376,84.8,69.0,112.0,104.0,83.0,105.0,96.0,84.0,106.0,97.0,103.0,100.0,103.0,98.0,109.0,95.0,0.11,0.31,0.203,0.225,0.151,1.38,-1.74,-0.35,0.48,-6.96,91.8,86.6,91.0,78.5,0.143,0.222,0.556,0.333,0.333,,,,,,,,,,,,,,,
2,2023-08-12,718371,Single,single,False,663586,660593,Austin Riley,Denyi Reyes,1,0,1,f84c2e81-81a3-472a-8fd8-45c5bf7eb658,660593.0,denyireyes,Reyes,Right,Denyi Reyes,7.78,5.23,19.2,104.0,88.0,98.0,0.8009999999999999,7.78,3.66,11.44,1.37,1.14,0.141,0.516,0.203,0.25,0.376,84.8,69.0,112.0,104.0,83.0,105.0,96.0,84.0,106.0,97.0,103.0,100.0,103.0,98.0,109.0,95.0,0.11,0.31,0.203,0.225,0.151,1.38,-1.74,-0.35,0.48,-6.96,91.8,86.6,91.0,78.5,0.143,0.222,0.556,0.333,0.333,,,,,,,,,,,,,,,
3,2023-08-12,718371,Walk,walk,False,621566,660593,Matt Olson,Denyi Reyes,1,0,1,3254c960-57cf-4ea9-b65a-3a80d2050190,660593.0,denyireyes,Reyes,Right,Denyi Reyes,7.78,5.23,19.2,104.0,88.0,98.0,0.8009999999999999,7.78,3.66,11.44,1.37,1.14,0.141,0.516,0.203,0.25,0.376,84.8,69.0,112.0,104.0,83.0,105.0,96.0,84.0,106.0,97.0,103.0,100.0,103.0,98.0,109.0,95.0,0.11,0.31,0.203,0.225,0.151,1.38,-1.74,-0.35,0.48,-6.96,91.8,86.6,91.0,78.5,0.143,0.222,0.556,0.333,0.333,,,,,,,,,,,,,,,
4,2023-08-12,718371,Double Play,double_play,True,542303,660593,Marcell Ozuna,Denyi Reyes,1,0,1,77a564e2-9de4-4361-a798-0948ef96f59b,660593.0,denyireyes,Reyes,Right,Denyi Reyes,7.78,5.23,19.2,104.0,88.0,98.0,0.8009999999999999,7.78,3.66,11.44,1.37,1.14,0.141,0.516,0.203,0.25,0.376,84.8,69.0,112.0,104.0,83.0,105.0,96.0,84.0,106.0,97.0,103.0,100.0,103.0,98.0,109.0,95.0,0.11,0.31,0.203,0.225,0.151,1.38,-1.74,-0.35,0.48,-6.96,91.8,86.6,91.0,78.5,0.143,0.222,0.556,0.333,0.333,,,,,,,,,,,,,,,
5,2023-08-12,718371,Walk,walk,False,542364,642216,Rafael Ortega,Allan Winans,1,0,0,690b8a13-1a71-4715-ba8a-07f3b7e1e300,642216.0,allanwinans,Winans,Right,Allan Winans,5.29,4.24,32.1,104.0,77.0,97.0,0.7709999999999999,9.46,2.23,10.3,1.39,1.19,0.22699999999999998,0.474,0.10300000000000001,0.381,0.449,82.9,78.0,107.0,101.0,71.0,107.0,93.0,74.0,97.0,86.0,86.0,104.0,108.0,,,,0.253,0.225,,0.245,0.27699999999999997,-1.11,,-1.36,-1.04,0.71,90.0,,89.6,78.8,0.25,0.267,0.25,,0.387,,,,,,,,,,,,,,,
6,2023-08-12,718371,Strikeout,strikeout,True,668901,642216,Mark Vientos,Allan Winans,0,0,0,c10543ab-93bf-442c-85c0-7eb531490c5f,642216.0,allanwinans,Winans,Right,Allan Winans,5.29,4.24,32.1,104.0,77.0,97.0,0.7709999999999999,9.46,2.23,10.3,1.39,1.19,0.22699999999999998,0.474,0.10300000000000001,0.381,0.449,82.9,78.0,107.0,101.0,71.0,107.0,93.0,74.0,97.0,86.0,86.0,104.0,108.0,,,,0.253,0.225,,0.245,0.27699999999999997,-1.11,,-1.36,-1.04,0.71,90.0,,89.6,78.8,0.25,0.267,0.25,,0.387,,,,,,,,,,,,,,,
7,2023-08-12,718371,Groundout,field_out,True,643446,642216,Jeff McNeil,Allan Winans,0,0,1,07de04da-0b93-4a2b-811a-9ee3cb4dfb6e,642216.0,allanwinans,Winans,Right,Allan Winans,5.29,4.24,32.1,104.0,77.0,97.0,0.7709999999999999,9.46,2.23,10.3,1.39,1.19,0.22699999999999998,0.474,0.10300000000000001,0.381,0.449,82.9,78.0,107.0,101.0,71.0,107.0,93.0,74.0,97.0,86.0,86.0,104.0,108.0,,,,0.253,0.225,,0.245,0.27699999999999997,-1.11,,-1.36,-1.04,0.71,90.0,,89.6,78.8,0.25,0.267,0.25,,0.387,,,,,,,,,,,,,,,
8,2023-08-12,718371,Intent Walk,intent_walk,False,624413,642216,Pete Alonso,Allan Winans,0,0,0,07183716-0096-1003-000c-f08cd117d70a,642216.0,allanwinans,Winans,Right,Allan Winans,5.29,4.24,32.1,104.0,77.0,97.0,0.7709999999999999,9.46,2.23,10.3,1.39,1.19,0.22699999999999998,0.474,0.10300000000000001,0.381,0.449,82.9,78.0,107.0,101.0,71.0,107.0,93.0,74.0,97.0,86.0,86.0,104.0,108.0,,,,0.253,0.225,,0.245,0.27699999999999997,-1.11,,-1.36,-1.04,0.71,90.0,,89.6,78.8,0.25,0.267,0.25,,0.387,,,,,,,,,,,,,,,
9,2023-08-12,718371,Hit By Pitch,hit_by_pitch,False,596129,642216,Daniel Vogelbach,Allan Winans,1,0,1,0ad06f4f-5420-4d34-a622-e3d1d3219956,642216.0,allanwinans,Winans,Right,Allan Winans,5.29,4.24,32.1,104.0,77.0,97.0,0.7709999999999999,9.46,2.23,10.3,1.39,1.19,0.22699999999999998,0.474,0.10300000000000001,0.381,0.449,82.9,78.0,107.0,101.0,71.0,107.0,93.0,74.0,97.0,86.0,86.0,104.0,108.0,,,,0.253,0.225,,0.245,0.27699999999999997,-1.11,,-1.36,-1.04,0.71,90.0,,89.6,78.8,0.25,0.267,0.25,,0.387,,,,,,,,,,,,,,,
