,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,CH_ba,SL_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
10,2023-09-02,716741,Grounded Into DP,grounded_into_double_play,True,669221,686218,Sean Murphy,Emmet Sheehan,0,0,1,88a1ed50-8d2b-4740-a9ec-e54aa76db6f0,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,85.8,0.24,0.178,0.19,0.091,,,,,,,,,,,,,,,,,,,,,
11,2023-09-02,716741,Strikeout,strikeout,True,606115,686218,Orlando Arcia,Emmet Sheehan,0,0,0,904ee22c-c5a3-4637-91d8-1ccadf8da1a7,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,85.8,0.24,0.178,0.19,0.091,,,,,,,,,,,,,,,,,,,,,
12,2023-09-02,716741,Double,double,False,444482,693821,David Peralta,Bryce Elder,0,0,0,bd60986f-90b3-4842-881f-dfbbd16d71c2,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
13,2023-09-02,716741,Strikeout,strikeout,True,518792,693821,Jason Heyward,Bryce Elder,0,0,0,07e641d3-4e44-42bd-b345-b15d6bc4182e,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
14,2023-09-02,716741,Flyout,field_out,True,681546,693821,James Outman,Bryce Elder,0,0,0,7ffd1740-9ec2-466e-b619-2955ea45c026,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
15,2023-09-02,716741,Lineout,field_out,True,500743,693821,Miguel Rojas,Bryce Elder,1,0,0,b819ba98-ad59-442f-b3f7-5cadce8647cb,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
16,2023-09-02,716741,Pop Out,field_out,True,671739,686218,Michael Harris II,Emmet Sheehan,1,1,0,00a88dc3-823a-478e-a0b2-5af05ac6dda8,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,85.8,0.24,0.178,0.19,0.091,,,,,,,,,,,,,,,,,,,,,
17,2023-09-02,716741,Home Run,home_run,False,660670,686218,Ronald Acuña Jr.,Emmet Sheehan,0,0,0,de4b82b6-315c-4a63-a6e4-54b3b208e03f,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,85.8,0.24,0.178,0.19,0.091,,,,,,,,,,,,,,,,,,,,,
18,2023-09-02,716741,Single,single,False,645277,686218,Ozzie Albies,Emmet Sheehan,0,0,0,4c73e5dc-417d-4246-86c5-317c42a8acbf,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,85.8,0.24,0.178,0.19,0.091,,,,,,,,,,,,,,,,,,,,,
19,2023-09-02,716741,Strikeout,strikeout,True,663586,686218,Austin Riley,Emmet Sheehan,0,0,0,ac97df38-4955-40ef-b171-2b700c2c268c,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,85.8,0.24,0.178,0.19,0.091,,,,,,,,,,,,,,,,,,,,,
20,2023-09-02,716741,Strikeout,strikeout,True,621566,686218,Matt Olson,Emmet Sheehan,0,0,0,875884fd-5978-43df-b257-b44b4bc77f85,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,85.8,0.24,0.178,0.19,0.091,,,,,,,,,,,,,,,,,,,,,
21,2023-09-02,716741,Double,double,False,605131,693821,Austin Barnes,Bryce Elder,0,0,0,cbcae79b-39de-4b7e-858a-462443ccd5e8,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
22,2023-09-02,716741,Walk,walk,False,605141,693821,Mookie Betts,Bryce Elder,0,0,0,d3cf45ea-3ba3-40d7-9850-853c03505d8b,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
23,2023-09-02,716741,Walk,walk,False,518692,693821,Freddie Freeman,Bryce Elder,0,0,1,bca124f0-d99f-4162-b9c6-63e998b2fbf9,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
24,2023-09-02,716741,Grounded Into DP,grounded_into_double_play,True,669257,693821,Will Smith,Bryce Elder,0,0,1,5621be33-4bbc-409b-b692-2f5b2c648c48,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
25,2023-09-02,716741,Flyout,field_out,True,571970,693821,Max Muncy,Bryce Elder,0,0,0,0112b10d-5d37-46ae-8e32-95db6748378d,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
26,2023-09-02,716741,Walk,walk,False,542303,686218,Marcell Ozuna,Emmet Sheehan,1,0,0,49220407-d7bf-49e6-ab50-d7dcb4f072ac,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,85.8,0.24,0.178,0.19,0.091,,,,,,,,,,,,,,,,,,,,,
27,2023-09-02,716741,Strikeout,strikeout,True,592696,686218,Eddie Rosario,Emmet Sheehan,0,0,0,1adbee57-6fa8-4ed1-a1ac-037b03cd1499,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,85.8,0.24,0.178,0.19,0.091,,,,,,,,,,,,,,,,,,,,,
28,2023-09-02,716741,Grounded Into DP,grounded_into_double_play,True,669221,686218,Sean Murphy,Emmet Sheehan,1,0,1,21991fdd-1251-456d-83a9-cc134ebc6182,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,85.8,0.24,0.178,0.19,0.091,,,,,,,,,,,,,,,,,,,,,
29,2023-09-02,716741,Single,single,False,444482,693821,David Peralta,Bryce Elder,0,0,0,f7ace1f4-be4e-46ca-ae79-bb311b52b8a6,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
30,2023-09-02,716741,Pop Out,field_out,True,518792,693821,Jason Heyward,Bryce Elder,1,0,0,78fe680d-571c-493e-9780-45ecaac01f43,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
31,2023-09-02,716741,Flyout,field_out,True,681546,693821,James Outman,Bryce Elder,1,0,0,d6c2e69f-bb0b-4708-ad54-3d01577ce3dd,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
32,2023-09-02,716741,Single,single,False,500743,693821,Miguel Rojas,Bryce Elder,0,0,1,3cbfe7d4-a2c7-434f-9fa3-7480ffeebf31,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
33,2023-09-02,716741,Walk,walk,False,605131,693821,Austin Barnes,Bryce Elder,0,0,1,9db871e6-4011-4bd9-99f0-9e3597be8c5a,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
34,2023-09-02,716741,Strikeout,strikeout,True,605141,693821,Mookie Betts,Bryce Elder,0,0,0,d068fae4-9e2e-476b-8b35-cca6219a7b66,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
35,2023-09-02,716741,Flyout,field_out,True,606115,571946,Orlando Arcia,Shelby Miller,0,0,0,04519efb-f08c-4a7a-9b9d-d8e382c7027e,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,1.71,3.25,42.0,99.0,111.0,101.0,0.775,9.0,4.07,4.07,0.64,0.84,0.17,0.46,0.17,0.31,0.45399999999999996,,,,,106.0,100.0,100.0,109.0,100.0,103.0,0.5760000000000001,0.161,,3.2,-0.15,,93.5,82.1,0.11,,,0.208,,,,,,,,121.0,96.0,102.0,0.262,0.51,85.6,0.136,,,,,,,
36,2023-09-02,716741,Strikeout,strikeout,True,671739,571946,Michael Harris II,Shelby Miller,0,0,0,ba0acfc2-cd1a-4d84-b730-c1df0635607c,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,1.71,3.25,42.0,99.0,111.0,101.0,0.775,9.0,4.07,4.07,0.64,0.84,0.17,0.46,0.17,0.31,0.45399999999999996,,,,,106.0,100.0,100.0,109.0,100.0,103.0,0.5760000000000001,0.161,,3.2,-0.15,,93.5,82.1,0.11,,,0.208,,,,,,,,121.0,96.0,102.0,0.262,0.51,85.6,0.136,,,,,,,
37,2023-09-02,716741,Strikeout,strikeout,True,660670,571946,Ronald Acuña Jr.,Shelby Miller,0,0,0,25a77f8a-2094-4ed2-a328-199ea7bceb0b,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,1.71,3.25,42.0,99.0,111.0,101.0,0.775,9.0,4.07,4.07,0.64,0.84,0.17,0.46,0.17,0.31,0.45399999999999996,,,,,106.0,100.0,100.0,109.0,100.0,103.0,0.5760000000000001,0.161,,3.2,-0.15,,93.5,82.1,0.11,,,0.208,,,,,,,,121.0,96.0,102.0,0.262,0.51,85.6,0.136,,,,,,,
38,2023-09-02,716741,Strikeout,strikeout,True,518692,693821,Freddie Freeman,Bryce Elder,0,0,0,8ae18295-e35f-4e88-a90e-431182676e2a,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
39,2023-09-02,716741,Walk,walk,False,669257,693821,Will Smith,Bryce Elder,1,0,0,a109a6c4-9b6e-489e-926b-8933f7f80e2d,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
40,2023-09-02,716741,Flyout,field_out,True,571970,693821,Max Muncy,Bryce Elder,0,0,0,f3b7c138-e05f-408b-ab48-0d54c1c5338e,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
41,2023-09-02,716741,Groundout,field_out,True,444482,693821,David Peralta,Bryce Elder,0,0,0,5cf99f5c-2341-47fe-a792-3c5d5d1d1bda,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.13699999999999998,-1.13,0.97,1.3,90.7,82.7,0.286,0.188,0.21,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,
42,2023-09-02,716741,Strikeout,strikeout,True,645277,518489,Ozzie Albies,Ryan Brasier,0,0,0,ad1fc98d-ddd0-4706-a38f-89a7bad931ec,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,3.02,3.55,59.2,105.0,106.0,106.0,0.767,8.45,2.87,6.34,0.45,1.25,0.275,0.35,0.14400000000000002,0.325,0.43700000000000006,80.2,,,,111.0,102.0,101.0,104.0,108.0,111.0,0.364,0.353,0.001,-0.56,2.08,-10.15,95.7,85.0,0.297,,0.12,,110.0,107.0,108.0,0.146,3.05,96.0,0.242,,,,,,,,93.0,106.0,108.0,0.136,4.06,92.0,0.152
