,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vSI,vSL,SI_ba,CH_ba,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-08-11,717044,Strikeout,strikeout,True,650489,650911,Willi Castro,Cristopher Sánchez,0,0,0,a95b0498-16a4-41ec-ad35-c8f4df55ea4a,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-11,717044,Strikeout,strikeout,True,656669,650911,Jordan Luplow,Cristopher Sánchez,0,0,0,59867022-820e-4bd2-b4ea-d71c9516ef4b,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-11,717044,Double,double,False,621043,650911,Carlos Correa,Cristopher Sánchez,0,0,0,11ca4655-671f-466c-83f3-6cc6b7be5a4b,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-11,717044,Lineout,field_out,True,680777,650911,Ryan Jeffers,Cristopher Sánchez,1,0,0,9a8e7d3e-854f-4861-9868-a5f8dcfe7368,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-11,717044,Walk,walk,False,656941,572971,Kyle Schwarber,Dallas Keuchel,0,0,0,33f4588a-30c1-48fd-9f2f-b351ed870222,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,0.34700000000000003,0.129,0.271,0.39,0.06,-0.58,87.4,78.3,0.245,0.327,0.222,92.0,94.0,90.0,0.254,-2.63,84.8,0.379,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-11,717044,Grounded Into DP,grounded_into_double_play,True,664761,572971,Alec Bohm,Dallas Keuchel,0,0,1,589030bf-c13a-436b-9bff-16ad5684b848,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,0.34700000000000003,0.129,0.271,0.39,0.06,-0.58,87.4,78.3,0.245,0.327,0.222,92.0,94.0,90.0,0.254,-2.63,84.8,0.379,,,,,,,,,,,,,,,,,,,,,,
6,2023-08-11,717044,Groundout,field_out,True,607208,572971,Trea Turner,Dallas Keuchel,1,0,0,3021b235-2919-4119-b4f1-e9cac44f7033,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,0.34700000000000003,0.129,0.271,0.39,0.06,-0.58,87.4,78.3,0.245,0.327,0.222,92.0,94.0,90.0,0.254,-2.63,84.8,0.379,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-11,717044,Home Run,home_run,False,593871,650911,Jorge Polanco,Cristopher Sánchez,0,0,0,674dd909-59dc-49e2-9f6b-62b9a1b17e27,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-11,717044,Home Run,home_run,False,596146,650911,Max Kepler,Cristopher Sánchez,0,0,0,338ed508-bd93-4e43-91f3-7ac7be6fd2f0,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-11,717044,Strikeout,strikeout,True,571657,650911,Kyle Farmer,Cristopher Sánchez,0,0,0,195e7091-bec8-4632-b1e9-644bb8ad9cc3,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
