,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,CU_ba,FC_ba,FS_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,CU%,CH%,wCU/C,wCH/C,vCU,SI_ba,SL_ba,CH_ba
0,2023-09-13,716596,Strikeout,strikeout,True,643393,686613,Tony Kemp,Hunter Brown,0,0,0,486b3289-b5d5-48ab-9337-09401d8fdb89,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
1,2023-09-13,716596,Lineout,field_out,True,680869,686613,Zack Gelof,Hunter Brown,0,0,0,e507a73e-7d80-41a6-87f3-48a3f78dd2ee,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
2,2023-09-13,716596,Strikeout,strikeout,True,676116,686613,Ryan Noda,Hunter Brown,0,0,0,50aa8634-face-4f10-b8bd-8017e4653c46,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
3,2023-09-13,716596,Pop Out,field_out,True,514888,621112,Jose Altuve,Paul Blackburn,0,0,0,1954cea9-eeaa-4c0d-984c-586207c239ac,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,,,,,,,0.24,0.146,0.204,,0.18100000000000002,,-2.52,-2.38,,-0.75,0.46,,91.9,88.9,,91.8,80.8,,0.383,0.14,0.435,,,86.0,67.0,108.0,96.0,89.0,104.0,104.0,106.0,100.0,100.0,0.11699999999999999,0.11199999999999999,1.69,2.14,79.1,0.306,0.198,0.143
4,2023-09-13,716596,Strikeout,strikeout,True,665161,621112,Jeremy Peña,Paul Blackburn,0,0,0,bede3691-1b86-4bc1-9f23-363831a6c51a,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,,,,,,,0.24,0.146,0.204,,0.18100000000000002,,-2.52,-2.38,,-0.75,0.46,,91.9,88.9,,91.8,80.8,,0.383,0.14,0.435,,,86.0,67.0,108.0,96.0,89.0,104.0,104.0,106.0,100.0,100.0,0.11699999999999999,0.11199999999999999,1.69,2.14,79.1,0.306,0.198,0.143
5,2023-09-13,716596,Lineout,field_out,True,670541,621112,Yordan Alvarez,Paul Blackburn,0,0,0,aec894eb-17b5-40ae-b3f2-2375ce434046,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,,,,,,,0.24,0.146,0.204,,0.18100000000000002,,-2.52,-2.38,,-0.75,0.46,,91.9,88.9,,91.8,80.8,,0.383,0.14,0.435,,,86.0,67.0,108.0,96.0,89.0,104.0,104.0,106.0,100.0,100.0,0.11699999999999999,0.11199999999999999,1.69,2.14,79.1,0.306,0.198,0.143
6,2023-09-13,716596,Strikeout,strikeout,True,664913,686613,Seth Brown,Hunter Brown,0,0,0,ae885268-3eeb-488b-baf5-f3bd2aefa49c,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
7,2023-09-13,716596,Groundout,field_out,True,669127,686613,Shea Langeliers,Hunter Brown,1,1,0,d29c6359-5592-4a82-9846-994c0af2ce07,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
8,2023-09-13,716596,Strikeout,strikeout,True,667670,686613,Brent Rooker,Hunter Brown,0,0,0,82ccd602-530c-4fc2-a31a-66b8aa49cab6,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
9,2023-09-13,716596,Walk,walk,False,608324,621112,Alex Bregman,Paul Blackburn,1,0,0,586c7c51-016f-486d-b121-ec913f53649f,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,,,,,,,0.24,0.146,0.204,,0.18100000000000002,,-2.52,-2.38,,-0.75,0.46,,91.9,88.9,,91.8,80.8,,0.383,0.14,0.435,,,86.0,67.0,108.0,96.0,89.0,104.0,104.0,106.0,100.0,100.0,0.11699999999999999,0.11199999999999999,1.69,2.14,79.1,0.306,0.198,0.143
