,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,CH_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,CU_ba,FF_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba
0,2023-05-27,718000,Strikeout,strikeout,True,657041,663903,Lane Thomas,Brady Singer,0,0,0,f76ae4e9-e062-45d3-ae3f-27982d35f27a,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-27,718000,Groundout,field_out,True,671277,663903,Luis García Jr.,Brady Singer,1,0,0,52df5489-7020-4178-b8ad-ac979fc9c700,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-27,718000,Walk,walk,False,608841,663903,Joey Meneses,Brady Singer,0,0,0,b9ed4fd2-7725-46d2-b436-6270f220a3bf,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-27,718000,Walk,walk,False,600869,663903,Jeimer Candelario,Brady Singer,0,0,1,3c86c50b-df19-401a-af68-da4a508dd29f,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-27,718000,Lineout,field_out,True,572816,663903,Corey Dickerson,Brady Singer,1,0,0,ecc58564-8868-472b-9e3a-896fc81c5a47,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-27,718000,Walk,walk,False,668472,680686,Nick Pratto,Josiah Gray,0,0,0,a817bbe7-601f-45d4-8b6f-110833143917,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.17600000000000002,0.166,0.299,0.016,-1.21,0.15,-0.07,0.6,93.5,93.1,85.1,0.313,0.239,0.286,0.163,96.0,95.0,97.0,95.0,95.0,83.0,0.18100000000000002,0.161,-0.09,0.24,88.8,82.2,0.243,0.221,0.291,,,,,,,,,,,,,
6,2023-05-27,718000,Flyout,field_out,True,686469,680686,Vinnie Pasquantino,Josiah Gray,0,0,0,e80c538a-b72a-4e0a-a860-370705d837e4,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.17600000000000002,0.166,0.299,0.016,-1.21,0.15,-0.07,0.6,93.5,93.1,85.1,0.313,0.239,0.286,0.163,96.0,95.0,97.0,95.0,95.0,83.0,0.18100000000000002,0.161,-0.09,0.24,88.8,82.2,0.243,0.221,0.291,,,,,,,,,,,,,
7,2023-05-27,718000,Single,single,False,521692,680686,Salvador Perez,Josiah Gray,1,0,1,433b4e4c-8d70-4796-9caa-4b20bcb82859,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.17600000000000002,0.166,0.299,0.016,-1.21,0.15,-0.07,0.6,93.5,93.1,85.1,0.313,0.239,0.286,0.163,96.0,95.0,97.0,95.0,95.0,83.0,0.18100000000000002,0.161,-0.09,0.24,88.8,82.2,0.243,0.221,0.291,,,,,,,,,,,,,
8,2023-05-27,718000,Lineout,field_out,True,677951,680686,Bobby Witt Jr.,Josiah Gray,0,0,0,d81810ec-32d8-4fed-96ec-7d5177562f90,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.17600000000000002,0.166,0.299,0.016,-1.21,0.15,-0.07,0.6,93.5,93.1,85.1,0.313,0.239,0.286,0.163,96.0,95.0,97.0,95.0,95.0,83.0,0.18100000000000002,0.161,-0.09,0.24,88.8,82.2,0.243,0.221,0.291,,,,,,,,,,,,,
9,2023-05-27,718000,Flyout,field_out,True,669004,680686,MJ Melendez,Josiah Gray,1,1,1,e971b5f9-e8ad-45dd-9970-f70ef1257328,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.17600000000000002,0.166,0.299,0.016,-1.21,0.15,-0.07,0.6,93.5,93.1,85.1,0.313,0.239,0.286,0.163,96.0,95.0,97.0,95.0,95.0,83.0,0.18100000000000002,0.161,-0.09,0.24,88.8,82.2,0.243,0.221,0.291,,,,,,,,,,,,,
10,2023-05-27,718000,Walk,walk,False,660688,663903,Keibert Ruiz,Brady Singer,1,0,0,eaa5ff3e-91f3-49aa-aa4f-76757db18ee5,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-05-27,718000,Flyout,field_out,True,642086,663903,Dominic Smith,Brady Singer,0,0,0,593052da-9e1f-403c-9271-0eade50aadcb,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-05-27,718000,Groundout,field_out,True,669743,663903,Alex Call,Brady Singer,0,0,1,dff8b0a3-0cfb-4dbb-939b-c1d4f55fb5c9,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-05-27,718000,Strikeout,strikeout,True,682928,663903,CJ Abrams,Brady Singer,0,0,0,800cfc4e-a6ef-4984-9afc-8ff10342b6e5,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2023-05-27,718000,Groundout,field_out,True,686681,680686,Michael Massey,Josiah Gray,0,0,0,7e3f160d-7476-4c7f-9a72-e67d8b2a9b73,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.17600000000000002,0.166,0.299,0.016,-1.21,0.15,-0.07,0.6,93.5,93.1,85.1,0.313,0.239,0.286,0.163,96.0,95.0,97.0,95.0,95.0,83.0,0.18100000000000002,0.161,-0.09,0.24,88.8,82.2,0.243,0.221,0.291,,,,,,,,,,,,,
