,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-01,716765,Home Run,home_run,False,656941,642547,Kyle Schwarber,Freddy Peralta,1,0,0,4c85311e-1ed8-4741-97f1-0678eb0a9fee,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-01,716765,Flyout,field_out,True,607208,642547,Trea Turner,Freddy Peralta,0,0,0,455cb140-dd0c-4bd7-b369-d9dd86402069,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-01,716765,Strikeout,strikeout,True,547180,642547,Bryce Harper,Freddy Peralta,0,0,0,45064d97-986c-49ab-b538-49a2b4312add,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-01,716765,Strikeout,strikeout,True,592206,642547,Nick Castellanos,Freddy Peralta,0,0,0,0f8434e8-5ff5-411c-848d-8f10a79c14ca,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-01,716765,Groundout,field_out,True,592885,554430,Christian Yelich,Zack Wheeler,0,0,0,d931f09e-6002-45fb-ba3c-c4ae255100a1,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.12300000000000001,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,84.4,81.4,0.199,,0.264,,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.14400000000000002,-0.63,1.62,90.9,95.2,0.252,0.27,0.198,,,,,,,
5,2023-09-01,716765,Strikeout,strikeout,True,661388,554430,William Contreras,Zack Wheeler,0,0,0,bd0a8f03-f445-4e4c-bbf8-f06d8f4bf211,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.12300000000000001,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,84.4,81.4,0.199,,0.264,,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.14400000000000002,-0.63,1.62,90.9,95.2,0.252,0.27,0.198,,,,,,,
6,2023-09-01,716765,Single,single,False,467793,554430,Carlos Santana,Zack Wheeler,1,1,0,9c48096b-bb61-48e6-b4fc-10fc014f7778,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.12300000000000001,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,84.4,81.4,0.199,,0.264,,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.14400000000000002,-0.63,1.62,90.9,95.2,0.252,0.27,0.198,,,,,,,
7,2023-09-01,716765,Groundout,field_out,True,686217,554430,Sal Frelick,Zack Wheeler,0,0,0,a6ec205d-ea9c-4a45-a6fe-e1f993f974a7,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.12300000000000001,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,84.4,81.4,0.199,,0.264,,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.14400000000000002,-0.63,1.62,90.9,95.2,0.252,0.27,0.198,,,,,,,
8,2023-09-01,716765,Strikeout,strikeout,True,681082,642547,Bryson Stott,Freddy Peralta,0,0,0,10730896-bbf7-4bc4-8bab-d777d2c1546d,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-01,716765,Groundout,field_out,True,664761,642547,Alec Bohm,Freddy Peralta,0,0,0,4faa40a8-3359-4f8f-a055-e0c9408bc4a4,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,
10,2023-09-01,716765,Groundout,field_out,True,592663,642547,J.T. Realmuto,Freddy Peralta,0,0,0,76fb09f1-f14e-40c3-b9d7-ae7794315b08,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,
11,2023-09-01,716765,Flyout,field_out,True,642715,554430,Willy Adames,Zack Wheeler,0,0,0,e26bef1b-35b4-4d20-bc72-46ba18836992,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.12300000000000001,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,84.4,81.4,0.199,,0.264,,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.14400000000000002,-0.63,1.62,90.9,95.2,0.252,0.27,0.198,,,,,,,
12,2023-09-01,716765,Strikeout,strikeout,True,642133,554430,Rowdy Tellez,Zack Wheeler,0,0,0,d629fc80-eaf3-4be5-80dc-358a1d0a79ac,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.12300000000000001,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,84.4,81.4,0.199,,0.264,,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.14400000000000002,-0.63,1.62,90.9,95.2,0.252,0.27,0.198,,,,,,,
13,2023-09-01,716765,Strikeout,strikeout,True,592192,554430,Mark Canha,Zack Wheeler,0,0,0,f539e937-a264-4068-bdb9-34291702f7ee,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.12300000000000001,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,84.4,81.4,0.199,,0.264,,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.14400000000000002,-0.63,1.62,90.9,95.2,0.252,0.27,0.198,,,,,,,
14,2023-09-01,716765,Strikeout,strikeout,True,669016,642547,Brandon Marsh,Freddy Peralta,0,0,0,6e841bf8-9488-48fa-a2ae-5856590865fb,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,
15,2023-09-01,716765,Single,single,False,595909,642547,Jake Cave,Freddy Peralta,0,0,0,ab1dfd7d-0b80-44f7-8164-71910ba27382,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,
