,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vKC,FF_ba,SL_ba,CU_ba,FC_ba,CH_ba,SI_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-07-01,717545,Single,single,False,518934,656427,DJ LeMahieu,Jack Flaherty,0,0,0,b2f8b0cf-439f-4c0e-b07e-8eded9f60dee,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
1,2023-07-01,717545,Strikeout,strikeout,True,641343,656427,Jake Bauers,Jack Flaherty,0,0,0,ae9acbcb-63de-4e83-9af2-4e9ca36c6959,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
2,2023-07-01,717545,Double Play,double_play,True,650402,656427,Gleyber Torres,Jack Flaherty,1,1,1,b6e1228e-5ccc-45f2-8638-fca50e4c30fc,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
3,2023-07-01,717545,Groundout,field_out,True,663457,622663,Lars Nootbaar,Luis Severino,0,0,0,3a2603a6-b494-44dc-9b5b-1dd173940d9d,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,5.41,-2.59,,-1.4,96.5,90.8,95.7,84.7,,0.355,0.289,,0.208,0.279,0.091,,,,,,,
4,2023-07-01,717545,Walk,walk,False,502671,622663,Paul Goldschmidt,Luis Severino,1,0,0,77444a0c-143a-4de2-9fc4-ffb03d2d2d08,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,5.41,-2.59,,-1.4,96.5,90.8,95.7,84.7,,0.355,0.289,,0.208,0.279,0.091,,,,,,,
5,2023-07-01,717545,Strikeout,strikeout,True,669357,622663,Nolan Gorman,Luis Severino,0,0,0,1556e31f-b091-477b-85cc-523f0ef3a961,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,5.41,-2.59,,-1.4,96.5,90.8,95.7,84.7,,0.355,0.289,,0.208,0.279,0.091,,,,,,,
6,2023-07-01,717545,Flyout,field_out,True,571448,622663,Nolan Arenado,Luis Severino,1,0,0,51f219dc-f7b0-4382-83f7-d430d7ba52ba,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,5.41,-2.59,,-1.4,96.5,90.8,95.7,84.7,,0.355,0.289,,0.208,0.279,0.091,,,,,,,
7,2023-07-01,717545,Groundout,field_out,True,519203,656427,Anthony Rizzo,Jack Flaherty,1,0,0,7c7eeef1-218c-484f-8d6c-ca99c38bfe80,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
8,2023-07-01,717545,Lineout,field_out,True,643396,656427,Isiah Kiner-Falefa,Jack Flaherty,0,0,0,fd0db249-01d6-4fed-b57d-898269b629d7,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
9,2023-07-01,717545,Strikeout,strikeout,True,641856,656427,Billy McKinney,Jack Flaherty,0,0,0,eafcf5e8-5225-407f-8f6a-2c2816a1b2d2,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
10,2023-07-01,717545,Groundout,field_out,True,691023,622663,Jordan Walker,Luis Severino,0,0,0,c8d85808-a1dd-4e64-acb2-a3167dc810aa,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,5.41,-2.59,,-1.4,96.5,90.8,95.7,84.7,,0.355,0.289,,0.208,0.279,0.091,,,,,,,
11,2023-07-01,717545,Groundout,field_out,True,676475,622663,Alec Burleson,Luis Severino,0,0,0,ce3b4950-db52-4df7-ba49-9788c8592668,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,5.41,-2.59,,-1.4,96.5,90.8,95.7,84.7,,0.355,0.289,,0.208,0.279,0.091,,,,,,,
12,2023-07-01,717545,Groundout,field_out,True,657557,622663,Paul DeJong,Luis Severino,1,0,0,ef467484-c686-4cc5-b47b-0fc9645244c4,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,5.41,-2.59,,-1.4,96.5,90.8,95.7,84.7,,0.355,0.289,,0.208,0.279,0.091,,,,,,,
13,2023-07-01,717545,Strikeout,strikeout,True,683011,656427,Anthony Volpe,Jack Flaherty,0,0,0,9acf3bff-0622-46bd-9ae1-54136baf71a0,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
14,2023-07-01,717545,Groundout,field_out,True,665828,656427,Oswaldo Cabrera,Jack Flaherty,0,0,0,0386ae35-6871-4238-9164-a09ab8f00852,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
15,2023-07-01,717545,Single,single,False,543309,656427,Kyle Higashioka,Jack Flaherty,0,0,0,7c482a9b-e62f-4458-90be-eb4d52c35c57,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
16,2023-07-01,717545,Walk,walk,False,518934,656427,DJ LeMahieu,Jack Flaherty,1,0,1,f1fa7f22-5931-411e-b256-b848b07e41ac,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
17,2023-07-01,717545,Flyout,field_out,True,641343,656427,Jake Bauers,Jack Flaherty,0,0,0,f919db62-664c-4d48-a13c-412f5f37010e,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.41700000000000004,0.091,0.24600000000000002,0.19399999999999998,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,90.1,84.2,76.2,0.29,0.339,0.204,0.318,0.154,0.333,,,,,,,
