,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,FF_ba,CH_ba,SL_ba,CU_ba,SI_ba,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,Stf+ CU,Loc+ CU,Pit+ CU
0,2023-07-18,717356,Flyout,field_out,True,628451,663738,Andy Ibáñez,Daniel Lynch IV,0,0,0,011118d6-1236-49f0-a723-582e19fda95f,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-18,717356,Single,single,False,663837,663738,Matt Vierling,Daniel Lynch IV,0,0,0,5959ad1b-72d6-4f8b-b78e-5f5e4dc44c8f,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-18,717356,Home Run,home_run,False,679529,663738,Spencer Torkelson,Daniel Lynch IV,0,0,1,79bcbade-238f-4dbc-9922-d1d7380284fa,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-18,717356,Groundout,field_out,True,681481,663738,Kerry Carpenter,Daniel Lynch IV,0,0,0,ee5bd208-a179-4fd1-9e7e-64ff430f84bd,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-18,717356,Groundout,field_out,True,668670,663738,Jake Rogers,Daniel Lynch IV,0,0,0,6e701534-2374-4830-bce9-944ace58ca90,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-18,717356,Strikeout,strikeout,True,672580,669373,Maikel Garcia,Tarik Skubal,0,0,0,5e880f42-6229-4f7f-aeed-b1925378d8be,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,0.206,0.167,0.224,0.143,0.229,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,,,,,,,,,,,,,,,,,,,,,
6,2023-07-18,717356,Groundout,field_out,True,677951,669373,Bobby Witt Jr.,Tarik Skubal,0,0,0,b8c2b5b6-95f8-4891-9f8a-174777a06a8f,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,0.206,0.167,0.224,0.143,0.229,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,,,,,,,,,,,,,,,,,,,,,
7,2023-07-18,717356,Groundout,field_out,True,669004,669373,MJ Melendez,Tarik Skubal,0,0,0,f19c26a2-1c64-40bc-95d9-9effe06be1a2,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,0.206,0.167,0.224,0.143,0.229,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,,,,,,,,,,,,,,,,,,,,,
8,2023-07-18,717356,Single,single,False,595879,663738,Javier Báez,Daniel Lynch IV,0,0,0,34a57cc4-7a9c-4e84-9152-991e0e293dda,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-18,717356,Walk,walk,False,408234,663738,Miguel Cabrera,Daniel Lynch IV,1,0,1,b1bdd976-0e00-4426-a02b-f6efa2cab0ea,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
