,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,FC_ba,ST_ba
0,2023-07-18,717362,Groundout,field_out,True,673490,666201,Ha-Seong Kim,Alek Manoah,1,1,0,2dd573bb-08f0-4e45-ac98-5937dbd2baf3,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
1,2023-07-18,717362,Walk,walk,False,665487,666201,Fernando Tatis Jr.,Alek Manoah,1,0,0,f412401a-3d76-4316-81ed-cfedf402ea47,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
2,2023-07-18,717362,Home Run,home_run,False,665742,666201,Juan Soto,Alek Manoah,1,1,1,b5c11c3a-2386-4a61-90e5-a390b8a98002,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
3,2023-07-18,717362,Pop Out,field_out,True,592518,666201,Manny Machado,Alek Manoah,1,1,0,8c37850a-738c-4d56-a922-34f8d8901b66,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
4,2023-07-18,717362,Walk,walk,False,593428,666201,Xander Bogaerts,Alek Manoah,0,0,0,bae15e05-2044-48ed-8ad1-097bdb344b7c,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
5,2023-07-18,717362,Groundout,field_out,True,630105,666201,Jake Cronenworth,Alek Manoah,1,0,0,b6c5b977-d996-4b92-8d40-1d870e8d6bf4,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
6,2023-07-18,717362,Single,single,False,543807,605397,George Springer,Joe Musgrove,1,0,0,9a62cc23-ebe2-40ab-8ca6-ab896b88f835,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.43799999999999994,0.154,0.254,0.414,87.1,101.0,102.0,100.0,80.0,105.0,98.0,109.0,98.0,78.0,117.0,110.0,111.0,0.054000000000000006,0.245,0.145,0.114,1.77,3.35,-2.03,-0.63,93.1,92.8,82.2,0.261,0.205,0.281,0.267,134.0,107.0,110.0,102.0,99.0,98.0,0.204,0.239,1.68,0.77,90.1,81.3,0.207,0.302,
7,2023-07-18,717362,Single,single,False,666182,605397,Bo Bichette,Joe Musgrove,0,0,1,da8801ff-18f5-46d5-a4a3-7ee6c1e1b9de,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.43799999999999994,0.154,0.254,0.414,87.1,101.0,102.0,100.0,80.0,105.0,98.0,109.0,98.0,78.0,117.0,110.0,111.0,0.054000000000000006,0.245,0.145,0.114,1.77,3.35,-2.03,-0.63,93.1,92.8,82.2,0.261,0.205,0.281,0.267,134.0,107.0,110.0,102.0,99.0,98.0,0.204,0.239,1.68,0.77,90.1,81.3,0.207,0.302,
8,2023-07-18,717362,Strikeout,strikeout,True,474832,605397,Brandon Belt,Joe Musgrove,0,0,0,dfa1f4fc-0f1c-474d-9cf3-f40a4394588d,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.43799999999999994,0.154,0.254,0.414,87.1,101.0,102.0,100.0,80.0,105.0,98.0,109.0,98.0,78.0,117.0,110.0,111.0,0.054000000000000006,0.245,0.145,0.114,1.77,3.35,-2.03,-0.63,93.1,92.8,82.2,0.261,0.205,0.281,0.267,134.0,107.0,110.0,102.0,99.0,98.0,0.204,0.239,1.68,0.77,90.1,81.3,0.207,0.302,
9,2023-07-18,717362,Strikeout,strikeout,True,665489,605397,Vladimir Guerrero Jr.,Joe Musgrove,0,0,0,f334d65b-390a-4443-904a-1bc7af8fd8c4,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.43799999999999994,0.154,0.254,0.414,87.1,101.0,102.0,100.0,80.0,105.0,98.0,109.0,98.0,78.0,117.0,110.0,111.0,0.054000000000000006,0.245,0.145,0.114,1.77,3.35,-2.03,-0.63,93.1,92.8,82.2,0.261,0.205,0.281,0.267,134.0,107.0,110.0,102.0,99.0,98.0,0.204,0.239,1.68,0.77,90.1,81.3,0.207,0.302,
