,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,FF_ba,CH_ba,SL_ba,SI_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-09-09,716658,Single,single,False,641313,669373,Tim Anderson,Tarik Skubal,1,0,0,b041fc46-156c-45d5-a8f1-ef9de768d1e6,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,
1,2023-09-09,716658,Fielders Choice,fielders_choice,False,643217,669373,Andrew Benintendi,Tarik Skubal,0,0,1,99466c97-1d9c-4536-ba38-c89a6f98e198,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,
2,2023-09-09,716658,Strikeout,strikeout,True,673357,669373,Luis Robert Jr.,Tarik Skubal,0,0,0,e2a83567-60ae-47e4-a963-010cc35e6e45,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,
3,2023-09-09,716658,Lineout,field_out,True,650391,669373,Eloy Jiménez,Tarik Skubal,1,1,1,55668cb2-e9d6-4804-98ed-9132f263c517,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,
4,2023-09-09,716658,Strikeout,strikeout,True,660162,669373,Yoán Moncada,Tarik Skubal,0,0,0,7aab6ecb-10af-4131-8bf5-9948615499a2,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,
5,2023-09-09,716658,Strikeout,strikeout,True,668731,570632,Akil Baddoo,José Ureña,0,0,0,1cd27427-e796-4dce-b1ad-0659af71c64f,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,,,,0.28800000000000003,0.217,0.253,,0.243,-4.06,-1.62,-0.94,,-0.46,95.4,95.0,86.2,,0.351,0.22,0.214,0.339,,,,,,,
6,2023-09-09,716658,Single,single,False,656716,570632,Zach McKinstry,José Ureña,0,0,0,befc5217-e4d1-4251-af4c-5aac2c402d03,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,,,,0.28800000000000003,0.217,0.253,,0.243,-4.06,-1.62,-0.94,,-0.46,95.4,95.0,86.2,,0.351,0.22,0.214,0.339,,,,,,,
7,2023-09-09,716658,Single,single,False,679529,570632,Spencer Torkelson,José Ureña,0,0,1,d0fdd64c-826f-4372-878e-8f73400904c1,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,,,,0.28800000000000003,0.217,0.253,,0.243,-4.06,-1.62,-0.94,,-0.46,95.4,95.0,86.2,,0.351,0.22,0.214,0.339,,,,,,,
8,2023-09-09,716658,Forceout,force_out,True,681481,570632,Kerry Carpenter,José Ureña,0,0,1,7126edea-1905-43f6-911b-75dde8efe659,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,,,,0.28800000000000003,0.217,0.253,,0.243,-4.06,-1.62,-0.94,,-0.46,95.4,95.0,86.2,,0.351,0.22,0.214,0.339,,,,,,,
9,2023-09-09,716658,Walk,walk,False,663837,570632,Matt Vierling,José Ureña,1,0,1,149dedb3-0fe7-4acd-8a85-0dfc2fb1be95,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,,,,0.28800000000000003,0.217,0.253,,0.243,-4.06,-1.62,-0.94,,-0.46,95.4,95.0,86.2,,0.351,0.22,0.214,0.339,,,,,,,
