,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,SL_ba,FF_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,ST_ba,SI_ba,FC_ba
0,2023-04-27,718396,Groundout,field_out,True,650490,656302,Yandy Díaz,Dylan Cease,1,1,0,3b9efb42-d7bc-437e-a2fb-b62e06bab273,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
1,2023-04-27,718396,Single,single,False,677551,656302,Wander Franco,Dylan Cease,0,0,0,5f44f22b-d319-42ef-be3a-18841311b5eb,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
2,2023-04-27,718396,Strikeout,strikeout,True,668227,656302,Randy Arozarena,Dylan Cease,0,0,1,9c5d33ba-e86b-4b8f-b88c-5b376914dfa3,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
3,2023-04-27,718396,Strikeout,strikeout,True,643217,663556,Andrew Benintendi,Shane McClanahan,0,0,0,d553121b-1e73-42a2-824c-3443f590f0bf,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.261,0.269,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
4,2023-04-27,718396,Single,single,False,683734,663556,Andrew Vaughn,Shane McClanahan,1,0,0,daf00245-4d7b-418e-9593-ac31fb7879a3,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.261,0.269,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
5,2023-04-27,718396,Walk,walk,False,673357,663556,Luis Robert Jr.,Shane McClanahan,1,0,1,78abdff2-3175-4b85-b4b7-49917047d6f9,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.261,0.269,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
6,2023-04-27,718396,Groundout,field_out,True,650391,663556,Eloy Jiménez,Shane McClanahan,1,0,1,8651716b-331e-482a-a752-dd1f00a9a6bb,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.261,0.269,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
7,2023-04-27,718396,Lineout,field_out,True,518735,663556,Yasmani Grandal,Shane McClanahan,0,0,0,ab6aa3f6-6a7a-49cd-81c9-b2f56a34f609,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.261,0.269,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
8,2023-04-27,718396,Triple,triple,False,664040,656302,Brandon Lowe,Dylan Cease,1,0,0,85e3ef11-f9de-46aa-b530-cbca6a1ffbf4,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
9,2023-04-27,718396,Single,single,False,670623,656302,Isaac Paredes,Dylan Cease,0,0,1,30503302-5ef0-4bba-8f79-620ad0c3d7aa,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
10,2023-04-27,718396,Single,single,False,666139,656302,Josh Lowe,Dylan Cease,0,0,1,14c5163a-fd1f-4392-aea8-35eec69973a3,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
11,2023-04-27,718396,Strikeout,strikeout,True,670764,656302,Taylor Walls,Dylan Cease,0,0,0,f95037d7-227c-4ba8-a0ad-33edecc76277,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
12,2023-04-27,718396,Double,double,False,670042,656302,Luke Raley,Dylan Cease,0,0,1,b7f82b7c-5e7b-45f5-a307-1858cec87687,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
13,2023-04-27,718396,Flyout,field_out,True,642336,656302,Francisco Mejía,Dylan Cease,0,0,0,50993d7c-33f5-4ad4-8c02-12a14abdcd9e,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
14,2023-04-27,718396,Walk,walk,False,650490,656302,Yandy Díaz,Dylan Cease,1,0,0,f9ef0b31-3799-4d6f-9812-9b69d8d64559,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
15,2023-04-27,718396,Groundout,field_out,True,677551,656302,Wander Franco,Dylan Cease,1,1,0,ebfcb903-f97a-4e1e-b6a7-62c1760c1598,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
16,2023-04-27,718396,Walk,walk,False,669394,663556,Jake Burger,Shane McClanahan,0,0,0,32b99cf9-49d3-4ab3-90d5-54c0dc9a7932,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.261,0.269,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
17,2023-04-27,718396,Flyout,field_out,True,462101,663556,Elvis Andrus,Shane McClanahan,1,1,0,9b43aa39-2c99-4e4d-acb2-f1bc9b117d1b,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.261,0.269,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
18,2023-04-27,718396,Strikeout,strikeout,True,693049,663556,Oscar Colás,Shane McClanahan,0,0,0,58713b34-195b-4f7a-8519-70c088257e63,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.261,0.269,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
19,2023-04-27,718396,Double,double,False,672820,663556,Lenyn Sosa,Shane McClanahan,0,0,1,54426d53-b560-4a0d-ae5d-8880fc6098f0,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.261,0.269,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
20,2023-04-27,718396,Groundout,field_out,True,643217,663556,Andrew Benintendi,Shane McClanahan,0,0,0,d0cfee08-341e-4b0e-91f9-a8a7eeaab414,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.261,0.269,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
21,2023-04-27,718396,Flyout,field_out,True,668227,656302,Randy Arozarena,Dylan Cease,0,0,0,237a4a70-4da7-4816-8abe-ef84665f0aa3,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
22,2023-04-27,718396,Home Run,home_run,False,664040,656302,Brandon Lowe,Dylan Cease,1,1,0,7720e350-60f0-4cfc-8f36-55fb23e1d630,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
23,2023-04-27,718396,Groundout,field_out,True,670623,656302,Isaac Paredes,Dylan Cease,0,0,0,e8cc0c6a-fb23-4a13-9ccd-03ea8f0bec9b,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,
