,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,SL_ba,CU_ba,FC_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-23,718058,Flyout,field_out,True,656775,543037,Cedric Mullins,Gerrit Cole,0,0,0,909f6f30-e556-48fa-8032-f64640c320ce,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
1,2023-05-23,718058,Flyout,field_out,True,668939,543037,Adley Rutschman,Gerrit Cole,0,0,0,36b192a5-54a6-4b61-9480-5a5d275e2e9f,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
2,2023-05-23,718058,Walk,walk,False,623993,543037,Anthony Santander,Gerrit Cole,1,0,0,4e1ba90d-4cee-4666-a126-36c967b5231e,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
3,2023-05-23,718058,Walk,walk,False,663624,543037,Ryan Mountcastle,Gerrit Cole,1,0,1,8d3d3d87-8191-4fa4-861e-3fb6da1c40c6,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
4,2023-05-23,718058,Double,double,False,624428,543037,Adam Frazier,Gerrit Cole,1,0,1,b6b9596a-2c2e-43b8-b803-cee13a31c14f,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
5,2023-05-23,718058,Lineout,field_out,True,669720,543037,Austin Hays,Gerrit Cole,0,0,0,29f2cafb-f9dc-4ff5-994f-3b2ca38d4c55,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
6,2023-05-23,718058,Walk,walk,False,650402,680694,Gleyber Torres,Kyle Bradish,1,0,0,c8dedcfa-a377-42e6-b1c3-d595a920d318,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,101.0,96.0,96.0,171.0,105.0,116.0,,,,,,,0.22399999999999998,,0.313,,0.083,-1.0,,1.77,,-0.36,94.5,,88.1,,0.366,0.168,0.142,,0.259,135.0,105.0,109.0,88.0,104.0,98.0,0.207,0.17300000000000001,1.53,3.99,95.0,84.8,0.23,,,,,,,,
7,2023-05-23,718058,Walk,walk,False,592450,680694,Aaron Judge,Kyle Bradish,0,0,1,eda38fa8-33ee-43f5-84e0-1d81cd5bbab5,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,101.0,96.0,96.0,171.0,105.0,116.0,,,,,,,0.22399999999999998,,0.313,,0.083,-1.0,,1.77,,-0.36,94.5,,88.1,,0.366,0.168,0.142,,0.259,135.0,105.0,109.0,88.0,104.0,98.0,0.207,0.17300000000000001,1.53,3.99,95.0,84.8,0.23,,,,,,,,
8,2023-05-23,718058,Strikeout,strikeout,True,519203,680694,Anthony Rizzo,Kyle Bradish,0,0,0,ccafaab4-0fca-46a1-b515-fbf6517de476,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,101.0,96.0,96.0,171.0,105.0,116.0,,,,,,,0.22399999999999998,,0.313,,0.083,-1.0,,1.77,,-0.36,94.5,,88.1,,0.366,0.168,0.142,,0.259,135.0,105.0,109.0,88.0,104.0,98.0,0.207,0.17300000000000001,1.53,3.99,95.0,84.8,0.23,,,,,,,,
9,2023-05-23,718058,Grounded Into DP,grounded_into_double_play,True,518934,680694,DJ LeMahieu,Kyle Bradish,0,0,1,bb6399f1-3ac6-49a5-8034-7392d0b20904,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,101.0,96.0,96.0,171.0,105.0,116.0,,,,,,,0.22399999999999998,,0.313,,0.083,-1.0,,1.77,,-0.36,94.5,,88.1,,0.366,0.168,0.142,,0.259,135.0,105.0,109.0,88.0,104.0,98.0,0.207,0.17300000000000001,1.53,3.99,95.0,84.8,0.23,,,,,,,,
