,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-21,716908,Double,double,False,657077,664299,Alex Verdugo,Cristian Javier,1,1,0,14998d85-4eb7-498d-9d96-97c983d2ae77,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-21,716908,Pop Out,field_out,True,646240,664299,Rafael Devers,Cristian Javier,1,1,0,dd44a0bc-0f14-4ac3-84f0-d8e44f626024,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-21,716908,Single,single,False,807799,664299,Masataka Yoshida,Cristian Javier,1,1,1,e0f85504-0677-469c-9049-5e586ec92fd2,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-21,716908,Lineout,field_out,True,671213,664299,Triston Casas,Cristian Javier,0,0,0,c639dcd7-3e79-4a2a-9108-11c443241fe6,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-21,716908,Home Run,home_run,False,594807,664299,Adam Duvall,Cristian Javier,0,0,1,8a11811a-a32f-4ff6-8513-ff2befae4dcb,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-21,716908,Strikeout,strikeout,True,596115,664299,Trevor Story,Cristian Javier,0,0,0,b891ae5d-8ec0-406c-9607-6e6e117eb881,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-08-21,716908,Single,single,False,514888,572020,Jose Altuve,James Paxton,0,0,0,bdee9a9d-523e-44e3-91b4-67f1db14f96c,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,,,,87.0,93.0,94.0,0.5660000000000001,,0.195,0.067,0.04,,-0.31,-0.96,95.2,,81.3,0.269,,0.231,0.316,98.0,92.0,90.0,63.0,101.0,91.0,0.006999999999999999,0.165,-0.15,-0.01,85.8,94.9,0.191,,,,,,,,,,,,,,,
7,2023-08-21,716908,Walk,walk,False,608324,572020,Alex Bregman,James Paxton,0,0,1,9b23da7a-4e54-4bd2-83d9-7ab07e9d0e2e,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,,,,87.0,93.0,94.0,0.5660000000000001,,0.195,0.067,0.04,,-0.31,-0.96,95.2,,81.3,0.269,,0.231,0.316,98.0,92.0,90.0,63.0,101.0,91.0,0.006999999999999999,0.165,-0.15,-0.01,85.8,94.9,0.191,,,,,,,,,,,,,,,
8,2023-08-21,716908,Catcher Interference,catcher_interf,False,663656,572020,Kyle Tucker,James Paxton,1,1,1,d7892320-f6ee-4362-9491-065760397157,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,,,,87.0,93.0,94.0,0.5660000000000001,,0.195,0.067,0.04,,-0.31,-0.96,95.2,,81.3,0.269,,0.231,0.316,98.0,92.0,90.0,63.0,101.0,91.0,0.006999999999999999,0.165,-0.15,-0.01,85.8,94.9,0.191,,,,,,,,,,,,,,,
9,2023-08-21,716908,Sac Fly,sac_fly,True,670541,572020,Yordan Alvarez,James Paxton,0,0,1,1899b7da-0b5c-4c02-b47d-bd96b22faa50,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,,,,87.0,93.0,94.0,0.5660000000000001,,0.195,0.067,0.04,,-0.31,-0.96,95.2,,81.3,0.269,,0.231,0.316,98.0,92.0,90.0,63.0,101.0,91.0,0.006999999999999999,0.165,-0.15,-0.01,85.8,94.9,0.191,,,,,,,,,,,,,,,
