,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,SI_ba,ST_ba,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-09,717829,Single,single,False,657041,700363,Lane Thomas,AJ Smith-Shawver,0,0,0,1484d7a9-a8b6-4de6-b099-460fa1b5e00b,700363.0,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,4.26,3.79,25.1,93.0,88.0,91.0,0.8009999999999999,7.11,3.91,6.04,2.49,0.68,0.27399999999999997,0.425,0.16399999999999998,0.32899999999999996,0.39399999999999996,86.1,74.0,105.0,106.0,84.0,96.0,96.0,90.0,95.0,90.0,91.0,80.0,83.0,0.54,0.233,0.121,0.106,0.48,-0.4,-3.2,4.57,94.5,84.9,76.8,0.196,0.133,0.364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-09,717829,Single,single,False,671277,700363,Luis García Jr.,AJ Smith-Shawver,1,1,1,ee0cc51b-dded-44df-be9e-df232b72ef91,700363.0,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,4.26,3.79,25.1,93.0,88.0,91.0,0.8009999999999999,7.11,3.91,6.04,2.49,0.68,0.27399999999999997,0.425,0.16399999999999998,0.32899999999999996,0.39399999999999996,86.1,74.0,105.0,106.0,84.0,96.0,96.0,90.0,95.0,90.0,91.0,80.0,83.0,0.54,0.233,0.121,0.106,0.48,-0.4,-3.2,4.57,94.5,84.9,76.8,0.196,0.133,0.364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-09,717829,Flyout,field_out,True,608841,700363,Joey Meneses,AJ Smith-Shawver,0,0,0,cb6f1dc3-fd91-4e39-9d13-787b4d93801b,700363.0,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,4.26,3.79,25.1,93.0,88.0,91.0,0.8009999999999999,7.11,3.91,6.04,2.49,0.68,0.27399999999999997,0.425,0.16399999999999998,0.32899999999999996,0.39399999999999996,86.1,74.0,105.0,106.0,84.0,96.0,96.0,90.0,95.0,90.0,91.0,80.0,83.0,0.54,0.233,0.121,0.106,0.48,-0.4,-3.2,4.57,94.5,84.9,76.8,0.196,0.133,0.364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-09,717829,Pop Out,field_out,True,600869,700363,Jeimer Candelario,AJ Smith-Shawver,1,1,1,3a10d655-e142-4866-9694-2d5c9a1583bc,700363.0,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,4.26,3.79,25.1,93.0,88.0,91.0,0.8009999999999999,7.11,3.91,6.04,2.49,0.68,0.27399999999999997,0.425,0.16399999999999998,0.32899999999999996,0.39399999999999996,86.1,74.0,105.0,106.0,84.0,96.0,96.0,90.0,95.0,90.0,91.0,80.0,83.0,0.54,0.233,0.121,0.106,0.48,-0.4,-3.2,4.57,94.5,84.9,76.8,0.196,0.133,0.364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-09,717829,Flyout,field_out,True,660670,680686,Ronald Acuña Jr.,Josiah Gray,0,0,0,652daa3f-49d8-426e-abfd-7012f6320827,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,,,,
5,2023-06-09,717829,Groundout,field_out,True,621566,680686,Matt Olson,Josiah Gray,0,0,0,ae5937a7-39cb-4b15-85f8-d3f71c5bc0f8,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,,,,
6,2023-06-09,717829,Walk,walk,False,663586,680686,Austin Riley,Josiah Gray,0,0,0,51b839b3-31ea-4474-8b81-46ced8a3b07d,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,,,,
7,2023-06-09,717829,Walk,walk,False,669221,680686,Sean Murphy,Josiah Gray,1,0,1,e5d1e8eb-47fb-44f7-9ca9-08d90e559c7b,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,,,,
8,2023-06-09,717829,Strikeout,strikeout,True,592696,680686,Eddie Rosario,Josiah Gray,0,0,1,b1d0f919-8331-4c1b-b434-7b62331109a2,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,,,,
9,2023-06-09,717829,Flyout,field_out,True,642086,700363,Dominic Smith,AJ Smith-Shawver,1,0,0,f3bfc4f0-531d-4d1f-8dc1-91b5f405012f,700363.0,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,4.26,3.79,25.1,93.0,88.0,91.0,0.8009999999999999,7.11,3.91,6.04,2.49,0.68,0.27399999999999997,0.425,0.16399999999999998,0.32899999999999996,0.39399999999999996,86.1,74.0,105.0,106.0,84.0,96.0,96.0,90.0,95.0,90.0,91.0,80.0,83.0,0.54,0.233,0.121,0.106,0.48,-0.4,-3.2,4.57,94.5,84.9,76.8,0.196,0.133,0.364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
