,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SI_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,CU_ba,ST_ba
0,2023-04-16,718545,Strikeout,strikeout,True,595777,622491,Jurickson Profar,Luis Castillo,0,0,0,b4597b49-fcfc-4a01-96bb-05b7f3f1341f,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,
1,2023-04-16,718545,Groundout,field_out,True,592178,622491,Kris Bryant,Luis Castillo,0,0,0,d1bba33e-11e2-4279-a146-e6e0e478fde6,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,
2,2023-04-16,718545,Flyout,field_out,True,453568,622491,Charlie Blackmon,Luis Castillo,0,0,0,76816115-9e6b-4c60-a901-ed34818738f0,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,
3,2023-04-16,718545,Strikeout,strikeout,True,677594,663562,Julio Rodríguez,Noah Davis,0,0,0,a1f65cd0-30ff-41a5-9447-81cd771000a6,663562.0,noahdavis,Davis,Right,Noah Davis,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.45899999999999996,84.7,82.0,81.0,79.0,63.0,89.0,80.0,75.0,97.0,86.0,103.0,99.0,102.0,0.504,0.017,0.14300000000000002,0.092,1.13,-2.48,0.59,-7.33,91.0,93.5,83.8,0.333,0.4,0.077,0.533,110.0,77.0,95.0,95.0,102.0,95.0,0.17,0.075,0.75,-2.62,88.3,78.4,0.2,0.267,
4,2023-04-16,718545,Groundout,field_out,True,664034,663562,Ty France,Noah Davis,1,1,0,e38ad406-5eaa-4b76-a51d-0b9baf8abb57,663562.0,noahdavis,Davis,Right,Noah Davis,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.45899999999999996,84.7,82.0,81.0,79.0,63.0,89.0,80.0,75.0,97.0,86.0,103.0,99.0,102.0,0.504,0.017,0.14300000000000002,0.092,1.13,-2.48,0.59,-7.33,91.0,93.5,83.8,0.333,0.4,0.077,0.533,110.0,77.0,95.0,95.0,102.0,95.0,0.17,0.075,0.75,-2.62,88.3,78.4,0.2,0.267,
5,2023-04-16,718545,Strikeout,strikeout,True,553993,663562,Eugenio Suárez,Noah Davis,0,0,0,5808ec8f-c945-4564-9eaa-869747aee441,663562.0,noahdavis,Davis,Right,Noah Davis,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.45899999999999996,84.7,82.0,81.0,79.0,63.0,89.0,80.0,75.0,97.0,86.0,103.0,99.0,102.0,0.504,0.017,0.14300000000000002,0.092,1.13,-2.48,0.59,-7.33,91.0,93.5,83.8,0.333,0.4,0.077,0.533,110.0,77.0,95.0,95.0,102.0,95.0,0.17,0.075,0.75,-2.62,88.3,78.4,0.2,0.267,
6,2023-04-16,718545,Strikeout,strikeout,True,543068,622491,C.J. Cron,Luis Castillo,0,0,0,9c2d476d-d490-47b9-b088-1276fb523ff0,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,
7,2023-04-16,718545,Strikeout,strikeout,True,641857,622491,Ryan McMahon,Luis Castillo,0,0,0,587bbef0-c453-4971-94c4-5dfc6c674ac1,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,
8,2023-04-16,718545,Strikeout,strikeout,True,660707,622491,Elehuris Montero,Luis Castillo,0,0,0,fa6ec81a-da81-498b-9f3a-735f98ea01ff,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,
9,2023-04-16,718545,Flyout,field_out,True,663728,663562,Cal Raleigh,Noah Davis,0,0,0,0ac89e41-da21-422c-96a0-e43ebd2b7bd9,663562.0,noahdavis,Davis,Right,Noah Davis,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.45899999999999996,84.7,82.0,81.0,79.0,63.0,89.0,80.0,75.0,97.0,86.0,103.0,99.0,102.0,0.504,0.017,0.14300000000000002,0.092,1.13,-2.48,0.59,-7.33,91.0,93.5,83.8,0.333,0.4,0.077,0.533,110.0,77.0,95.0,95.0,102.0,95.0,0.17,0.075,0.75,-2.62,88.3,78.4,0.2,0.267,
