,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CU_ba,FC_ba,FF_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SI_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba
0,2023-05-02,718336,Strikeout,strikeout,True,669720,642232,Austin Hays,Ryan Yarbrough,0,0,0,1427c59b-2e9c-49d1-9e20-6b6e4d06e6fe,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-02,718336,Strikeout,strikeout,True,668939,642232,Adley Rutschman,Ryan Yarbrough,0,0,0,c7e9076b-357c-487c-b479-26db9fe07f86,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-02,718336,Strikeout,strikeout,True,663624,642232,Ryan Mountcastle,Ryan Yarbrough,0,0,0,b90f23fb-aa3f-4b5e-97f4-23744b698da7,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-02,718336,Home Run,home_run,False,677951,669330,Bobby Witt Jr.,Tyler Wells,1,1,0,a75535bc-4340-49b8-925d-fb8c59114115,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,,,,85.0,100.0,96.0,,0.377,0.195,0.078,0.185,0.59,0.67,,0.41,0.43,92.5,88.7,,74.1,0.217,0.212,0.2,0.196,84.0,102.0,99.0,88.0,108.0,103.0,0.16399999999999998,1.18,84.0,0.149,,,,,,,,,,,,,,,
4,2023-05-02,718336,Lineout,field_out,True,686469,669330,Vinnie Pasquantino,Tyler Wells,1,0,0,9cec8ca9-de0d-4a5a-811c-a20c7f188640,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,,,,85.0,100.0,96.0,,0.377,0.195,0.078,0.185,0.59,0.67,,0.41,0.43,92.5,88.7,,74.1,0.217,0.212,0.2,0.196,84.0,102.0,99.0,88.0,108.0,103.0,0.16399999999999998,1.18,84.0,0.149,,,,,,,,,,,,,,,
5,2023-05-02,718336,Walk,walk,False,521692,669330,Salvador Perez,Tyler Wells,1,0,0,d923678e-1174-402f-8262-da7ac00bf73a,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,,,,85.0,100.0,96.0,,0.377,0.195,0.078,0.185,0.59,0.67,,0.41,0.43,92.5,88.7,,74.1,0.217,0.212,0.2,0.196,84.0,102.0,99.0,88.0,108.0,103.0,0.16399999999999998,1.18,84.0,0.149,,,,,,,,,,,,,,,
6,2023-05-02,718336,Home Run,home_run,False,669004,669330,MJ Melendez,Tyler Wells,0,0,1,f478f55f-6d5d-4b96-b7c9-c056df6302ac,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,,,,85.0,100.0,96.0,,0.377,0.195,0.078,0.185,0.59,0.67,,0.41,0.43,92.5,88.7,,74.1,0.217,0.212,0.2,0.196,84.0,102.0,99.0,88.0,108.0,103.0,0.16399999999999998,1.18,84.0,0.149,,,,,,,,,,,,,,,
7,2023-05-02,718336,Pop Out,field_out,True,658668,669330,Edward Olivares,Tyler Wells,1,0,0,25925161-20c2-46dd-b06d-25098f3bad30,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,,,,85.0,100.0,96.0,,0.377,0.195,0.078,0.185,0.59,0.67,,0.41,0.43,92.5,88.7,,74.1,0.217,0.212,0.2,0.196,84.0,102.0,99.0,88.0,108.0,103.0,0.16399999999999998,1.18,84.0,0.149,,,,,,,,,,,,,,,
8,2023-05-02,718336,Strikeout,strikeout,True,668472,669330,Nick Pratto,Tyler Wells,0,0,0,9496aba2-cfd8-48a7-bc62-8117bd1098e9,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,,,,85.0,100.0,96.0,,0.377,0.195,0.078,0.185,0.59,0.67,,0.41,0.43,92.5,88.7,,74.1,0.217,0.212,0.2,0.196,84.0,102.0,99.0,88.0,108.0,103.0,0.16399999999999998,1.18,84.0,0.149,,,,,,,,,,,,,,,
9,2023-05-02,718336,Strikeout,strikeout,True,623993,642232,Anthony Santander,Ryan Yarbrough,0,0,0,95ec10d4-eeac-4764-b4d7-805763a1281f,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-05-02,718336,Strikeout,strikeout,True,622761,642232,Jorge Mateo,Ryan Yarbrough,0,0,0,31e0d6ff-e378-4aa6-b753-9348d67e3765,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-05-02,718336,Groundout,field_out,True,543510,642232,James McCann,Ryan Yarbrough,1,1,0,088c53bb-9d73-42c8-a03e-3412f79a93a7,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-05-02,718336,Strikeout,strikeout,True,686681,669330,Michael Massey,Tyler Wells,0,0,0,583b11cc-3b43-40f3-aa88-3385baf4194e,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,,,,85.0,100.0,96.0,,0.377,0.195,0.078,0.185,0.59,0.67,,0.41,0.43,92.5,88.7,,74.1,0.217,0.212,0.2,0.196,84.0,102.0,99.0,88.0,108.0,103.0,0.16399999999999998,1.18,84.0,0.149,,,,,,,,,,,,,,,
13,2023-05-02,718336,Groundout,field_out,True,672580,669330,Maikel Garcia,Tyler Wells,0,0,0,3abbc3dc-68a4-4eab-86c8-5865137bd4d7,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,,,,85.0,100.0,96.0,,0.377,0.195,0.078,0.185,0.59,0.67,,0.41,0.43,92.5,88.7,,74.1,0.217,0.212,0.2,0.196,84.0,102.0,99.0,88.0,108.0,103.0,0.16399999999999998,1.18,84.0,0.149,,,,,,,,,,,,,,,
14,2023-05-02,718336,Groundout,field_out,True,664728,669330,Kyle Isbel,Tyler Wells,1,0,0,00f05da8-ee08-4f98-8e69-2efa83dc0b49,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,,,,85.0,100.0,96.0,,0.377,0.195,0.078,0.185,0.59,0.67,,0.41,0.43,92.5,88.7,,74.1,0.217,0.212,0.2,0.196,84.0,102.0,99.0,88.0,108.0,103.0,0.16399999999999998,1.18,84.0,0.149,,,,,,,,,,,,,,,
15,2023-05-02,718336,Flyout,field_out,True,683002,642232,Gunnar Henderson,Ryan Yarbrough,1,0,0,3246dc39-96ea-4fbf-844a-3fe3b2dc3bf3,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
16,2023-05-02,718336,Groundout,field_out,True,602104,642232,Ramón Urías,Ryan Yarbrough,1,0,0,a2cc4104-842d-4242-908a-6bdd9c47e84a,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
17,2023-05-02,718336,Groundout,field_out,True,656775,642232,Cedric Mullins,Ryan Yarbrough,0,0,0,1df095f1-af24-486b-a7ad-1ab285867a64,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
