,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FS_ba,FC_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,SI_ba,CH_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-12,718595,Strikeout,strikeout,True,669004,543135,MJ Melendez,Nathan Eovaldi,0,0,0,c44ea177-c478-4458-aec2-ff1e0f5a5e26,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
1,2023-04-12,718595,Single,single,False,677951,543135,Bobby Witt Jr.,Nathan Eovaldi,1,0,0,87240744-3cd1-4aaf-bf27-386c257883af,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
2,2023-04-12,718595,Lineout,field_out,True,686469,543135,Vinnie Pasquantino,Nathan Eovaldi,0,0,0,fcc174ae-2a64-42a7-9a40-1379f8db068a,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
3,2023-04-12,718595,Strikeout,strikeout,True,521692,543135,Salvador Perez,Nathan Eovaldi,0,0,1,4f602f18-c47e-49bd-9dbb-7f54d26bc108,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
4,2023-04-12,718595,Lineout,field_out,True,543760,641745,Marcus Semien,Brad Keller,1,0,0,bad532e7-773a-41d5-a520-7b0335f0f33d,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,120.0,90.0,92.0,94.0,88.0,90.0,135.0,84.0,78.0,,,,,,,0.311,,,0.265,0.19699999999999998,-2.21,,,0.26,-0.24,93.3,,,84.3,85.1,0.359,,,0.267,0.239,90.8,91.0,90.0,78.0,66.0,74.0,70.0,0.10400000000000001,0.12300000000000001,0.62,1.66,92.5,0.143,0.125,0.5,,,,,,
5,2023-04-12,718595,Strikeout,strikeout,True,669701,641745,Josh Smith,Brad Keller,0,0,0,545aeec8-7d04-493c-95fd-9fe36b6aef41,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,120.0,90.0,92.0,94.0,88.0,90.0,135.0,84.0,78.0,,,,,,,0.311,,,0.265,0.19699999999999998,-2.21,,,0.26,-0.24,93.3,,,84.3,85.1,0.359,,,0.267,0.239,90.8,91.0,90.0,78.0,66.0,74.0,70.0,0.10400000000000001,0.12300000000000001,0.62,1.66,92.5,0.143,0.125,0.5,,,,,,
6,2023-04-12,718595,Home Run,home_run,False,663993,641745,Nathaniel Lowe,Brad Keller,1,1,0,4336c518-b75a-4492-9249-fa806e8f7fd4,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,120.0,90.0,92.0,94.0,88.0,90.0,135.0,84.0,78.0,,,,,,,0.311,,,0.265,0.19699999999999998,-2.21,,,0.26,-0.24,93.3,,,84.3,85.1,0.359,,,0.267,0.239,90.8,91.0,90.0,78.0,66.0,74.0,70.0,0.10400000000000001,0.12300000000000001,0.62,1.66,92.5,0.143,0.125,0.5,,,,,,
7,2023-04-12,718595,Groundout,field_out,True,666969,641745,Adolis García,Brad Keller,1,0,0,a4a1d8fe-4eba-4b77-adb7-377e800ffb52,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,120.0,90.0,92.0,94.0,88.0,90.0,135.0,84.0,78.0,,,,,,,0.311,,,0.265,0.19699999999999998,-2.21,,,0.26,-0.24,93.3,,,84.3,85.1,0.359,,,0.267,0.239,90.8,91.0,90.0,78.0,66.0,74.0,70.0,0.10400000000000001,0.12300000000000001,0.62,1.66,92.5,0.143,0.125,0.5,,,,,,
8,2023-04-12,718595,Groundout,field_out,True,664728,543135,Kyle Isbel,Nathan Eovaldi,1,0,0,fee8ac23-c261-4934-b24f-cd2cf634dfa1,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
9,2023-04-12,718595,Single,single,False,614177,543135,Franmil Reyes,Nathan Eovaldi,1,0,0,78fe453c-f974-470a-a0fd-0711596b0205,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
