,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vKC,SL_ba,FF_ba,CU_ba,FC_ba,SI_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CH_ba,EP%,wEP/C,vEP
0,2023-07-30,717194,Single,single,False,682829,675627,Elly De La Cruz,Michael Grove,0,0,0,24363cf3-5429-42f4-8f31-258036109aba,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
1,2023-07-30,717194,Double,double,False,670770,675627,TJ Friedl,Michael Grove,0,0,1,536dc825-81cb-4d1d-808a-f05894dd64a4,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
2,2023-07-30,717194,Hit By Pitch,hit_by_pitch,False,680574,675627,Matt McLain,Michael Grove,0,0,0,a2ab1a93-5204-42a5-8d54-792d76b76b06,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
3,2023-07-30,717194,Single,single,False,641584,675627,Jake Fraley,Michael Grove,1,0,1,f06b1627-cc04-43a7-ad09-5dc98d795d59,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
4,2023-07-30,717194,Groundout,field_out,True,668715,675627,Spencer Steer,Michael Grove,1,0,1,c21e1042-ee9f-44f5-b620-56b16dc18a9c,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
5,2023-07-30,717194,Strikeout,strikeout,True,458015,675627,Joey Votto,Michael Grove,0,0,0,517cbec7-e77e-44b3-9257-c3424267d90a,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
6,2023-07-30,717194,Strikeout,strikeout,True,687952,675627,Christian Encarnacion-Strand,Michael Grove,0,0,0,f3578f7a-0f5b-4a04-9b0b-940acb870654,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
7,2023-07-30,717194,Strikeout,strikeout,True,444482,668933,David Peralta,Graham Ashcraft,0,0,0,5f35676f-bda9-41a5-bb3e-789299e847a3,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,166.0,102.0,114.0,,,,116.0,98.0,100.0,0.09699999999999999,,0.529,0.373,,0.0,,0.15,-1.17,-0.37,,-25.75,,95.8,96.5,88.3,,0.221,,,0.292,0.286,57.0,90.0,82.0,,,,,,,,,,
8,2023-07-30,717194,Single,single,False,518692,668933,Freddie Freeman,Graham Ashcraft,1,0,0,8df43f62-35bd-49e3-93fd-71a31feed8e5,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,166.0,102.0,114.0,,,,116.0,98.0,100.0,0.09699999999999999,,0.529,0.373,,0.0,,0.15,-1.17,-0.37,,-25.75,,95.8,96.5,88.3,,0.221,,,0.292,0.286,57.0,90.0,82.0,,,,,,,,,,
9,2023-07-30,717194,Hit By Pitch,hit_by_pitch,False,669257,668933,Will Smith,Graham Ashcraft,1,1,1,8b1abf26-8422-46f1-8ff7-a63ea1044be8,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,166.0,102.0,114.0,,,,116.0,98.0,100.0,0.09699999999999999,,0.529,0.373,,0.0,,0.15,-1.17,-0.37,,-25.75,,95.8,96.5,88.3,,0.221,,,0.292,0.286,57.0,90.0,82.0,,,,,,,,,,
10,2023-07-30,717194,Grounded Into DP,grounded_into_double_play,True,571970,668933,Max Muncy,Graham Ashcraft,0,0,1,a169b890-79b3-48fb-b09d-4d55c41b380c,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,166.0,102.0,114.0,,,,116.0,98.0,100.0,0.09699999999999999,,0.529,0.373,,0.0,,0.15,-1.17,-0.37,,-25.75,,95.8,96.5,88.3,,0.221,,,0.292,0.286,57.0,90.0,82.0,,,,,,,,,,
11,2023-07-30,717194,Pop Out,field_out,True,663886,675627,Tyler Stephenson,Michael Grove,0,0,0,736376ca-34d9-4029-89bc-ebe2c6320b59,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
12,2023-07-30,717194,Groundout,field_out,True,666181,675627,Will Benson,Michael Grove,0,0,0,1d60c6be-ca68-49b6-8671-8517e17af141,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
13,2023-07-30,717194,Home Run,home_run,False,682829,675627,Elly De La Cruz,Michael Grove,0,0,0,4627d190-2f06-4556-b087-848fc1cb0510,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
14,2023-07-30,717194,Strikeout,strikeout,True,670770,675627,TJ Friedl,Michael Grove,0,0,0,96b2b27a-4f5f-4430-8b7e-a0ba9a5b7a7e,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,
15,2023-07-30,717194,Flyout,field_out,True,621035,668933,Chris Taylor,Graham Ashcraft,1,0,0,88294e51-36d2-4ba1-bd6c-8e95ae5568b8,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,166.0,102.0,114.0,,,,116.0,98.0,100.0,0.09699999999999999,,0.529,0.373,,0.0,,0.15,-1.17,-0.37,,-25.75,,95.8,96.5,88.3,,0.221,,,0.292,0.286,57.0,90.0,82.0,,,,,,,,,,
16,2023-07-30,717194,Single,single,False,681546,668933,James Outman,Graham Ashcraft,1,0,0,805b523e-bdfc-4eb8-87f7-75fbc341cc6d,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,166.0,102.0,114.0,,,,116.0,98.0,100.0,0.09699999999999999,,0.529,0.373,,0.0,,0.15,-1.17,-0.37,,-25.75,,95.8,96.5,88.3,,0.221,,,0.292,0.286,57.0,90.0,82.0,,,,,,,,,,
17,2023-07-30,717194,Flyout,field_out,True,518792,668933,Jason Heyward,Graham Ashcraft,0,0,0,f6c1f214-1dfe-4436-a8d8-7bcb74056129,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,166.0,102.0,114.0,,,,116.0,98.0,100.0,0.09699999999999999,,0.529,0.373,,0.0,,0.15,-1.17,-0.37,,-25.75,,95.8,96.5,88.3,,0.221,,,0.292,0.286,57.0,90.0,82.0,,,,,,,,,,
