,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SV_ba,FC_ba,FS_ba,ST_ba
0,2023-07-06,717474,Strikeout,strikeout,True,643565,642547,Mike Tauchman,Freddy Peralta,0,0,0,c9b112f4-44bf-4dc6-8bf0-b26a9a89a0fe,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-06,717474,Flyout,field_out,True,663538,642547,Nico Hoerner,Freddy Peralta,0,0,0,8d2148c4-388b-4dd6-87af-900682ac0e84,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-06,717474,Walk,walk,False,664023,642547,Ian Happ,Freddy Peralta,1,0,0,c2fdff43-9a56-40fe-bf37-738f08c08901,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-06,717474,Strikeout,strikeout,True,673548,642547,Seiya Suzuki,Freddy Peralta,0,0,0,f932f2e0-0545-44d1-adca-7c391a75820f,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-06,717474,Groundout,field_out,True,592885,573186,Christian Yelich,Marcus Stroman,0,0,0,db7e85c9-6f12-4093-9a2e-673b8777c636,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,139.0,103.0,111.0,58.0,106.0,91.0,78.0,111.0,109.0,0.08199999999999999,0.051,0.23,,0.34,-0.41,0.34,,92.0,86.1,84.6,0.154,0.184,,,102.0,97.0,95.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.096,0.077,0.96,0.12,1.08,89.7,86.6,91.4,0.245,0.24,0.26,0.205,
5,2023-07-06,717474,Strikeout,strikeout,True,642715,573186,Willy Adames,Marcus Stroman,0,0,0,7554a9f0-671d-47fa-9e20-ae6d5f875e92,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,139.0,103.0,111.0,58.0,106.0,91.0,78.0,111.0,109.0,0.08199999999999999,0.051,0.23,,0.34,-0.41,0.34,,92.0,86.1,84.6,0.154,0.184,,,102.0,97.0,95.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.096,0.077,0.96,0.12,1.08,89.7,86.6,91.4,0.245,0.24,0.26,0.205,
6,2023-07-06,717474,Groundout,field_out,True,608385,573186,Jesse Winker,Marcus Stroman,1,0,0,f7c2e59f-9671-4e5b-8ce7-47624bff2d71,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,139.0,103.0,111.0,58.0,106.0,91.0,78.0,111.0,109.0,0.08199999999999999,0.051,0.23,,0.34,-0.41,0.34,,92.0,86.1,84.6,0.154,0.184,,,102.0,97.0,95.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.096,0.077,0.96,0.12,1.08,89.7,86.6,91.4,0.245,0.24,0.26,0.205,
7,2023-07-06,717474,Double,double,False,666624,642547,Christopher Morel,Freddy Peralta,0,0,0,a9bde2eb-330d-4b2b-a0b4-b014e2ffef70,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-06,717474,Double,double,False,641355,642547,Cody Bellinger,Freddy Peralta,1,0,1,baf36621-0508-49d7-9328-a90c354e9252,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-06,717474,Groundout,field_out,True,543228,642547,Yan Gomes,Freddy Peralta,0,0,1,9bddda52-84e4-4477-bf59-8011793a02e4,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,,,
