,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,SL_ba,FC_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-11,717802,Flyout,field_out,True,643289,669456,Mauricio Dubón,Shane Bieber,0,0,0,1f188a81-cc13-4029-b197-d4f36b516ccd,669456.0,shanebieber,Bieber,Right,Shane Bieber,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.23800000000000002,0.395,0.147,0.32799999999999996,0.42,87.2,59.0,93.0,85.0,81.0,103.0,96.0,111.0,107.0,109.0,155.0,104.0,109.0,95.0,94.0,93.0,0.35200000000000004,0.26899999999999996,0.207,0.13699999999999998,0.035,0.87,0.43,0.84,-1.29,-4.04,91.3,86.5,84.6,82.5,0.257,0.18,0.316,0.237,0.5,,,,,,,,,,,,,,,,,,,,
1,2023-06-11,717802,Strikeout,strikeout,True,667452,669456,Corey Julks,Shane Bieber,0,0,0,67fcdc89-2984-4460-8040-ef92af782eb8,669456.0,shanebieber,Bieber,Right,Shane Bieber,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.23800000000000002,0.395,0.147,0.32799999999999996,0.42,87.2,59.0,93.0,85.0,81.0,103.0,96.0,111.0,107.0,109.0,155.0,104.0,109.0,95.0,94.0,93.0,0.35200000000000004,0.26899999999999996,0.207,0.13699999999999998,0.035,0.87,0.43,0.84,-1.29,-4.04,91.3,86.5,84.6,82.5,0.257,0.18,0.316,0.237,0.5,,,,,,,,,,,,,,,,,,,,
2,2023-06-11,717802,Pop Out,field_out,True,608324,669456,Alex Bregman,Shane Bieber,0,0,0,77af392e-bc59-4f49-8590-af648f487d53,669456.0,shanebieber,Bieber,Right,Shane Bieber,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.23800000000000002,0.395,0.147,0.32799999999999996,0.42,87.2,59.0,93.0,85.0,81.0,103.0,96.0,111.0,107.0,109.0,155.0,104.0,109.0,95.0,94.0,93.0,0.35200000000000004,0.26899999999999996,0.207,0.13699999999999998,0.035,0.87,0.43,0.84,-1.29,-4.04,91.3,86.5,84.6,82.5,0.257,0.18,0.316,0.237,0.5,,,,,,,,,,,,,,,,,,,,
3,2023-06-11,717802,Flyout,field_out,True,680757,656232,Steven Kwan,Brandon Bielak,0,0,0,e899b958-bbf5-4cbe-ad34-5532b5f38292,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.39399999999999996,87.1,90.0,100.0,98.0,73.0,97.0,87.0,99.0,93.0,95.0,,,,,,,0.306,0.004,0.11800000000000001,,0.247,-1.15,-0.48,-3.74,,0.83,92.1,84.4,82.0,,0.273,0.333,,0.217,0.227,101.0,90.0,88.0,78.0,99.0,88.0,0.214,0.111,-0.12,-0.81,92.1,79.5,0.338,,,,,,,
4,2023-06-11,717802,Strikeout,strikeout,True,642708,656232,Amed Rosario,Brandon Bielak,0,0,0,ecf8c823-8d22-4f7e-9aa5-8f94621a2d2a,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.39399999999999996,87.1,90.0,100.0,98.0,73.0,97.0,87.0,99.0,93.0,95.0,,,,,,,0.306,0.004,0.11800000000000001,,0.247,-1.15,-0.48,-3.74,,0.83,92.1,84.4,82.0,,0.273,0.333,,0.217,0.227,101.0,90.0,88.0,78.0,99.0,88.0,0.214,0.111,-0.12,-0.81,92.1,79.5,0.338,,,,,,,
5,2023-06-11,717802,Strikeout,strikeout,True,647304,656232,Josh Naylor,Brandon Bielak,0,0,0,5d91c5c7-c77c-4706-b80a-03bcf1752c7d,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.39399999999999996,87.1,90.0,100.0,98.0,73.0,97.0,87.0,99.0,93.0,95.0,,,,,,,0.306,0.004,0.11800000000000001,,0.247,-1.15,-0.48,-3.74,,0.83,92.1,84.4,82.0,,0.273,0.333,,0.217,0.227,101.0,90.0,88.0,78.0,99.0,88.0,0.214,0.111,-0.12,-0.81,92.1,79.5,0.338,,,,,,,
6,2023-06-11,717802,Groundout,field_out,True,663656,669456,Kyle Tucker,Shane Bieber,1,0,0,23aa2bc4-a553-4b52-be2a-5511cd67418b,669456.0,shanebieber,Bieber,Right,Shane Bieber,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.23800000000000002,0.395,0.147,0.32799999999999996,0.42,87.2,59.0,93.0,85.0,81.0,103.0,96.0,111.0,107.0,109.0,155.0,104.0,109.0,95.0,94.0,93.0,0.35200000000000004,0.26899999999999996,0.207,0.13699999999999998,0.035,0.87,0.43,0.84,-1.29,-4.04,91.3,86.5,84.6,82.5,0.257,0.18,0.316,0.237,0.5,,,,,,,,,,,,,,,,,,,,
7,2023-06-11,717802,Strikeout,strikeout,True,547989,669456,José Abreu,Shane Bieber,0,0,0,d584765c-5cab-4e36-80a7-318c389e41f4,669456.0,shanebieber,Bieber,Right,Shane Bieber,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.23800000000000002,0.395,0.147,0.32799999999999996,0.42,87.2,59.0,93.0,85.0,81.0,103.0,96.0,111.0,107.0,109.0,155.0,104.0,109.0,95.0,94.0,93.0,0.35200000000000004,0.26899999999999996,0.207,0.13699999999999998,0.035,0.87,0.43,0.84,-1.29,-4.04,91.3,86.5,84.6,82.5,0.257,0.18,0.316,0.237,0.5,,,,,,,,,,,,,,,,,,,,
8,2023-06-11,717802,Flyout,field_out,True,673237,669456,Yainer Diaz,Shane Bieber,1,1,0,20eaa245-c984-4a01-9a88-8c5ba906dbb4,669456.0,shanebieber,Bieber,Right,Shane Bieber,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.23800000000000002,0.395,0.147,0.32799999999999996,0.42,87.2,59.0,93.0,85.0,81.0,103.0,96.0,111.0,107.0,109.0,155.0,104.0,109.0,95.0,94.0,93.0,0.35200000000000004,0.26899999999999996,0.207,0.13699999999999998,0.035,0.87,0.43,0.84,-1.29,-4.04,91.3,86.5,84.6,82.5,0.257,0.18,0.316,0.237,0.5,,,,,,,,,,,,,,,,,,,,
9,2023-06-11,717802,Single,single,False,605137,656232,Josh Bell,Brandon Bielak,0,0,0,8f4db97f-01d2-4d24-8fda-7918e7c706eb,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.39399999999999996,87.1,90.0,100.0,98.0,73.0,97.0,87.0,99.0,93.0,95.0,,,,,,,0.306,0.004,0.11800000000000001,,0.247,-1.15,-0.48,-3.74,,0.83,92.1,84.4,82.0,,0.273,0.333,,0.217,0.227,101.0,90.0,88.0,78.0,99.0,88.0,0.214,0.111,-0.12,-0.81,92.1,79.5,0.338,,,,,,,
