,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,SL_ba,CU_ba,FC_ba,CH_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba
10,2023-08-19,716943,Forceout,force_out,True,657136,543037,Connor Wong,Gerrit Cole,0,0,1,2068886c-e9f3-4174-8c50-ce2014a82122,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
11,2023-08-19,716943,Home Run,home_run,False,649966,543037,Luis Urías,Gerrit Cole,0,0,1,b045d15f-ff26-40c7-9200-271c291c0d31,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
12,2023-08-19,716943,Strikeout,strikeout,True,657077,543037,Alex Verdugo,Gerrit Cole,0,0,0,484033c4-247b-419d-8690-5d65cb700214,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
13,2023-08-19,716943,Single,single,False,646240,543037,Rafael Devers,Gerrit Cole,0,0,0,80b27bb6-c8fe-4204-a948-ec0ba2434e7f,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
14,2023-08-19,716943,Flyout,field_out,True,457759,543037,Justin Turner,Gerrit Cole,1,0,0,bef39a8c-9e2b-4964-afe4-140fbcfcefd7,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
15,2023-08-19,716943,Walk,walk,False,519317,676710,Giancarlo Stanton,Kutter Crawford,1,0,0,42775582-4a09-4223-b54a-bf861600c3d1,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
16,2023-08-19,716943,Double Play,double_play,True,643396,676710,Isiah Kiner-Falefa,Kutter Crawford,0,0,1,b5b96976-a552-4ed1-a484-05bdd9b54b8a,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
17,2023-08-19,716943,Lineout,field_out,True,664056,676710,Harrison Bader,Kutter Crawford,0,0,0,6fe72d9d-43ad-450d-a61a-114be7f4535f,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
18,2023-08-19,716943,Strikeout,strikeout,True,807799,543037,Masataka Yoshida,Gerrit Cole,0,0,0,30f63661-c4f6-4e4a-8852-4abbc2a886b9,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
19,2023-08-19,716943,Pop Out,field_out,True,594807,543037,Adam Duvall,Gerrit Cole,1,1,0,abde6144-9c06-4be8-8bbf-523230b7336c,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
20,2023-08-19,716943,Strikeout,strikeout,True,680776,543037,Jarren Duran,Gerrit Cole,0,0,0,fde7bef5-f990-444d-81bc-d8a016772f71,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
21,2023-08-19,716943,Field Error,field_error,False,656185,676710,Greg Allen,Kutter Crawford,0,0,0,81237db9-2b34-4f46-9afb-b1a3389c482b,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
22,2023-08-19,716943,Flyout,field_out,True,683011,676710,Anthony Volpe,Kutter Crawford,0,0,0,894800cd-05fe-48bc-ab31-2776a804ddd3,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
23,2023-08-19,716943,Pop Out,field_out,True,666163,676710,Ben Rortvedt,Kutter Crawford,0,0,0,3beda847-a386-4f97-bf2b-20fbda07edc5,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
24,2023-08-19,716943,Groundout,field_out,True,518934,676710,DJ LeMahieu,Kutter Crawford,1,0,0,2e060bfd-5ef3-4179-8fdf-36bea1195d09,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
25,2023-08-19,716943,Single,single,False,622569,543037,Pablo Reyes,Gerrit Cole,1,0,0,c0f5d491-d707-4694-a152-5f7bda58ed32,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
26,2023-08-19,716943,Home Run,home_run,False,657136,543037,Connor Wong,Gerrit Cole,1,1,1,40ff8cbb-2750-46c3-afc5-b191b6d8cbb2,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
27,2023-08-19,716943,Strikeout,strikeout,True,649966,543037,Luis Urías,Gerrit Cole,0,0,0,ddd5d0c5-f218-4a66-830f-0baa7fc12f65,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
28,2023-08-19,716943,Groundout,field_out,True,657077,543037,Alex Verdugo,Gerrit Cole,0,0,0,bc34c4e2-d50d-4743-a006-35f8e4c2c775,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
29,2023-08-19,716943,Lineout,field_out,True,646240,543037,Rafael Devers,Gerrit Cole,0,0,0,fd292758-bdcb-474d-9f3a-e2f61d9dd583,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
30,2023-08-19,716943,Flyout,field_out,True,592450,676710,Aaron Judge,Kutter Crawford,0,0,0,0325600c-abd2-490d-81bd-6b3aa9d23669,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
31,2023-08-19,716943,Walk,walk,False,650402,676710,Gleyber Torres,Kutter Crawford,0,0,0,a14ce7c9-0225-418b-8e54-0d1cdcdf3e15,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
32,2023-08-19,716943,Strikeout,strikeout,True,519317,676710,Giancarlo Stanton,Kutter Crawford,0,0,0,b8a55abf-c8d9-4992-b7f8-7b1cc4761aca,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
33,2023-08-19,716943,Strikeout,strikeout,True,643396,676710,Isiah Kiner-Falefa,Kutter Crawford,0,0,0,221870a2-cf38-492b-96a6-82797501e1cc,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.11900000000000001,,1.44,0.35,1.5,-1.47,,93.6,88.6,82.5,79.4,0.163,0.167,0.34,0.289,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.15,,,,,,,,,,,,,
34,2023-08-19,716943,Strikeout,strikeout,True,457759,642528,Justin Turner,Jonathan Loáisiga,0,0,0,78f1f091-fedf-402d-a2b0-6fd36d62e372,642528.0,jonathanloaisiga,Loáisiga,Right,Jonathan Loáisiga,3.06,2.65,17.2,101.0,125.0,110.0,0.86,3.06,0.51,7.13,1.02,1.52,0.267,0.3,0.233,0.25,0.45799999999999996,90.3,92.0,102.0,108.0,130.0,98.0,101.0,,,,,,,,,,0.059000000000000004,,,,0.09699999999999999,2.93,,,,-6.86,97.9,,,,,,0.0,,0.375,,,,,,,,,132.0,97.0,113.0,128.0,103.0,111.0,0.6990000000000001,0.14400000000000002,2.55,2.98,97.8,86.2,0.224
35,2023-08-19,716943,Flyout,field_out,True,807799,642528,Masataka Yoshida,Jonathan Loáisiga,1,1,0,6b447fe7-9bc5-444a-9eb6-0849c3ba188e,642528.0,jonathanloaisiga,Loáisiga,Right,Jonathan Loáisiga,3.06,2.65,17.2,101.0,125.0,110.0,0.86,3.06,0.51,7.13,1.02,1.52,0.267,0.3,0.233,0.25,0.45799999999999996,90.3,92.0,102.0,108.0,130.0,98.0,101.0,,,,,,,,,,0.059000000000000004,,,,0.09699999999999999,2.93,,,,-6.86,97.9,,,,,,0.0,,0.375,,,,,,,,,132.0,97.0,113.0,128.0,103.0,111.0,0.6990000000000001,0.14400000000000002,2.55,2.98,97.8,86.2,0.224
