,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,wSI/C,wSL/C,wCU/C,vSI,vSL,vCU,SL_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,FA%,FC%,CH%,wFA/C,wFC/C,wCH/C,vFA,vFC,FF_ba,CH_ba,CU_ba,ST_ba,FC_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-26,716848,Strikeout,strikeout,True,660670,676254,Ronald Acuña Jr.,Ryan Walker,0,0,0,e7d556c8-3762-49b9-9b8e-0f2b84d7148a,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-26,716848,Strikeout,strikeout,True,671739,676254,Michael Harris II,Ryan Walker,0,0,0,b3b4181e-430e-47ad-af36-a58037343d9d,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-26,716848,Walk,walk,False,663586,676254,Austin Riley,Ryan Walker,0,0,0,894f0eb3-b504-4ff0-85cd-fe825b87ee2f,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-26,716848,Double,double,False,621566,676254,Matt Olson,Ryan Walker,0,0,1,ac205604-dc70-4b76-b07a-bac45fcae416,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-26,716848,Groundout,field_out,True,542303,676254,Marcell Ozuna,Ryan Walker,1,0,0,3d3f5063-7c65-4471-8365-c96cca7cb6d9,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-26,716848,Groundout,field_out,True,596103,608331,Austin Slater,Max Fried,0,0,0,0ba0340f-e1f0-4a1a-b29a-0041465fa86b,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,114.0,98.0,106.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.11,0.231,-0.71,-0.19,2.64,93.5,83.6,74.2,0.4,0.302,86.2,89.0,101.0,106.0,90.0,98.0,99.0,0.332,0.044000000000000004,0.165,0.71,1.44,1.75,94.0,87.5,0.291,0.232,0.109,0.154,0.091,,,,,,,,,,
6,2023-08-26,716848,Strikeout,strikeout,True,642731,608331,Thairo Estrada,Max Fried,0,0,0,e1bbd660-c129-4ff5-b9a4-c0ef55b3efa4,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,114.0,98.0,106.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.11,0.231,-0.71,-0.19,2.64,93.5,83.6,74.2,0.4,0.302,86.2,89.0,101.0,106.0,90.0,98.0,99.0,0.332,0.044000000000000004,0.165,0.71,1.44,1.75,94.0,87.5,0.291,0.232,0.109,0.154,0.091,,,,,,,,,,
7,2023-08-26,716848,Groundout,field_out,True,527038,608331,Wilmer Flores,Max Fried,0,0,0,8df2a6b0-1a4a-4d82-a1dd-14927a269f6d,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,114.0,98.0,106.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.11,0.231,-0.71,-0.19,2.64,93.5,83.6,74.2,0.4,0.302,86.2,89.0,101.0,106.0,90.0,98.0,99.0,0.332,0.044000000000000004,0.165,0.71,1.44,1.75,94.0,87.5,0.291,0.232,0.109,0.154,0.091,,,,,,,,,,
8,2023-08-26,716848,Walk,walk,False,592696,676254,Eddie Rosario,Ryan Walker,0,0,0,46c00bd4-f4e9-458a-8a3c-0c4062a7024c,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-26,716848,Flyout,field_out,True,669221,676254,Sean Murphy,Ryan Walker,0,0,0,079dffd8-aadd-4e22-8d66-6ee40f9f85d2,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
