,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vSI,vSL,vCU,vKC,SI_ba,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,ST_ba,FC_ba,FS_ba
10,2023-05-03,718320,Home Run,home_run,False,592273,571945,Brandon Drury,Miles Mikolas,1,0,0,935ff181-153b-4b5d-b54a-fe84e4b3622c,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
11,2023-05-03,718320,Strikeout,strikeout,True,621493,571945,Taylor Ward,Miles Mikolas,0,0,0,090fad9b-719d-4db8-a50b-c78c0484e38a,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
12,2023-05-03,718320,Flyout,field_out,True,570482,571945,Gio Urshela,Miles Mikolas,0,0,0,7464816f-9ccb-467e-8c8f-8309a3df399c,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
13,2023-05-03,718320,Field Error,field_error,False,676475,660271,Alec Burleson,Shohei Ohtani,1,0,0,8535086c-98a1-4a16-a2bf-9e187d2d1bf9,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
14,2023-05-03,718320,Strikeout,strikeout,True,666185,660271,Dylan Carlson,Shohei Ohtani,0,0,1,b5623da6-defb-4367-92a1-8e64c099d2be,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
15,2023-05-03,718320,Strikeout,strikeout,True,680977,660271,Brendan Donovan,Shohei Ohtani,0,0,0,7b72f245-2cde-41fa-ab10-f99e413b4c55,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
16,2023-05-03,718320,Strikeout,strikeout,True,669242,660271,Tommy Edman,Shohei Ohtani,0,0,0,c3e16c3a-1753-47ca-97ac-9148939c7386,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
17,2023-05-03,718320,Single,single,False,595453,571945,Chad Wallach,Miles Mikolas,0,0,0,63b52c04-bd06-4b24-a7e2-c888a8bd376b,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
18,2023-05-03,718320,Single,single,False,687263,571945,Zach Neto,Miles Mikolas,1,0,1,5d08a741-9d77-4560-bc37-7dbbd296593f,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
19,2023-05-03,718320,Forceout,force_out,True,545361,571945,Mike Trout,Miles Mikolas,1,0,1,ec92c1ef-5229-4027-8372-84cdfed5fe45,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
20,2023-05-03,718320,Single,single,False,660271,571945,Shohei Ohtani,Miles Mikolas,0,0,1,522b0cba-123b-4897-b868-ea8995d417ea,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
21,2023-05-03,718320,Strikeout,strikeout,True,543685,571945,Anthony Rendon,Miles Mikolas,0,0,0,928c6881-5c19-4ffe-bea3-4f82c78316d0,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
22,2023-05-03,718320,Single,single,False,592669,571945,Hunter Renfroe,Miles Mikolas,1,1,1,f7065c47-dd11-4594-b106-22c70f404371,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
23,2023-05-03,718320,Flyout,field_out,True,592273,571945,Brandon Drury,Miles Mikolas,1,0,0,6d504e1b-019d-4f79-bf13-5f343e72a60e,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
24,2023-05-03,718320,Strikeout,strikeout,True,663457,660271,Lars Nootbaar,Shohei Ohtani,0,0,0,bc9c1a91-b695-4194-bc53-5642092eedce,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
25,2023-05-03,718320,Hit By Pitch,hit_by_pitch,False,502671,660271,Paul Goldschmidt,Shohei Ohtani,1,0,0,9c41aa1f-a3b7-4f6b-9c55-ce0293c187f4,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
26,2023-05-03,718320,Strikeout,strikeout,True,669357,660271,Nolan Gorman,Shohei Ohtani,0,0,1,560413dd-788a-4c3e-a0d9-75a0c8a3e9ac,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
27,2023-05-03,718320,Single,single,False,621493,571945,Taylor Ward,Miles Mikolas,1,0,0,4dd2412a-4a19-4780-a1a6-4d0277c6ee34,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
28,2023-05-03,718320,Grounded Into DP,grounded_into_double_play,True,570482,571945,Gio Urshela,Miles Mikolas,1,0,1,2fd6226c-5ce8-4485-ba64-07264388e967,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
29,2023-05-03,718320,Lineout,field_out,True,595453,571945,Chad Wallach,Miles Mikolas,1,0,0,476fe5d5-a6f5-4bde-ac3a-b50048a86ea5,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,
30,2023-05-03,718320,Double,double,False,571448,660271,Nolan Arenado,Shohei Ohtani,0,0,0,2e4e2a7a-70e9-45e1-9aa6-9300cead0e66,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
31,2023-05-03,718320,Double,double,False,575929,660271,Willson Contreras,Shohei Ohtani,0,0,1,22bd3fb6-915d-46e5-b71b-d7c0320b3eed,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
32,2023-05-03,718320,Strikeout,strikeout,True,676475,660271,Alec Burleson,Shohei Ohtani,0,0,0,8f68386c-3686-4cbc-a6ad-0b9f09b805b4,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
33,2023-05-03,718320,Home Run,home_run,False,666185,660271,Dylan Carlson,Shohei Ohtani,0,0,1,8e336b59-dcea-4fb4-9497-539a4fc5998b,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
34,2023-05-03,718320,Strikeout,strikeout,True,680977,660271,Brendan Donovan,Shohei Ohtani,0,0,0,f8e6bc78-ef06-4547-ba2f-46c91cc5b381,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.35600000000000004,0.036000000000000004,,,1.64,-0.53,1.81,1.15,,,96.8,94.5,83.7,75.7,,0.273,0.164,,0.111,,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.146,0.31,0.179
