,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-06-04,717891,Flyout,field_out,True,656716,656629,Zach McKinstry,Michael Kopech,0,0,0,097ed2ec-879b-48ef-a00a-ca5f582f5170,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,
1,2023-06-04,717891,Strikeout,strikeout,True,595879,656629,Javier Báez,Michael Kopech,0,0,0,87d49317-cd3f-46db-81b8-772d98a65daf,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,
2,2023-06-04,717891,Strikeout,strikeout,True,668731,656629,Akil Baddoo,Michael Kopech,0,0,0,466ad287-f647-4d16-b043-307068d99ad6,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,
3,2023-06-04,717891,Single,single,False,641313,571510,Tim Anderson,Matthew Boyd,0,0,0,6687f71d-c844-41d0-9b87-8c6987b398e2,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,95.0,95.0,96.0,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,0.57,-2.52,0.56,91.4,79.6,73.8,0.281,0.203,0.245,0.4,76.0,100.0,90.0,0.07,2.52,90.8,0.207,,,,,,,,,,,,,
4,2023-06-04,717891,Strikeout,strikeout,True,669394,571510,Jake Burger,Matthew Boyd,0,0,0,ffd308e9-0cce-414a-8ce5-5bb1bcea0173,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,95.0,95.0,96.0,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,0.57,-2.52,0.56,91.4,79.6,73.8,0.281,0.203,0.245,0.4,76.0,100.0,90.0,0.07,2.52,90.8,0.207,,,,,,,,,,,,,
5,2023-06-04,717891,Strikeout,strikeout,True,673357,571510,Luis Robert Jr.,Matthew Boyd,0,0,0,a5af0965-7923-4232-a76b-9625c45f1c47,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,95.0,95.0,96.0,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,0.57,-2.52,0.56,91.4,79.6,73.8,0.281,0.203,0.245,0.4,76.0,100.0,90.0,0.07,2.52,90.8,0.207,,,,,,,,,,,,,
6,2023-06-04,717891,Flyout,field_out,True,650391,571510,Eloy Jiménez,Matthew Boyd,0,0,0,b32d8dfe-174d-4cf0-9b5f-aabd6fe744f9,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,95.0,95.0,96.0,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,0.57,-2.52,0.56,91.4,79.6,73.8,0.281,0.203,0.245,0.4,76.0,100.0,90.0,0.07,2.52,90.8,0.207,,,,,,,,,,,,,
7,2023-06-04,717891,Strikeout,strikeout,True,679529,656629,Spencer Torkelson,Michael Kopech,0,0,0,f2a4f174-88f2-4d84-90d7-2397cd2d20d9,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,
8,2023-06-04,717891,Groundout,field_out,True,663527,656629,Tyler Nevin,Michael Kopech,0,0,0,1a19080c-cd61-4f3c-ab46-73495805a318,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,
9,2023-06-04,717891,Flyout,field_out,True,665155,656629,Nick Maton,Michael Kopech,0,0,0,0ea7ad89-68d4-4093-9539-0b0235f4f831,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,
