,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vKC,SL_ba,FF_ba,CU_ba,FC_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,CU%,wCU/C,vCU,SV_ba,CH_ba,ST_ba
0,2023-07-24,717271,Strikeout,strikeout,True,543807,675627,George Springer,Michael Grove,0,0,0,56204d93-f7e9-40db-b67c-086d6a02fd6e,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,
1,2023-07-24,717271,Strikeout,strikeout,True,665489,675627,Vladimir Guerrero Jr.,Michael Grove,0,0,0,ef197631-b7b8-4b5d-920e-371f76c51827,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,
2,2023-07-24,717271,Double,double,False,474832,675627,Brandon Belt,Michael Grove,0,0,0,a28f1de1-37aa-4e1c-8df2-5a09f5383634,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,
3,2023-07-24,717271,Strikeout,strikeout,True,656305,675627,Matt Chapman,Michael Grove,0,0,0,79d601d2-744e-4a05-890a-72cd4c6563a2,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,
4,2023-07-24,717271,Double,double,False,605141,621244,Mookie Betts,José Berríos,0,0,0,8627da2f-7992-4614-af5d-31c90b9ee6c4,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,,,,,,,,,,0.315,0.204,,,,0.185,0.72,,0.61,,,-0.38,94.3,,93.8,,,,0.254,,,0.255,116.0,104.0,110.0,92.0,104.0,99.0,0.29600000000000004,0.31,82.6,0.216,0.245,
5,2023-07-24,717271,Single,single,False,518692,621244,Freddie Freeman,José Berríos,0,0,0,0003645f-2554-4cb7-a5eb-338ecbd4f62e,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,,,,,,,,,,0.315,0.204,,,,0.185,0.72,,0.61,,,-0.38,94.3,,93.8,,,,0.254,,,0.255,116.0,104.0,110.0,92.0,104.0,99.0,0.29600000000000004,0.31,82.6,0.216,0.245,
6,2023-07-24,717271,Pop Out,field_out,True,669257,621244,Will Smith,José Berríos,0,0,0,34f1c0cb-c3d4-4d93-b2dd-2a65c3efb451,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,,,,,,,,,,0.315,0.204,,,,0.185,0.72,,0.61,,,-0.38,94.3,,93.8,,,,0.254,,,0.255,116.0,104.0,110.0,92.0,104.0,99.0,0.29600000000000004,0.31,82.6,0.216,0.245,
7,2023-07-24,717271,Single,single,False,571970,621244,Max Muncy,José Berríos,0,0,1,d8869727-be74-4899-a9d0-86696a2259a7,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,,,,,,,,,,0.315,0.204,,,,0.185,0.72,,0.61,,,-0.38,94.3,,93.8,,,,0.254,,,0.255,116.0,104.0,110.0,92.0,104.0,99.0,0.29600000000000004,0.31,82.6,0.216,0.245,
8,2023-07-24,717271,Grounded Into DP,grounded_into_double_play,True,444482,621244,David Peralta,José Berríos,0,0,1,4a294636-88c9-4894-b3d5-6f78903c89bf,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,,,,,,,,,,0.315,0.204,,,,0.185,0.72,,0.61,,,-0.38,94.3,,93.8,,,,0.254,,,0.255,116.0,104.0,110.0,92.0,104.0,99.0,0.29600000000000004,0.31,82.6,0.216,0.245,
9,2023-07-24,717271,Single,single,False,593160,675627,Whit Merrifield,Michael Grove,0,0,0,df81dc85-57b0-40d7-a235-c14db174ca91,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,
