,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-05-16,718152,Pop Out,field_out,True,663611,664299,Nick Madrigal,Cristian Javier,0,0,0,4ed1fd40-ecdb-457e-b77c-6ff129101da6,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,
1,2023-05-16,718152,Pop Out,field_out,True,621020,664299,Dansby Swanson,Cristian Javier,0,0,0,2c1dd265-b1e7-4d5e-850e-979de2a47bff,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,
2,2023-05-16,718152,Strikeout,strikeout,True,666624,664299,Christopher Morel,Cristian Javier,0,0,0,253a3222-63df-49d2-95c1-cf494340eda6,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,
3,2023-05-16,718152,Double,double,False,643289,657006,Mauricio Dubón,Justin Steele,0,0,0,4ac00003-71db-4f6f-b1c5-e83ad3127953,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,0.33899999999999997,,0.01,0.67,0.54,,-1.94,91.8,83.3,,0.275,0.217,0.0,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,,,,,,,,
4,2023-05-16,718152,Flyout,field_out,True,608324,657006,Alex Bregman,Justin Steele,0,0,1,c0d522af-73a4-4c53-bb8c-cae6d47e3f72,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,0.33899999999999997,,0.01,0.67,0.54,,-1.94,91.8,83.3,,0.275,0.217,0.0,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,,,,,,,,
5,2023-05-16,718152,Strikeout,strikeout,True,670541,657006,Yordan Alvarez,Justin Steele,0,0,1,e94504af-9786-428f-baca-54d21a6067c6,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,0.33899999999999997,,0.01,0.67,0.54,,-1.94,91.8,83.3,,0.275,0.217,0.0,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,,,,,,,,
6,2023-05-16,718152,Flyout,field_out,True,663656,657006,Kyle Tucker,Justin Steele,1,1,0,c30c38d7-090b-48f7-8259-53085248a9d0,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,0.33899999999999997,,0.01,0.67,0.54,,-1.94,91.8,83.3,,0.275,0.217,0.0,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,,,,,,,,
7,2023-05-16,718152,Groundout,field_out,True,664023,664299,Ian Happ,Cristian Javier,1,0,0,62184512-f8d3-481d-a0f6-9b908a4a43de,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,
8,2023-05-16,718152,Strikeout,strikeout,True,673548,664299,Seiya Suzuki,Cristian Javier,0,0,0,ecf3b455-0cfa-4a01-83d4-eaec4519b88c,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,
9,2023-05-16,718152,Home Run,home_run,False,670223,664299,Matt Mervis,Cristian Javier,0,0,0,f1f45943-3509-4379-b49d-7a267f9fef6d,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,
