,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,SL_ba,FF_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,CH_ba,FC_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-03-31,718763,Strikeout,strikeout,True,680757,592662,Steven Kwan,Robbie Ray,0,0,0,a6a6bdaa-89db-410f-bdcf-8a5832ad47c9,592662.0,robbieray,Ray,Left,Robbie Ray,8.1,5.0,3.1,84.0,103.0,86.0,0.7909999999999999,8.1,13.5,10.8,0.0,1.33,0.364,0.364,0.182,0.273,0.341,111.0,84.0,84.0,93.0,88.0,92.0,0.56,0.44,-2.51,-0.4,92.9,84.9,0.222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-03-31,718763,Flyout,field_out,True,642708,592662,Amed Rosario,Robbie Ray,1,0,0,ddb8427d-c2a4-4bc5-8ffe-655085974a9d,592662.0,robbieray,Ray,Left,Robbie Ray,8.1,5.0,3.1,84.0,103.0,86.0,0.7909999999999999,8.1,13.5,10.8,0.0,1.33,0.364,0.364,0.182,0.273,0.341,111.0,84.0,84.0,93.0,88.0,92.0,0.56,0.44,-2.51,-0.4,92.9,84.9,0.222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-03-31,718763,Walk,walk,False,608070,592662,José Ramírez,Robbie Ray,0,0,0,98da53db-de36-49f1-8579-704c2630f951,592662.0,robbieray,Ray,Left,Robbie Ray,8.1,5.0,3.1,84.0,103.0,86.0,0.7909999999999999,8.1,13.5,10.8,0.0,1.33,0.364,0.364,0.182,0.273,0.341,111.0,84.0,84.0,93.0,88.0,92.0,0.56,0.44,-2.51,-0.4,92.9,84.9,0.222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-03-31,718763,Walk,walk,False,605137,592662,Josh Bell,Robbie Ray,0,0,1,51dc78ee-98f2-443d-b9a5-e391f062acc0,592662.0,robbieray,Ray,Left,Robbie Ray,8.1,5.0,3.1,84.0,103.0,86.0,0.7909999999999999,8.1,13.5,10.8,0.0,1.33,0.364,0.364,0.182,0.273,0.341,111.0,84.0,84.0,93.0,88.0,92.0,0.56,0.44,-2.51,-0.4,92.9,84.9,0.222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-03-31,718763,Strikeout,strikeout,True,647304,592662,Josh Naylor,Robbie Ray,0,0,0,23fddc9a-9cd9-45aa-ab96-f5d6348b7e49,592662.0,robbieray,Ray,Left,Robbie Ray,8.1,5.0,3.1,84.0,103.0,86.0,0.7909999999999999,8.1,13.5,10.8,0.0,1.33,0.364,0.364,0.182,0.273,0.341,111.0,84.0,84.0,93.0,88.0,92.0,0.56,0.44,-2.51,-0.4,92.9,84.9,0.222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-03-31,718763,Double,double,False,677594,683769,Julio Rodríguez,Hunter Gaddis,1,0,0,b70812a3-13f6-4574-87bb-8be8ed659904,683769.0,huntergaddis,Gaddis,Right,Hunter Gaddis,4.5,3.9,42.0,101.0,88.0,96.0,0.848,5.14,3.0,8.79,1.29,0.48,0.3,0.39299999999999996,0.214,0.32899999999999996,0.452,87.0,101.0,93.0,102.0,104.0,104.0,0.39899999999999997,0.317,-0.22,0.44,93.4,85.3,0.268,0.302,81.2,57.0,98.0,93.0,93.0,75.0,88.0,90.0,98.0,86.0,0.036000000000000004,0.066,0.182,-1.86,-0.85,-1.29,89.0,75.5,0.156,0.333,0.0,,,,,,,,,,,,,,,
6,2023-03-31,718763,Single,single,False,543939,683769,Kolten Wong,Hunter Gaddis,0,0,1,9746e35f-d985-422f-8b6b-1afd84a8cb1b,683769.0,huntergaddis,Gaddis,Right,Hunter Gaddis,4.5,3.9,42.0,101.0,88.0,96.0,0.848,5.14,3.0,8.79,1.29,0.48,0.3,0.39299999999999996,0.214,0.32899999999999996,0.452,87.0,101.0,93.0,102.0,104.0,104.0,0.39899999999999997,0.317,-0.22,0.44,93.4,85.3,0.268,0.302,81.2,57.0,98.0,93.0,93.0,75.0,88.0,90.0,98.0,86.0,0.036000000000000004,0.066,0.182,-1.86,-0.85,-1.29,89.0,75.5,0.156,0.333,0.0,,,,,,,,,,,,,,,
7,2023-03-31,718763,Flyout,field_out,True,664034,683769,Ty France,Hunter Gaddis,0,0,0,cffdc86f-8aad-467b-8b92-2b1d2e1156b4,683769.0,huntergaddis,Gaddis,Right,Hunter Gaddis,4.5,3.9,42.0,101.0,88.0,96.0,0.848,5.14,3.0,8.79,1.29,0.48,0.3,0.39299999999999996,0.214,0.32899999999999996,0.452,87.0,101.0,93.0,102.0,104.0,104.0,0.39899999999999997,0.317,-0.22,0.44,93.4,85.3,0.268,0.302,81.2,57.0,98.0,93.0,93.0,75.0,88.0,90.0,98.0,86.0,0.036000000000000004,0.066,0.182,-1.86,-0.85,-1.29,89.0,75.5,0.156,0.333,0.0,,,,,,,,,,,,,,,
8,2023-03-31,718763,Strikeout,strikeout,True,606192,683769,Teoscar Hernández,Hunter Gaddis,0,0,0,72f7257d-7345-4501-bee4-819d3a27a241,683769.0,huntergaddis,Gaddis,Right,Hunter Gaddis,4.5,3.9,42.0,101.0,88.0,96.0,0.848,5.14,3.0,8.79,1.29,0.48,0.3,0.39299999999999996,0.214,0.32899999999999996,0.452,87.0,101.0,93.0,102.0,104.0,104.0,0.39899999999999997,0.317,-0.22,0.44,93.4,85.3,0.268,0.302,81.2,57.0,98.0,93.0,93.0,75.0,88.0,90.0,98.0,86.0,0.036000000000000004,0.066,0.182,-1.86,-0.85,-1.29,89.0,75.5,0.156,0.333,0.0,,,,,,,,,,,,,,,
9,2023-03-31,718763,Pop Out,field_out,True,663728,683769,Cal Raleigh,Hunter Gaddis,1,0,0,3b68a80e-204c-4bc3-88d4-10334a0bf5ca,683769.0,huntergaddis,Gaddis,Right,Hunter Gaddis,4.5,3.9,42.0,101.0,88.0,96.0,0.848,5.14,3.0,8.79,1.29,0.48,0.3,0.39299999999999996,0.214,0.32899999999999996,0.452,87.0,101.0,93.0,102.0,104.0,104.0,0.39899999999999997,0.317,-0.22,0.44,93.4,85.3,0.268,0.302,81.2,57.0,98.0,93.0,93.0,75.0,88.0,90.0,98.0,86.0,0.036000000000000004,0.066,0.182,-1.86,-0.85,-1.29,89.0,75.5,0.156,0.333,0.0,,,,,,,,,,,,,,,
