,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,SL_ba,FF_ba,CU_ba,CH_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,FC_ba,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-02,717930,Strikeout,strikeout,True,680977,672710,Brendan Donovan,Roansy Contreras,0,0,0,52ccc93b-ce95-4d4d-871d-91dea30929cc,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-02,717930,Strikeout,strikeout,True,502671,672710,Paul Goldschmidt,Roansy Contreras,0,0,0,ce349ecc-4cac-4ad2-bcd9-c503e6e588bc,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-02,717930,Strikeout,strikeout,True,669357,672710,Nolan Gorman,Roansy Contreras,0,0,0,e2efb57d-63ed-4e7c-80db-eb0d28530786,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-02,717930,Groundout,field_out,True,672779,656427,Tucupita Marcano,Jack Flaherty,0,0,0,8ab0da1b-8cb5-40ad-a080-b7666a05a514,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-1.15,,0.86,93.1,84.2,,0.339,0.29,0.204,0.154,,75.0,82.0,71.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.091,0.19399999999999998,-1.05,-2.28,0.23,88.7,90.1,76.2,0.318,0.333,,,,,,,
4,2023-06-02,717930,Strikeout,strikeout,True,668804,656427,Bryan Reynolds,Jack Flaherty,0,0,0,7db2bbb6-49bf-413d-8266-c7e31fabaeb8,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-1.15,,0.86,93.1,84.2,,0.339,0.29,0.204,0.154,,75.0,82.0,71.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.091,0.19399999999999998,-1.05,-2.28,0.23,88.7,90.1,76.2,0.318,0.333,,,,,,,
5,2023-06-02,717930,Single,single,False,457705,656427,Andrew McCutchen,Jack Flaherty,0,0,0,805f2519-d4f3-4ca7-9aad-20d7232a739b,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-1.15,,0.86,93.1,84.2,,0.339,0.29,0.204,0.154,,75.0,82.0,71.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.091,0.19399999999999998,-1.05,-2.28,0.23,88.7,90.1,76.2,0.318,0.333,,,,,,,
6,2023-06-02,717930,Lineout,field_out,True,669261,656427,Jack Suwinski,Jack Flaherty,0,0,0,2810f2a6-b26e-4edc-bfaf-64b68e5f480d,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-1.15,,0.86,93.1,84.2,,0.339,0.29,0.204,0.154,,75.0,82.0,71.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.091,0.19399999999999998,-1.05,-2.28,0.23,88.7,90.1,76.2,0.318,0.333,,,,,,,
7,2023-06-02,717930,Single,single,False,571448,672710,Nolan Arenado,Roansy Contreras,1,0,0,0bf130d7-d294-424c-9ae0-331bf1e25f97,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-02,717930,Strikeout,strikeout,True,575929,672710,Willson Contreras,Roansy Contreras,0,0,0,8797e9cb-5eff-43e5-965d-1911a46a07b6,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-02,717930,Flyout,field_out,True,676475,672710,Alec Burleson,Roansy Contreras,0,0,0,b6523ae2-c7a8-4e0f-bb29-0d404dbed9fc,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
