,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,CH_ba,CU_ba,FF_ba,SI_ba,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FC_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-07-31,717189,Lineout,field_out,True,656941,665795,Kyle Schwarber,Edward Cabrera,1,0,0,1adb7743-fe5b-4a1c-a89a-f5836eddcfb3,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222,,,,,,,,,,,,,,,,,,,,,
1,2023-07-31,717189,Walk,walk,False,664761,665795,Alec Bohm,Edward Cabrera,1,0,0,9ae88c24-eca5-45bb-989e-9dd414f46fcb,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222,,,,,,,,,,,,,,,,,,,,,
2,2023-07-31,717189,Flyout,field_out,True,547180,665795,Bryce Harper,Edward Cabrera,1,0,0,cbf2cd8a-57a9-4e9e-ad42-79cdcece9f9f,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222,,,,,,,,,,,,,,,,,,,,,
3,2023-07-31,717189,Walk,walk,False,592663,665795,J.T. Realmuto,Edward Cabrera,0,0,1,463a1bbc-5984-4893-af51-168ace642329,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222,,,,,,,,,,,,,,,,,,,,,
4,2023-07-31,717189,Strikeout,strikeout,True,681082,665795,Bryson Stott,Edward Cabrera,0,0,0,072f677f-bbeb-491b-b5c6-2baedd7bb237,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222,,,,,,,,,,,,,,,,,,,,,
5,2023-07-31,717189,Single,single,False,650333,592836,Luis Arraez,Taijuan Walker,0,0,0,e760fa25-45ae-4843-9cd2-bb803ca04ed3,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,0.233,0.17600000000000002,0.026000000000000002,0.057,,-0.82,0.53,-1.43,-1.07,,92.8,92.4,82.5,74.8,,0.212,0.257,0.273,,99.0,103.0,100.0,104.0,97.0,100.0,0.17600000000000002,0.332,-0.44,0.48,87.1,87.9,0.205,0.284,0.158,,,,,,
6,2023-07-31,717189,Home Run,home_run,False,624585,592836,Jorge Soler,Taijuan Walker,0,0,1,92f27151-8fab-41ca-a739-ae1e76ae6869,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,0.233,0.17600000000000002,0.026000000000000002,0.057,,-0.82,0.53,-1.43,-1.07,,92.8,92.4,82.5,74.8,,0.212,0.257,0.273,,99.0,103.0,100.0,104.0,97.0,100.0,0.17600000000000002,0.332,-0.44,0.48,87.1,87.9,0.205,0.284,0.158,,,,,,
7,2023-07-31,717189,Lineout,field_out,True,650559,592836,Bryan De La Cruz,Taijuan Walker,0,0,0,19fb9a3d-7255-4669-98f6-1b964bd7d7bb,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,0.233,0.17600000000000002,0.026000000000000002,0.057,,-0.82,0.53,-1.43,-1.07,,92.8,92.4,82.5,74.8,,0.212,0.257,0.273,,99.0,103.0,100.0,104.0,97.0,100.0,0.17600000000000002,0.332,-0.44,0.48,87.1,87.9,0.205,0.284,0.158,,,,,,
8,2023-07-31,717189,Double,double,False,665862,592836,Jazz Chisholm Jr.,Taijuan Walker,0,0,0,84845e9e-1be6-4985-b07d-7dd879a4ccbd,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,0.233,0.17600000000000002,0.026000000000000002,0.057,,-0.82,0.53,-1.43,-1.07,,92.8,92.4,82.5,74.8,,0.212,0.257,0.273,,99.0,103.0,100.0,104.0,97.0,100.0,0.17600000000000002,0.332,-0.44,0.48,87.1,87.9,0.205,0.284,0.158,,,,,,
9,2023-07-31,717189,Strikeout,strikeout,True,643265,592836,Garrett Cooper,Taijuan Walker,0,0,0,2063d5d3-0943-4b7a-9f08-03199077dc3f,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,0.233,0.17600000000000002,0.026000000000000002,0.057,,-0.82,0.53,-1.43,-1.07,,92.8,92.4,82.5,74.8,,0.212,0.257,0.273,,99.0,103.0,100.0,104.0,97.0,100.0,0.17600000000000002,0.332,-0.44,0.48,87.1,87.9,0.205,0.284,0.158,,,,,,
