,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,FC%,wFC/C,vFC,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-17,716549,Lineout,field_out,True,543760,668909,Marcus Semien,Gavin Williams,1,0,0,c641f9b7-cd71-49c2-9eff-b8323283d464,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-17,716549,Flyout,field_out,True,608369,668909,Corey Seager,Gavin Williams,0,0,0,c56e3b3b-a903-4ba0-a4e1-d6f1a1b77fc5,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-17,716549,Strikeout,strikeout,True,663993,668909,Nathaniel Lowe,Gavin Williams,0,0,0,2970a940-0e97-4477-a1ed-25602b14f25c,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-17,716549,Double,double,False,680757,674003,Steven Kwan,Cody Bradford,0,0,0,d64f80ba-26cc-4535-ac26-02251497e72b,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,,,,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.044000000000000004,,0.276,0.16,-6.76,,0.74,90.4,83.1,,0.26,0.5,,0.2,0.134,-1.23,86.6,0.316,,,,,,,,,,,,,,,,,,,,
4,2023-09-17,716549,Groundout,field_out,True,608070,674003,José Ramírez,Cody Bradford,1,0,0,71fdd4eb-560d-4ff6-a81c-3e0ea5bbe581,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,,,,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.044000000000000004,,0.276,0.16,-6.76,,0.74,90.4,83.1,,0.26,0.5,,0.2,0.134,-1.23,86.6,0.316,,,,,,,,,,,,,,,,,,,,
5,2023-09-17,716549,Flyout,field_out,True,647304,674003,Josh Naylor,Cody Bradford,1,0,0,91f4dd17-f20d-4f14-bf92-4233269f3103,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,,,,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.044000000000000004,,0.276,0.16,-6.76,,0.74,90.4,83.1,,0.26,0.5,,0.2,0.134,-1.23,86.6,0.316,,,,,,,,,,,,,,,,,,,,
6,2023-09-17,716549,Flyout,field_out,True,657656,674003,Ramón Laureano,Cody Bradford,0,0,0,76cf08af-7f81-4e73-ac96-cc6cb6d36d84,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,,,,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.044000000000000004,,0.276,0.16,-6.76,,0.74,90.4,83.1,,0.26,0.5,,0.2,0.134,-1.23,86.6,0.316,,,,,,,,,,,,,,,,,,,,
7,2023-09-17,716549,Lineout,field_out,True,641598,668909,Mitch Garver,Gavin Williams,0,0,0,259878a6-5272-4e66-a175-d91674ea35cc,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-17,716549,Strikeout,strikeout,True,543257,668909,Robbie Grossman,Gavin Williams,0,0,0,a917adff-dff2-4be3-9d5b-95dfdc83f6af,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-17,716549,Double,double,False,665750,668909,Leody Taveras,Gavin Williams,0,0,0,0c8a4551-65c1-478e-85cf-94c870f494fc,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,,,,,,,,,,
