,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,CH_ba,CU_ba,FF_ba,SI_ba,SL_ba
0,2023-05-17,718132,Single,single,False,657041,665795,Lane Thomas,Edward Cabrera,0,0,0,eb3dbe30-688c-4b61-b010-1c7bc443b55e,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222
1,2023-05-17,718132,Strikeout,strikeout,True,671277,665795,Luis García Jr.,Edward Cabrera,0,0,0,8efa7e66-373e-4a73-9712-5f0477f9d1cb,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222
2,2023-05-17,718132,Grounded Into DP,grounded_into_double_play,True,660688,665795,Keibert Ruiz,Edward Cabrera,0,0,1,7c9b6a27-70f7-4f8e-951c-7e9b97f90ad6,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222
3,2023-05-17,718132,Strikeout,strikeout,True,542932,669022,Jon Berti,MacKenzie Gore,0,0,0,c9135410-b12d-4597-b0e2-bcf0e877139b,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.188,0.028999999999999998,-0.27,,0.77,-0.85,1.1,95.0,,88.5,83.2,0.188,0.257,0.279,,0.213
4,2023-05-17,718132,Flyout,field_out,True,643265,669022,Garrett Cooper,MacKenzie Gore,0,0,0,229bea81-8cdc-44b1-ac8d-06dd4f33c9dd,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.188,0.028999999999999998,-0.27,,0.77,-0.85,1.1,95.0,,88.5,83.2,0.188,0.257,0.279,,0.213
5,2023-05-17,718132,Lineout,field_out,True,650333,669022,Luis Arraez,MacKenzie Gore,1,1,0,ff4804c9-4a96-4539-aa45-b9a63c9866fe,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.188,0.028999999999999998,-0.27,,0.77,-0.85,1.1,95.0,,88.5,83.2,0.188,0.257,0.279,,0.213
6,2023-05-17,718132,Pop Out,field_out,True,642086,665795,Dominic Smith,Edward Cabrera,1,0,0,cad495db-9da4-41c7-80e4-36d8dda3c14a,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222
7,2023-05-17,718132,Single,single,False,600869,665795,Jeimer Candelario,Edward Cabrera,1,1,0,c642ba17-856d-40f8-a652-45e99e208eb0,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222
8,2023-05-17,718132,Home Run,home_run,False,572816,665795,Corey Dickerson,Edward Cabrera,0,0,1,47215929-a857-465f-8696-3578b119a5db,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222
9,2023-05-17,718132,Single,single,False,545121,665795,Ildemaro Vargas,Edward Cabrera,0,0,0,562739b6-2c98-4660-83f2-974532758cff,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222
