,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,FC_ba,FS_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,Stf+ CU,Loc+ CU,Pit+ CU,CU%,KC%,wCU/C,wKC/C,vCU,vKC,CU_ba
0,2023-05-28,717992,Flyout,field_out,True,681082,675911,Bryson Stott,Spencer Strider,1,0,0,a6204e23-b455-4de9-a242-f914218f899a,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-28,717992,Flyout,field_out,True,607208,675911,Trea Turner,Spencer Strider,1,0,0,3b98fed2-eef2-4793-add6-07eaf7508606,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-28,717992,Flyout,field_out,True,547180,675911,Bryce Harper,Spencer Strider,0,0,0,ade4962a-72ac-4d02-876f-302b59676370,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-28,717992,Single,single,False,660670,592229,Ronald Acuña Jr.,Dylan Covey,0,0,0,8bcf0b62-ed1a-4f47-9de2-569a6265b0f6,592229.0,dylancovey,Covey,Right,Dylan Covey,3.77,4.96,43.0,98.0,97.0,99.0,0.8490000000000001,6.28,3.56,10.05,1.05,2.38,0.21100000000000002,0.38,0.16899999999999998,0.289,0.392,85.9,48.0,62.0,78.0,,,,114.0,100.0,106.0,0.003,0.257,0.01,2.82,0.99,-4.88,95.6,87.2,,0.114,,88.0,95.0,94.0,101.0,96.0,99.0,0.41100000000000003,0.268,0.052000000000000005,-1.37,4.52,-0.22,92.4,86.7,95.1,0.296,0.396,0.091,0.667,,,,,,,,,,,,,
4,2023-05-28,717992,Home Run,home_run,False,621566,592229,Matt Olson,Dylan Covey,1,1,1,bc0f4401-8436-4185-9aaf-6851fd1d1227,592229.0,dylancovey,Covey,Right,Dylan Covey,3.77,4.96,43.0,98.0,97.0,99.0,0.8490000000000001,6.28,3.56,10.05,1.05,2.38,0.21100000000000002,0.38,0.16899999999999998,0.289,0.392,85.9,48.0,62.0,78.0,,,,114.0,100.0,106.0,0.003,0.257,0.01,2.82,0.99,-4.88,95.6,87.2,,0.114,,88.0,95.0,94.0,101.0,96.0,99.0,0.41100000000000003,0.268,0.052000000000000005,-1.37,4.52,-0.22,92.4,86.7,95.1,0.296,0.396,0.091,0.667,,,,,,,,,,,,,
5,2023-05-28,717992,Home Run,home_run,False,663586,592229,Austin Riley,Dylan Covey,0,0,0,f3fa2e84-8c40-48ef-9afd-e49f3952704b,592229.0,dylancovey,Covey,Right,Dylan Covey,3.77,4.96,43.0,98.0,97.0,99.0,0.8490000000000001,6.28,3.56,10.05,1.05,2.38,0.21100000000000002,0.38,0.16899999999999998,0.289,0.392,85.9,48.0,62.0,78.0,,,,114.0,100.0,106.0,0.003,0.257,0.01,2.82,0.99,-4.88,95.6,87.2,,0.114,,88.0,95.0,94.0,101.0,96.0,99.0,0.41100000000000003,0.268,0.052000000000000005,-1.37,4.52,-0.22,92.4,86.7,95.1,0.296,0.396,0.091,0.667,,,,,,,,,,,,,
6,2023-05-28,717992,Single,single,False,669221,592229,Sean Murphy,Dylan Covey,0,0,0,0450e69e-f68e-42c5-b942-bdf9f6e3c277,592229.0,dylancovey,Covey,Right,Dylan Covey,3.77,4.96,43.0,98.0,97.0,99.0,0.8490000000000001,6.28,3.56,10.05,1.05,2.38,0.21100000000000002,0.38,0.16899999999999998,0.289,0.392,85.9,48.0,62.0,78.0,,,,114.0,100.0,106.0,0.003,0.257,0.01,2.82,0.99,-4.88,95.6,87.2,,0.114,,88.0,95.0,94.0,101.0,96.0,99.0,0.41100000000000003,0.268,0.052000000000000005,-1.37,4.52,-0.22,92.4,86.7,95.1,0.296,0.396,0.091,0.667,,,,,,,,,,,,,
7,2023-05-28,717992,Forceout,force_out,True,542303,592229,Marcell Ozuna,Dylan Covey,0,0,1,fe05045a-0a8d-43e3-9a9e-972935b6953b,592229.0,dylancovey,Covey,Right,Dylan Covey,3.77,4.96,43.0,98.0,97.0,99.0,0.8490000000000001,6.28,3.56,10.05,1.05,2.38,0.21100000000000002,0.38,0.16899999999999998,0.289,0.392,85.9,48.0,62.0,78.0,,,,114.0,100.0,106.0,0.003,0.257,0.01,2.82,0.99,-4.88,95.6,87.2,,0.114,,88.0,95.0,94.0,101.0,96.0,99.0,0.41100000000000003,0.268,0.052000000000000005,-1.37,4.52,-0.22,92.4,86.7,95.1,0.296,0.396,0.091,0.667,,,,,,,,,,,,,
8,2023-05-28,717992,Double,double,False,592696,592229,Eddie Rosario,Dylan Covey,1,0,1,81e5512a-59a1-4676-af67-408003076b25,592229.0,dylancovey,Covey,Right,Dylan Covey,3.77,4.96,43.0,98.0,97.0,99.0,0.8490000000000001,6.28,3.56,10.05,1.05,2.38,0.21100000000000002,0.38,0.16899999999999998,0.289,0.392,85.9,48.0,62.0,78.0,,,,114.0,100.0,106.0,0.003,0.257,0.01,2.82,0.99,-4.88,95.6,87.2,,0.114,,88.0,95.0,94.0,101.0,96.0,99.0,0.41100000000000003,0.268,0.052000000000000005,-1.37,4.52,-0.22,92.4,86.7,95.1,0.296,0.396,0.091,0.667,,,,,,,,,,,,,
9,2023-05-28,717992,Single,single,False,645277,592229,Ozzie Albies,Dylan Covey,1,0,1,9c6a13ae-8bef-46fb-88a9-a3db646217bd,592229.0,dylancovey,Covey,Right,Dylan Covey,3.77,4.96,43.0,98.0,97.0,99.0,0.8490000000000001,6.28,3.56,10.05,1.05,2.38,0.21100000000000002,0.38,0.16899999999999998,0.289,0.392,85.9,48.0,62.0,78.0,,,,114.0,100.0,106.0,0.003,0.257,0.01,2.82,0.99,-4.88,95.6,87.2,,0.114,,88.0,95.0,94.0,101.0,96.0,99.0,0.41100000000000003,0.268,0.052000000000000005,-1.37,4.52,-0.22,92.4,86.7,95.1,0.296,0.396,0.091,0.667,,,,,,,,,,,,,
