,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,FF_ba,SI_ba,FC_ba,CU_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,FS%,wFS/C,vFS,SL_ba,FS_ba
0,2023-08-21,716907,Strikeout,strikeout,True,624585,608379,Jorge Soler,Michael Wacha,0,0,0,5e588f8f-0a41-4633-8039-cc5468a1e345,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,
1,2023-08-21,716907,Single,single,False,650333,608379,Luis Arraez,Michael Wacha,0,0,0,7f397278-9e46-4fd9-afa7-cbd045d7c662,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,
2,2023-08-21,716907,Single,single,False,605137,608379,Josh Bell,Michael Wacha,0,0,1,09645eca-4825-4ed4-a75e-a60554d8a2e8,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,
3,2023-08-21,716907,Strikeout,strikeout,True,665862,608379,Jazz Chisholm Jr.,Michael Wacha,0,0,0,8b8592f7-715b-4ff3-a653-e07c3afb5830,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,
4,2023-08-21,716907,Strikeout,strikeout,True,669394,608379,Jake Burger,Michael Wacha,0,0,0,abf840c6-6104-48b5-baa1-263677cbd020,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,
5,2023-08-21,716907,Double,double,False,673490,677960,Ha-Seong Kim,Ryan Weathers,0,0,0,1b9b16e2-16e0-4876-a27a-3c3e524d8c63,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,,,,91.0,99.0,93.0,,,,,,,0.01,0.551,,,0.23600000000000002,-1.58,,9.15,,-1.24,95.1,,94.9,,0.304,0.35,0.0,,,105.0,99.0,100.0,0.203,-1.09,80.8,0.229,,,,,
6,2023-08-21,716907,Walk,walk,False,665487,677960,Fernando Tatis Jr.,Ryan Weathers,1,0,0,251e5caa-7cc5-4760-8417-b879c51e9da6,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,,,,91.0,99.0,93.0,,,,,,,0.01,0.551,,,0.23600000000000002,-1.58,,9.15,,-1.24,95.1,,94.9,,0.304,0.35,0.0,,,105.0,99.0,100.0,0.203,-1.09,80.8,0.229,,,,,
7,2023-08-21,716907,Strikeout,strikeout,True,665742,677960,Juan Soto,Ryan Weathers,0,0,0,9e70751b-9b45-47a0-b042-a702c8092dae,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,,,,91.0,99.0,93.0,,,,,,,0.01,0.551,,,0.23600000000000002,-1.58,,9.15,,-1.24,95.1,,94.9,,0.304,0.35,0.0,,,105.0,99.0,100.0,0.203,-1.09,80.8,0.229,,,,,
8,2023-08-21,716907,Sac Fly,sac_fly,True,592518,677960,Manny Machado,Ryan Weathers,0,0,1,ab3b3ffa-9d05-4f98-8891-4e9a425125d1,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,,,,91.0,99.0,93.0,,,,,,,0.01,0.551,,,0.23600000000000002,-1.58,,9.15,,-1.24,95.1,,94.9,,0.304,0.35,0.0,,,105.0,99.0,100.0,0.203,-1.09,80.8,0.229,,,,,
9,2023-08-21,716907,Single,single,True,593428,677960,Xander Bogaerts,Ryan Weathers,0,0,1,722ea5eb-ac68-4f31-8f2e-8c16a4769aa8,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,,,,91.0,99.0,93.0,,,,,,,0.01,0.551,,,0.23600000000000002,-1.58,,9.15,,-1.24,95.1,,94.9,,0.304,0.35,0.0,,,105.0,99.0,100.0,0.203,-1.09,80.8,0.229,,,,,
