,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,SL_ba,SI_ba,FC_ba,FF_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CH_ba,CU_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-02,718748,Flyout,field_out,True,656775,656557,Cedric Mullins,Tanner Houck,0,0,0,7c24c661-08c3-430f-a8a8-6d39a3538503,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,,,,,,,
1,2023-04-02,718748,Strikeout,strikeout,True,668939,656557,Adley Rutschman,Tanner Houck,0,0,0,a1a090c5-bcd5-4785-8455-601b9ccb5f28,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,,,,,,,
2,2023-04-02,718748,Flyout,field_out,True,623993,656557,Anthony Santander,Tanner Houck,0,0,0,0d424713-7d29-48bf-92cf-34dffef4f39c,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,,,,,,,
3,2023-04-02,718748,Single,single,False,608701,608344,Rob Refsnyder,Cole Irvin,1,0,0,7b37d3b7-3c1a-469f-810d-7226d1bd5ed4,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,68.0,110.0,99.0,75.0,103.0,97.0,,,,99.0,99.0,94.0,,,,0.207,0.28,0.159,,,0.22,2.29,,0.95,,92.2,85.5,,91.9,,,0.28,0.18,0.247,,84.2,75.0,106.0,101.0,92.0,94.0,91.0,0.14300000000000002,0.21100000000000002,-0.89,-2.77,77.2,0.324,0.229,,,,,,,
4,2023-04-02,718748,Single,single,False,646240,608344,Rafael Devers,Cole Irvin,0,0,1,f56fa590-9672-44dd-8830-35f15d6de38b,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,68.0,110.0,99.0,75.0,103.0,97.0,,,,99.0,99.0,94.0,,,,0.207,0.28,0.159,,,0.22,2.29,,0.95,,92.2,85.5,,91.9,,,0.28,0.18,0.247,,84.2,75.0,106.0,101.0,92.0,94.0,91.0,0.14300000000000002,0.21100000000000002,-0.89,-2.77,77.2,0.324,0.229,,,,,,,
5,2023-04-02,718748,Walk,walk,False,457759,608344,Justin Turner,Cole Irvin,1,0,1,c1082342-4e35-4db4-96fc-0862895cf318,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,68.0,110.0,99.0,75.0,103.0,97.0,,,,99.0,99.0,94.0,,,,0.207,0.28,0.159,,,0.22,2.29,,0.95,,92.2,85.5,,91.9,,,0.28,0.18,0.247,,84.2,75.0,106.0,101.0,92.0,94.0,91.0,0.14300000000000002,0.21100000000000002,-0.89,-2.77,77.2,0.324,0.229,,,,,,,
6,2023-04-02,718748,Groundout,field_out,True,807799,608344,Masataka Yoshida,Cole Irvin,0,0,1,d7d6d258-79dd-4663-b814-28f3bfd4df44,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,68.0,110.0,99.0,75.0,103.0,97.0,,,,99.0,99.0,94.0,,,,0.207,0.28,0.159,,,0.22,2.29,,0.95,,92.2,85.5,,91.9,,,0.28,0.18,0.247,,84.2,75.0,106.0,101.0,92.0,94.0,91.0,0.14300000000000002,0.21100000000000002,-0.89,-2.77,77.2,0.324,0.229,,,,,,,
7,2023-04-02,718748,Strikeout,strikeout,True,594807,608344,Adam Duvall,Cole Irvin,0,0,0,b06f051d-24e4-4194-8739-5ba9045f37c4,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,68.0,110.0,99.0,75.0,103.0,97.0,,,,99.0,99.0,94.0,,,,0.207,0.28,0.159,,,0.22,2.29,,0.95,,92.2,85.5,,91.9,,,0.28,0.18,0.247,,84.2,75.0,106.0,101.0,92.0,94.0,91.0,0.14300000000000002,0.21100000000000002,-0.89,-2.77,77.2,0.324,0.229,,,,,,,
8,2023-04-02,718748,Walk,walk,False,657077,608344,Alex Verdugo,Cole Irvin,0,0,0,6d33dbe1-7760-444b-ac43-693ad9f9e4d1,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,68.0,110.0,99.0,75.0,103.0,97.0,,,,99.0,99.0,94.0,,,,0.207,0.28,0.159,,,0.22,2.29,,0.95,,92.2,85.5,,91.9,,,0.28,0.18,0.247,,84.2,75.0,106.0,101.0,92.0,94.0,91.0,0.14300000000000002,0.21100000000000002,-0.89,-2.77,77.2,0.324,0.229,,,,,,,
9,2023-04-02,718748,Strikeout,strikeout,True,624414,608344,Christian Arroyo,Cole Irvin,0,0,0,781a4e4d-7024-4544-841c-3fa4a0be19bf,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,68.0,110.0,99.0,75.0,103.0,97.0,,,,99.0,99.0,94.0,,,,0.207,0.28,0.159,,,0.22,2.29,,0.95,,92.2,85.5,,91.9,,,0.28,0.18,0.247,,84.2,75.0,106.0,101.0,92.0,94.0,91.0,0.14300000000000002,0.21100000000000002,-0.89,-2.77,77.2,0.324,0.229,,,,,,,
