,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,CH_ba,SI_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba
0,2023-04-19,718511,Single,single,False,642731,669432,Thairo Estrada,Trevor Rogers,1,1,0,155b0a63-744a-4952-aa34-4d6c45478e0a,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-19,718511,Pop Out,field_out,True,527038,669432,Wilmer Flores,Trevor Rogers,0,0,0,dd0d52a9-c1eb-455c-8a23-89a0068d9352,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-19,718511,Walk,walk,False,573131,669432,Darin Ruf,Trevor Rogers,1,0,1,e4d91eda-38d0-4d06-92d5-0f9ee660ae75,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-19,718511,Strikeout,strikeout,True,605204,669432,J.D. Davis,Trevor Rogers,0,0,1,ce8f9a52-18d0-4862-bb2a-e58d9f2c97dd,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-19,718511,Strikeout,strikeout,True,665862,502171,Jazz Chisholm Jr.,Alex Cobb,0,0,0,1cb78da2-aead-45df-b4d2-1d147706c6fc,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.003,0.051,,-3.47,0.33,-1.31,,95.8,94.5,86.2,,,0.28,0.333,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.162,0.2,-1.38,89.5,83.6,0.239,0.379,,,,,,,,,,,,,,
5,2023-04-19,718511,Strikeout,strikeout,True,643265,502171,Garrett Cooper,Alex Cobb,0,0,0,1bb2d742-53a3-43bf-b8fc-dbdf1247174b,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.003,0.051,,-3.47,0.33,-1.31,,95.8,94.5,86.2,,,0.28,0.333,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.162,0.2,-1.38,89.5,83.6,0.239,0.379,,,,,,,,,,,,,,
6,2023-04-19,718511,Flyout,field_out,True,650333,502171,Luis Arraez,Alex Cobb,0,0,0,c63cc218-8755-4925-b2cc-ad5c0bbfd4bb,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.003,0.051,,-3.47,0.33,-1.31,,95.8,94.5,86.2,,,0.28,0.333,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.162,0.2,-1.38,89.5,83.6,0.239,0.379,,,,,,,,,,,,,,
7,2023-04-19,718511,Strikeout,strikeout,True,681584,669432,David Villar,Trevor Rogers,0,0,0,592f8fe4-127a-4c3e-9b29-241d0853aa67,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-19,718511,Groundout,field_out,True,573262,669432,Mike Yastrzemski,Trevor Rogers,1,0,0,7ec59e09-5fc5-42a4-a2ad-ddff228a7207,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-19,718511,Flyout,field_out,True,663698,669432,Joey Bart,Trevor Rogers,1,0,0,80a197af-e5ee-478c-9591-87569e8895d8,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
